Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;counterThreshold;corrThreshold;w;corrAverageWindow;corrFrequency
38.9134335;8.2589118;6;7;False;0.8076419;45;9.187907;7.280849;17.04733;5.272316;0.9337512;0.9981822;20;0.5;300;900;0.08
49.4575854;18.8030637;8;8;True;0.9470964;45;8.806931;6.995763;17.04733;0;1;1;20;0.5;300;900;0.08
56.7637815;26.1092598;9;9;True;0.6494566;45;9.088824;7.063211;17.04733;0;1;1;20;0.5;300;900;0.08
62.104927;31.4504053;5;5;True;0.8731473;30;8.437573;6.593372;17.47213;0;1;1;20;0.5;300;900;0.08
74.7293624;5.1287196;7;7;True;0.6797854;45;8.778785;6.980762;17.04733;0;1;1;20;0.5;300;900;0.08
91.2444071;21.6437643;0;0;True;0.6209441;45;9.089643;7.335748;17.04734;0;1;1;17;0.5;300;900;0.08
97.700512;28.0998692;8;8;True;0.7555662;45;8.925245;7.04382;17.04733;0;1;1;15;0.5;300;900;0.08
118.5107246;12.1614284;0;0;True;0.6446771;45;8.665199;6.905235;17.04733;0;1;1;18;0.5;300;900;0.08
123.1204582;16.771162;7;7;True;0.8965288;45;8.966346;7.054596;17.04733;0;1;1;18;0.5;300;900;0.08
130.0934352;23.744139;3;3;True;0.8447654;30;8.439135;6.593517;17.47213;0;1;1;17;0.5;300;900;0.08
