Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;counterThreshold;corrThreshold;w;corrAverageWindow;corrFrequency
16.8359271;4.0637554;9;0;False;0.8018748;45;9.22897;7.214768;17.04734;4.230846;-0.9312421;0.9987389;17;0.5;300;900;0.08
20.5205995;7.7484278;7;8;False;0.8468307;45;8.88225;7.288879;17.04733;8.240391;0.9992051;-0.9848013;17;0.5;300;900;0.08
26.7175973;13.9454256;0;0;True;0.9755465;45;8.465744;6.834501;17.04734;0;1;1;18;0.5;300;900;0.08
34.5759234;21.8037517;6;6;True;0.8758942;45;8.964235;7.054132;17.04733;0;1;1;18;0.5;300;900;0.08
49.2168977;4.5660848;6;6;True;0.5558758;45;8.362791;6.507163;17.04733;0;1;1;19;0.5;300;900;0.08
54.6322731;9.9814602;4;4;True;0.7621908;30;8.390867;6.578856;17.47214;0;1;1;19;0.5;300;900;0.08
60.1995869;15.548774;1;1;True;0.9724396;30;8.442243;6.593761;17.47213;0;1;1;19;0.5;300;900;0.08
65.0700395;20.4192266;1;0;False;0.9389859;45;9.176733;7.292468;17.04733;34.89757;0.9994234;0.9945017;19;0.5;300;900;0.08
79.0823185;7.1324772;6;7;False;0.861399;45;8.353072;6.593488;17.04733;6.550817;0.9977677;0.967256;20;0.5;300;900;0.08
84.7659521;12.8161108;5;7;False;0.9171778;45;9.239813;7.187628;17.04733;35.59415;0.9995112;0.9968781;21;0.5;300;900;0.08
91.7592926;19.8094513;2;2;True;0.5838798;30;9.646337;6.65589;17.47214;0;1;1;21;0.5;300;900;0.08
96.5315024;24.5816611;4;4;True;0.878653;30;9.668124;6.547861;17.47214;0;1;1;21;0.5;300;900;0.08
140.868674;5.5853551;6;7;False;0.7194135;45;9.223333;7.226786;17.04734;4.399971;-0.8335954;0.998808;22;0.5;300;900;0.08
147.8893748;12.6060559;0;0;True;0.9560286;45;8.362167;6.50761;17.04734;0;1;1;23;0.5;300;900;0.08
153.6321477;18.3488288;6;6;True;0.9311845;45;8.508369;6.74808;17.04733;0;1;1;23;0.5;300;900;0.08
157.2097002;21.9263813;9;9;True;0.5761543;45;8.360458;6.508841;17.04734;0;1;1;23;0.5;300;900;0.08
172.7535417;8.8410163;5;5;True;0.64484;30;9.550615;7.186809;17.47213;0;1;1;23;0.5;300;900;0.08
181.545934;17.6334086;3;2;False;0.8246349;30;8.614787;6.903902;17.47214;8.261381;0.9995427;-0.9913787;22;0.5;300;900;0.08
188.4510952;24.5385698;2;2;True;0.9471653;30;9.667207;6.539811;17.47213;0;1;1;23;0.5;300;900;0.08
193.3882545;29.4757291;7;7;True;0.7559574;45;9.027184;7.063972;17.04733;0;1;1;23;0.5;300;900;0.08
216.5962877;14.8962479;4;4;True;0.9326639;30;9.668659;6.553718;17.47213;0;1;1;24;0.5;300;900;0.08
223.8686791;22.1686393;9;9;True;0.8537722;45;9.282122;6.791466;17.04733;0;1;1;24;0.5;300;900;0.08
230.7735065;29.0734667;7;7;True;0.981239;45;8.445368;6.792335;17.04734;0;1;1;24;0.5;300;900;0.08
246.293692;8.8058625;1;1;True;0.8534691;30;9.664804;6.52395;17.47214;0;1;1;24;0.5;300;900;0.08
252.4610891;14.9732596;9;9;True;0.8437583;45;8.340896;6.591864;17.04734;0;1;1;23;0.5;300;900;0.08
260.8964687;23.4086392;5;5;True;0.8078193;30;8.388746;6.560966;17.47213;0;1;1;23;0.5;300;900;0.08
267.206719;29.7188895;7;8;False;0.6887721;45;9.26881;7.071347;17.04733;2.551298;-0.9919631;0.9993827;23;0.5;300;900;0.08
288.6771934;15.0098327;1;1;True;0.7849937;30;8.388978;6.576365;17.47213;0;1;1;24;0.5;300;900;0.08
296.7944391;23.1270784;5;5;True;0.984835;30;8.386921;6.56857;17.47213;0;1;1;24;0.5;300;900;0.08
304.1143596;30.4469989;2;1;False;0.5792136;30;9.392109;7.054465;17.47214;8.381029;0.9995293;-0.9744277;24;0.5;300;900;0.08
316.9588104;7.1904313;3;3;True;0.9628851;30;8.391445;6.555879;17.47213;0;1;1;24;0.5;300;900;0.08
322.6784851;12.910106;0;0;True;0.8924181;45;8.482009;6.865664;17.04733;0;1;1;24;0.5;300;900;0.08
330.5078206;20.7394415;9;9;True;0.7251086;45;9.150136;7.313139;17.04733;0;1;1;24;0.5;300;900;0.08
339.5328032;29.7644241;3;3;True;0.9444649;30;8.618804;6.909712;17.47213;0;1;1;24;0.5;300;900;0.08
355.4961704;9.0460077;4;4;True;0.7810838;30;8.464028;6.508855;17.47213;0;1;1;24;0.5;300;900;0.08
360.5656277;14.115465;4;4;True;0.5070398;30;9.668427;6.551021;17.47213;0;1;1;24;0.5;300;900;0.08
369.7278642;23.2777015;4;3;False;0.5234852;30;9.644423;6.670686;17.47213;7.522409;0.9995437;-0.979606;24;0.5;300;900;0.08
378.4632557;32.013093;5;4;False;0.9570435;30;8.404146;6.58691;17.47214;5.826303;0.9969557;0.9974705;24;0.5;300;900;0.08
