largeCube3Timestamp;largeCube3XPos;largeCube3YPos;largeCube3newCorr;largeCube3smoothCorr
0;;;0;0
0.1960213;;;0;0
0.496319;;;0;0
0.7976198;;;0;0
1.0994229;;;0;0
1.4012244;;;0;0
1.7025252;;;0;0
2.0038257;;;0;0
2.153;0.3461266;2.5;;
2.173;0.2901696;2.5;;
2.174;0.2896829;2.5;;
2.174;0.2894516;2.5;;
2.195;0.238348;2.5;;
2.196;0.238348;2.5;;
2.196;0.238348;2.5;;
2.197;0.238348;2.5;;
2.218;0.1853481;2.5;;
2.218;0.1851116;2.5;;
2.219;0.1847775;2.5;;
2.24;0.1315311;2.5;;
2.24;0.1312416;2.5;;
2.241;0.1308864;2.5;;
2.242;0.1308864;2.5;;
2.242;0.1308864;2.5;;
2.262;0.07842091;2.5;;
2.263;0.07791983;2.5;;
2.263;0.07783528;2.5;;
2.284;0.02484298;2.5;;
2.284;0.02448442;2.5;;
2.285;0.0242498;2.5;;
2.286;0.02421574;2.5;;
2.287;0.0242054;2.5;;
2.30613;;;-0.237092552372116;-0.0592731380930291
2.306;-0.02992426;2.5;;
2.307;-0.02925142;2.5;;
2.307;-0.02965851;2.5;;
2.327;-0.05649339;2.5;;
2.328;-0.07396298;2.5;;
2.33;-0.08205218;2.5;;
2.33;-0.08271933;2.5;;
2.352;-0.136085;2.5;;
2.352;-0.1360887;2.5;;
2.353;-0.1367071;2.5;;
2.354;-0.1367071;2.5;;
2.373;-0.1882077;2.5;;
2.374;-0.1890978;2.5;;
2.375;-0.1902953;2.5;;
2.376;-0.1902953;2.5;;
2.401;-0.2432726;2.5;;
2.402;-0.2439404;2.5;;
2.403;-0.244251;2.5;;
2.404;-0.2443001;2.5;;
2.404;-0.2443194;2.5;;
2.418;-0.2980211;2.5;;
2.419;-0.2980211;2.5;;
2.419;-0.2980211;2.5;;
2.44;-0.3495586;2.5;;
2.441;-0.3504842;2.5;;
2.442;-0.3511896;2.5;;
2.443;-0.3513682;2.5;;
2.463;-0.4038348;2.5;;
2.464;-0.4045376;2.5;;
2.464;-0.4048881;2.5;;
2.465;-0.4051111;2.5;;
2.466;-0.405181;2.5;;
2.486;-0.4589538;2.5;;
2.487;-0.4589538;2.5;;
2.487;-0.4589538;2.5;;
2.508;-0.5121265;2.5;;
2.508;-0.5125245;2.5;;
2.509;-0.512728;2.5;;
2.51;-0.512764;2.5;;
2.53;-0.5654013;2.5;;
2.531;-0.5659265;2.5;;
2.531;-0.5660148;2.5;;
2.553;-0.6192826;2.5;;
2.554;-0.6197048;2.5;;
2.554;-0.6199018;2.5;;
2.555;-0.6199018;2.5;;
2.575;-0.6714185;2.5;;
2.577;-0.6727296;2.5;;
2.578;-0.6732323;2.5;;
2.579;-0.673313;2.5;;
2.599;-0.7266589;2.5;;
2.6;-0.7271397;2.5;;
2.6;-0.7273223;2.5;;
2.601;-0.7273223;2.5;;
2.6074305;;;-0.276749963811924;-0.12846062904601
2.599;-0.7266589;2.5;;
2.6;-0.7271397;2.5;;
2.6;-0.7273223;2.5;;
2.601;-0.7273223;2.5;;
2.621;-0.7798933;2.5;;
2.622;-0.7803887;2.5;;
2.622;-0.7804694;2.5;;
2.623;-0.7805378;2.5;;
2.623;-0.7805616;2.5;;
2.643;-0.8343565;2.5;;
2.644;-0.8343565;2.5;;
2.644;-0.8343565;2.5;;
2.665;-0.8871674;2.5;;
2.666;-0.8876898;2.5;;
2.667;-0.8877723;2.5;;
2.669;-0.8877863;2.5;;
2.688;-0.9403201;2.5;;
2.688;-0.9406367;2.5;;
2.689;-0.9415659;2.5;;
2.69;-0.941696;2.5;;
2.691;-0.9417322;2.5;;
2.711;-0.9950249;2.5;;
2.712;-0.9950249;2.5;;
2.712;-0.9950249;2.5;;
2.733;-1.049617;2.5;;
2.734;-1.050414;2.5;;
2.735;-1.050832;2.5;;
2.737;-1.050921;2.5;;
2.737;-1.050935;2.5;;
2.755;-1.10313;2.5;;
2.756;-1.10313;2.5;;
2.762;-1.10313;2.5;;
2.777;-1.154897;2.5;;
2.778;-1.15601;2.5;;
2.779;-1.156641;2.5;;
2.78;-1.156641;2.5;;
2.799;-1.209606;2.5;;
2.8;-1.210113;2.5;;
2.801;-1.210249;2.5;;
2.801;-1.21027;2.5;;
2.802;-1.21029;2.5;;
2.821;-1.263158;2.5;;
2.822;-1.263688;2.5;;
2.823;-1.263821;2.5;;
2.843;-1.316151;2.5;;
2.844;-1.317155;2.5;;
2.845;-1.317939;2.5;;
2.846;-1.318054;2.5;;
2.847;-1.318081;2.5;;
2.866;-1.370882;2.5;;
2.867;-1.371583;2.5;;
2.868;-1.371583;2.5;;
2.888;-1.422701;2.5;;
2.888;-1.4234;2.5;;
2.89;-1.424489;2.5;;
2.9097338;;;0.491145051773544;-0.00567436610262399
2.91;-1.477689;2.5;;
2.911;-1.478339;2.5;;
2.912;-1.478339;2.5;;
2.912;-1.478339;2.5;;
2.931;-1.505327;2.5;;
2.932;-1.527418;2.5;;
2.933;-1.531702;2.5;;
2.955;-1.585652;2.5;;
2.955;-1.585836;2.5;;
2.956;-1.586197;2.5;;
2.957;-1.586254;2.5;;
2.957;-1.586262;2.5;;
2.977;-1.636883;2.5;;
2.978;-1.638069;2.5;;
2.98;-1.639199;2.5;;
2.98;-1.639268;2.5;;
2.999;-1.692552;2.5;;
3;-1.693129;2.5;;
3.001;-1.693217;2.5;;
3.001;-1.693232;2.5;;
3.021;-1.745918;2.5;;
3.022;-1.746463;2.5;;
3.024;-1.74657;2.5;;
3.024;-1.74657;2.5;;
3.044;-1.798998;2.5;;
3.045;-1.799508;2.5;;
3.046;-1.79966;2.5;;
3.047;-1.79966;2.5;;
3.065;-1.827259;2.5;;
3.066;-1.845703;2.5;;
3.068;-1.853747;2.5;;
3.068;-1.853747;2.5;;
3.088;-1.905359;2.5;;
3.088;-1.906095;2.5;;
3.09;-1.907168;2.5;;
3.09;-1.907257;2.5;;
3.11;-1.958542;2.5;;
3.111;-1.959959;2.5;;
3.133;-2.012177;2.5;;
3.135;-2.014247;2.5;;
3.135;-2.014328;2.5;;
3.141;-2.014566;2.5;;
3.142;-2.014573;2.5;;
3.156;-2.068321;2.5;;
3.158;-2.069273;2.5;;
3.158;-2.069273;2.5;;
3.179;-2.120576;2.5;;
3.181;-2.121679;2.5;;
3.201;-2.175271;2.5;;
3.203;-2.175934;2.5;;
3.2125389;;;0.44708465647169;0.106096798015299
3.201;-2.175271;2.5;;
3.203;-2.175934;2.5;;
3.224;-2.231617;2.5;;
3.225;-2.232131;2.5;;
3.246;-2.281297;2.5;;
3.247;-2.281962;2.5;;
3.248;-2.282492;2.5;;
3.249;-2.282492;2.5;;
3.269;-2.334584;2.5;;
3.269;-2.335309;2.5;;
3.271;-2.336406;2.5;;
3.272;-2.336519;2.5;;
3.29;-2.389053;2.5;;
3.291;-2.389663;2.5;;
3.292;-2.389766;2.5;;
3.293;-2.389766;2.5;;
3.313;-2.442843;2.5;;
3.314;-2.443312;2.5;;
3.314;-2.443352;2.5;;
3.315;-2.44347;2.5;;
3.335;-2.49655;2.5;;
3.336;-2.49709;2.5;;
3.337;-2.497177;2.5;;
3.357;-2.550239;2.5;;
3.358;-2.550732;2.5;;
3.358;-2.550808;2.5;;
3.359;-2.550897;2.5;;
3.36;-2.550911;2.5;;
3.379;-2.577198;2.5;;
3.38;-2.597635;2.5;;
3.38;-2.604625;2.5;;
3.401;-2.632779;2.5;;
3.402;-2.64594;2.5;;
3.403;-2.652283;2.5;;
3.404;-2.658136;2.5;;
3.405;-2.658136;2.5;;
3.423;-2.684804;2.5;;
3.424;-2.707445;2.5;;
3.425;-2.711644;2.5;;
3.446;-2.765184;2.5;;
3.447;-2.765184;2.5;;
3.448;-2.765184;2.5;;
3.448;-2.765184;2.5;;
3.468;-2.792715;2.5;;
3.469;-2.813041;2.5;;
3.47;-2.817217;2.5;;
3.47;-2.81792;2.5;;
3.471;-2.818216;2.5;;
3.491;-2.87151;2.5;;
3.492;-2.872047;2.5;;
3.493;-2.872177;2.5;;
3.5133382;;;0.465299317459193;0.281694765473126
3.513;-2.927248;2.5;;
3.514;-2.927248;2.5;;
3.515;-2.927248;2.5;;
