small (1)Cube1Timestamp;small (1)Cube1XPos;small (1)Cube1YPos;small (1)Cube1newCorr;small (1)Cube1smoothCorr
0;;;0;0
0.1945332;;;0;0
0.4958591;;;0;0
0.797686;;;0;0
1.0990116;;;0;0
1.4008391;;;0;0
1.702667;;;0;0
2.0039924;;;0;0
2.223;1.703847;0;;
2.24;1.658431;0;;
2.241;1.658431;0;;
2.262;1.614483;0;;
2.263;1.614483;0;;
2.284;1.569895;0;;
2.284;1.569895;0;;
2.285;1.569895;0;;
2.305;1.547411;0;;
2.30582;;;-0.379329863934853;-0.0948324659837132
2.305;1.547411;0;;
2.306;1.529622;0;;
2.314;1.525581;0;;
2.315;1.525455;0;;
2.328;1.502399;0;;
2.328;1.477221;0;;
2.329;1.477221;0;;
2.33;1.477221;0;;
2.349;1.457609;0;;
2.35;1.457415;0;;
2.351;1.441353;0;;
2.351;1.438814;0;;
2.37;1.413283;0;;
2.37;1.413114;0;;
2.392;1.369046;0;;
2.392;1.368767;0;;
2.393;1.368593;0;;
2.394;1.36854;0;;
2.394;1.36854;0;;
2.395;1.351728;0;;
2.413;1.324545;0;;
2.414;1.324163;0;;
2.415;1.324163;0;;
2.438;1.279706;0;;
2.439;1.279322;0;;
2.44;1.257087;0;;
2.441;1.257087;0;;
2.459;1.234514;0;;
2.46;1.234514;0;;
2.461;1.234514;0;;
2.462;1.234514;0;;
2.481;1.19033;0;;
2.482;1.18993;0;;
2.483;1.189805;0;;
2.483;1.189794;0;;
2.503;1.145442;0;;
2.503;1.145268;0;;
2.504;1.144874;0;;
2.504;1.144874;0;;
2.505;1.144874;0;;
2.524;1.100623;0;;
2.524;1.100623;0;;
2.525;1.100623;0;;
2.545;1.055998;0;;
2.546;1.055576;0;;
2.546;1.055431;0;;
2.568;1.009739;0;;
2.568;1.009739;0;;
2.569;1.009739;0;;
2.569;1.009739;0;;
2.592;0.9664473;0;;
2.593;0.9660547;0;;
2.594;0.9659986;0;;
2.595;0.9659822;0;;
2.6071459;;;0.495575341969538;0.0290613695086714
2.503;1.145442;0;;
2.503;1.145268;0;;
2.504;1.144874;0;;
2.504;1.144874;0;;
2.505;1.144874;0;;
2.524;1.100623;0;;
2.524;1.100623;0;;
2.525;1.100623;0;;
2.545;1.055998;0;;
2.546;1.055576;0;;
2.546;1.055431;0;;
2.568;1.009739;0;;
2.568;1.009739;0;;
2.569;1.009739;0;;
2.569;1.009739;0;;
2.592;0.9664473;0;;
2.593;0.9660547;0;;
2.594;0.9659986;0;;
2.595;0.9659822;0;;
2.615;0.9215962;0;;
2.615;0.9215962;0;;
2.616;0.9215962;0;;
2.616;0.9215962;0;;
2.635;0.8776281;0;;
2.636;0.8771781;0;;
2.636;0.8771023;0;;
2.637;0.8770683;0;;
2.638;0.8770637;0;;
2.657;0.8329155;0;;
2.658;0.8325197;0;;
2.658;0.8323336;0;;
2.678;0.7875029;0;;
2.679;0.7875029;0;;
2.68;0.7875029;0;;
2.681;0.7875029;0;;
2.701;0.7437601;0;;
2.701;0.7435486;0;;
2.702;0.7432985;0;;
2.703;0.7432292;0;;
2.722;0.6991916;0;;
2.723;0.6986174;0;;
2.724;0.6986174;0;;
2.724;0.6986174;0;;
2.744;0.6546983;0;;
2.745;0.6542777;0;;
2.745;0.6542065;0;;
2.746;0.6541521;0;;
2.766;0.609562;0;;
2.766;0.6092406;0;;
2.767;0.6090364;0;;
2.794;0.5645846;0;;
2.795;0.5641711;0;;
2.9084718;;;0.490257917908482;0.151625848985792
2.917;0.318859;0;;
2.919;0.318859;0;;
2.939;0.2744512;0;;
2.939;0.2741421;0;;
