largeCube3Timestamp;largeCube3XPos;largeCube3YPos;largeCube3newCorr;largeCube3smoothCorr
0;;;0;0
0.3845274;;;0;0
0.6863334;;;0;0
0.9876381;;;0;0
1.2894438;;;0;0
1.5907485;;;0;0
1.8925547;;;0;0
2.149;2.262475;2.5;;
2.151;2.240165;2.5;;
2.168;2.215648;2.5;;
2.169;2.215648;2.5;;
2.189;2.17307;2.5;;
2.19;2.17307;2.5;;
2.191;2.17307;2.5;;
2.1943609;;;-0.335405850360121;-0.11180195012004
2.189;2.17307;2.5;;
2.19;2.17307;2.5;;
2.191;2.17307;2.5;;
2.211;2.128779;2.5;;
2.211;2.128563;2.5;;
2.212;2.128276;2.5;;
2.233;2.083826;2.5;;
2.233;2.083578;2.5;;
2.234;2.083338;2.5;;
2.235;2.083289;2.5;;
2.254;2.038693;2.5;;
2.254;2.038693;2.5;;
2.255;2.038693;2.5;;
2.255;2.038693;2.5;;
2.275;2.016967;2.5;;
2.276;2.016756;2.5;;
2.276;2.01672;2.5;;
2.277;2.016699;2.5;;
2.296;1.950625;2.5;;
2.297;1.949902;2.5;;
2.298;1.9498;2.5;;
2.299;1.949777;2.5;;
2.375;1.793636;2.5;;
2.376;1.793272;2.5;;
2.377;1.793176;2.5;;
2.378;1.79314;2.5;;
2.379;1.793125;2.5;;
2.379;1.793123;2.5;;
2.38;1.79312;2.5;;
2.381;1.793119;2.5;;
2.381;1.793119;2.5;;
2.382;1.793119;2.5;;
2.383;1.793119;2.5;;
2.384;1.776859;2.5;;
2.385;1.771993;2.5;;
2.386;1.771104;2.5;;
2.398;1.748679;2.5;;
2.399;1.748299;2.5;;
2.4;1.748239;2.5;;
2.4;1.748217;2.5;;
2.42;1.703732;2.5;;
2.421;1.703732;2.5;;
2.422;1.703732;2.5;;
2.423;1.703732;2.5;;
2.442;1.645683;2.5;;
2.443;1.645113;2.5;;
2.444;1.644928;2.5;;
2.445;1.644928;2.5;;
2.464;1.614515;2.5;;
2.465;1.614515;2.5;;
2.466;1.614515;2.5;;
2.466;1.614515;2.5;;
2.486;1.569214;2.5;;
2.487;1.569214;2.5;;
2.4961671;;;-0.147730236833076;-0.161045362397732
2.486;1.569214;2.5;;
2.487;1.569214;2.5;;
2.508;1.525373;2.5;;
2.508;1.525036;2.5;;
2.509;1.524876;2.5;;
2.51;1.524854;2.5;;
2.511;1.52485;2.5;;
2.511;1.524849;2.5;;
2.53;1.480298;2.5;;
2.531;1.479827;2.5;;
2.552;1.436277;2.5;;
2.553;1.435857;2.5;;
2.554;1.435778;2.5;;
2.574;1.391436;2.5;;
2.575;1.390985;2.5;;
2.576;1.390903;2.5;;
2.577;1.39089;2.5;;
2.577;1.390888;2.5;;
2.578;1.390885;2.5;;
2.6;1.335178;2.5;;
2.601;1.334126;2.5;;
2.622;1.302495;2.5;;
2.649;1.257092;2.5;;
2.65;1.256766;2.5;;
2.651;1.256699;2.5;;
2.665;1.209663;2.5;;
2.666;1.208508;2.5;;
2.667;1.207992;2.5;;
2.688;1.167516;2.5;;
2.688;1.167516;2.5;;
2.689;1.167516;2.5;;
2.689;1.167516;2.5;;
2.69;1.167516;2.5;;
2.709;1.123278;2.5;;
2.71;1.122825;2.5;;
2.731;1.078963;2.5;;
2.732;1.078542;2.5;;
2.733;1.07846;2.5;;
2.734;1.078447;2.5;;
2.735;1.078441;2.5;;
2.735;1.078441;2.5;;
2.756;1.021576;2.5;;
2.757;1.021576;2.5;;
2.777;0.988907;2.5;;
2.7979736;;;-0.399491575189625;-0.294209220794274
2.8;0.9440398;2.5;;
2.823;0.9006549;2.5;;
2.846;0.8551371;2.5;;
2.847;0.8539793;2.5;;
2.848;0.8537162;2.5;;
2.848;0.8536709;2.5;;
2.867;0.8082646;2.5;;
2.869;0.8076624;2.5;;
2.889;0.7646509;2.5;;
2.912;0.7074485;2.5;;
2.913;0.7074485;2.5;;
2.914;0.7074485;2.5;;
2.914;0.7074485;2.5;;
2.934;0.6746995;2.5;;
2.935;0.6746995;2.5;;
2.936;0.6746995;2.5;;
2.956;0.6313875;2.5;;
2.957;0.630999;2.5;;
2.957;0.6309431;2.5;;
2.958;0.6308484;2.5;;
2.979;0.5869722;2.5;;
3;0.542406;2.5;;
3.001;0.5415187;2.5;;
3.002;0.5413721;2.5;;
3.025;0.4964896;2.5;;
3.047;0.4524477;2.5;;
3.07;0.3962253;2.5;;
3.081;0.3843878;2.5;;
3.082;0.3839144;2.5;;
3.092;0.3554679;2.5;;
3.094;0.3548245;2.5;;
3.0992783;;;0.447578920651439;-0.0332142971237539
3.082;0.3839144;2.5;;
3.092;0.3554679;2.5;;
3.094;0.3548245;2.5;;
3.113;0.3189651;2.5;;
3.114;0.3185833;2.5;;
3.137;0.2742952;2.5;;
3.138;0.2735007;2.5;;
3.158;0.2295971;2.5;;
3.18;0.1844614;2.5;;
3.181;0.1840379;2.5;;
3.183;0.1839635;2.5;;
3.203;0.1396407;2.5;;
3.223;0.08231086;2.5;;
3.225;0.08168831;2.5;;
3.225;0.08163872;2.5;;
3.248;0.04978499;2.5;;
3.248;0.04956562;2.5;;
3.271;0.005240258;2.5;;
3.272;0.00475673;2.5;;
3.272;0.00475673;2.5;;
3.273;0.00475673;2.5;;
3.273;0.00475673;2.5;;
3.293;-0.03853563;2.5;;
3.294;-0.03891625;2.5;;
3.295;-0.03903608;2.5;;
3.295;-0.03904528;2.5;;
3.315;-0.08316266;2.5;;
3.316;-0.08395632;2.5;;
3.317;-0.08424937;2.5;;
3.318;-0.08424937;2.5;;
3.338;-0.1283109;2.5;;
3.339;-0.1287192;2.5;;
3.34;-0.1288725;2.5;;
3.36;-0.1734512;2.5;;
3.361;-0.1734512;2.5;;
3.381;-0.2290283;2.5;;
3.401084;;;-0.345577204943679;-0.0991632864939549
3.404;-0.2619759;2.5;;
3.404;-0.2620901;2.5;;
3.405;-0.2626102;2.5;;
3.406;-0.262685;2.5;;
3.407;-0.2627071;2.5;;
3.407;-0.2627071;2.5;;
3.425;-0.3078605;2.5;;
3.426;-0.3083825;2.5;;
3.447;-0.3518981;2.5;;
3.448;-0.3523321;2.5;;
3.45;-0.3523898;2.5;;
3.451;-0.3523997;2.5;;
3.452;-0.3524052;2.5;;
3.472;-0.3959947;2.5;;
3.473;-0.3963732;2.5;;
3.474;-0.3964958;2.5;;
3.474;-0.396554;2.5;;
3.504;-0.441053;2.5;;
3.516;-0.4916615;2.5;;
3.517;-0.4925184;2.5;;
3.519;-0.4926814;2.5;;
3.519;-0.4926906;2.5;;
3.539;-0.5440608;2.5;;
3.54;-0.5444894;2.5;;
3.54;-0.5445966;2.5;;
3.562;-0.5753005;2.5;;
3.562;-0.5753005;2.5;;
3.563;-0.5753005;2.5;;
3.584;-0.6200844;2.5;;
3.585;-0.6205276;2.5;;
3.606;-0.6635587;2.5;;
3.607;-0.6641283;2.5;;
3.608;-0.66448;2.5;;
3.628;-0.70946;2.5;;
3.63;-0.7100114;2.5;;
3.63;-0.7100114;2.5;;
3.63;-0.7100114;2.5;;
3.652;-0.7539694;2.5;;
3.653;-0.7543117;2.5;;
3.653;-0.7543163;2.5;;
3.654;-0.7544813;2.5;;
3.674;-0.7983195;2.5;;
3.674;-0.7983195;2.5;;
3.675;-0.7983195;2.5;;
3.676;-0.7983195;2.5;;
3.696;-0.8566597;2.5;;
