smallCube3Timestamp;smallCube3XPos;smallCube3YPos;smallCube3newCorr;smallCube3smoothCorr
0;;;0;0
0.1945332;;;0;0
0.4958591;;;0;0
0.797686;;;0;0
1.0990116;;;0;0
1.4008391;;;0;0
1.702667;;;0;0
2.0039924;;;0;0
2.223;2.218454;1;;
2.24;2.173037;1;;
2.241;2.173037;1;;
2.262;2.129089;1;;
2.263;2.129089;1;;
2.284;2.084502;1;;
2.284;2.084502;1;;
2.285;2.084502;1;;
2.305;2.062017;1;;
2.30582;;;-0.379329934947726;-0.0948324837369315
2.305;2.062017;1;;
2.306;2.044228;1;;
2.314;2.040187;1;;
2.315;2.040062;1;;
2.328;2.017006;1;;
2.328;1.991828;1;;
2.329;1.991828;1;;
2.33;1.991828;1;;
2.349;1.972215;1;;
2.35;1.972022;1;;
2.351;1.95596;1;;
2.351;1.95342;1;;
2.37;1.927889;1;;
2.37;1.927721;1;;
2.392;1.883653;1;;
2.392;1.883374;1;;
2.393;1.8832;1;;
2.394;1.883146;1;;
2.394;1.883146;1;;
2.395;1.866335;1;;
2.413;1.839151;1;;
2.414;1.83877;1;;
2.415;1.83877;1;;
2.438;1.794312;1;;
2.439;1.793929;1;;
2.44;1.771694;1;;
2.441;1.771694;1;;
2.46;1.74912;1;;
2.46;1.74912;1;;
2.461;1.74912;1;;
2.462;1.74912;1;;
2.481;1.704936;1;;
2.482;1.704536;1;;
2.483;1.704411;1;;
2.483;1.704401;1;;
2.503;1.660048;1;;
2.503;1.659874;1;;
2.504;1.659481;1;;
2.504;1.659481;1;;
2.505;1.659481;1;;
2.524;1.61523;1;;
2.524;1.61523;1;;
2.525;1.61523;1;;
2.545;1.570604;1;;
2.546;1.570182;1;;
2.546;1.570037;1;;
2.568;1.524345;1;;
2.568;1.524345;1;;
2.569;1.524345;1;;
2.569;1.524345;1;;
2.592;1.481054;1;;
2.593;1.480661;1;;
2.594;1.480605;1;;
2.595;1.480589;1;;
2.6071459;;;0.495575342128301;0.0290613517951437
2.503;1.660048;1;;
2.503;1.659874;1;;
2.504;1.659481;1;;
2.504;1.659481;1;;
2.505;1.659481;1;;
2.524;1.61523;1;;
2.524;1.61523;1;;
2.525;1.61523;1;;
2.545;1.570604;1;;
2.546;1.570182;1;;
2.546;1.570037;1;;
2.568;1.524345;1;;
2.568;1.524345;1;;
2.569;1.524345;1;;
2.569;1.524345;1;;
2.592;1.481054;1;;
2.593;1.480661;1;;
2.594;1.480605;1;;
2.595;1.480589;1;;
2.615;1.436203;1;;
2.615;1.436203;1;;
2.616;1.436203;1;;
2.616;1.436203;1;;
2.635;1.392235;1;;
2.636;1.391785;1;;
2.636;1.391709;1;;
2.637;1.391675;1;;
2.638;1.39167;1;;
2.657;1.347522;1;;
2.658;1.347126;1;;
2.658;1.34694;1;;
2.678;1.302109;1;;
2.679;1.302109;1;;
2.68;1.302109;1;;
2.681;1.302109;1;;
2.701;1.258367;1;;
2.701;1.258155;1;;
2.702;1.257905;1;;
2.703;1.257836;1;;
2.722;1.213798;1;;
2.723;1.213224;1;;
2.724;1.213224;1;;
2.724;1.213224;1;;
2.744;1.169305;1;;
2.745;1.168884;1;;
2.745;1.168813;1;;
2.746;1.168759;1;;
2.766;1.124169;1;;
2.766;1.123847;1;;
2.767;1.123643;1;;
2.794;1.079191;1;;
2.795;1.078778;1;;
2.9084718;;;0.490257928161734;0.151625833835577
2.917;0.8334657;1;;
2.919;0.8334657;1;;
2.939;0.7890577;1;;
2.939;0.7887486;1;;
2.94;0.7884961;1;;
2.941;0.7884961;1;;
2.96;0.7447501;1;;
2.961;0.7441688;1;;
