large (2)Cube2Timestamp;large (2)Cube2XPos;large (2)Cube2YPos;large (2)Cube2newCorr;large (2)Cube2smoothCorr
0;;;0;0
0.1960213;;;0;0
0.496319;;;0;0
0.7976198;;;0;0
1.0994229;;;0;0
1.4012244;;;0;0
1.7025252;;;0;0
2.0038257;;;0;0
2.153;2.597764;-2.5;;
2.173;2.541807;-2.5;;
2.174;2.54132;-2.5;;
2.174;2.541089;-2.5;;
2.195;2.489985;-2.5;;
2.196;2.489985;-2.5;;
2.196;2.489985;-2.5;;
2.197;2.489985;-2.5;;
2.218;2.436985;-2.5;;
2.218;2.436749;-2.5;;
2.219;2.436414;-2.5;;
2.24;2.383168;-2.5;;
2.24;2.382879;-2.5;;
2.241;2.382523;-2.5;;
2.242;2.382523;-2.5;;
2.242;2.382523;-2.5;;
2.262;2.330058;-2.5;;
2.263;2.329557;-2.5;;
2.263;2.329472;-2.5;;
2.284;2.27648;-2.5;;
2.284;2.276121;-2.5;;
2.285;2.275887;-2.5;;
2.286;2.275853;-2.5;;
2.287;2.275842;-2.5;;
2.30613;;;-0.237092682182502;-0.0592731705456255
2.306;2.221713;-2.5;;
2.307;2.222386;-2.5;;
2.307;2.221979;-2.5;;
2.327;2.195144;-2.5;;
2.328;2.177674;-2.5;;
2.33;2.169585;-2.5;;
2.33;2.168918;-2.5;;
2.352;2.115552;-2.5;;
2.352;2.115548;-2.5;;
2.353;2.11493;-2.5;;
2.354;2.11493;-2.5;;
2.373;2.063429;-2.5;;
2.374;2.062539;-2.5;;
2.375;2.061342;-2.5;;
2.376;2.061342;-2.5;;
2.401;2.008364;-2.5;;
2.402;2.007697;-2.5;;
2.403;2.007386;-2.5;;
2.404;2.007337;-2.5;;
2.404;2.007318;-2.5;;
2.418;1.953616;-2.5;;
2.419;1.953616;-2.5;;
2.419;1.953616;-2.5;;
2.44;1.902079;-2.5;;
2.441;1.901153;-2.5;;
2.442;1.900447;-2.5;;
2.443;1.900269;-2.5;;
2.463;1.847802;-2.5;;
2.464;1.847099;-2.5;;
2.464;1.846749;-2.5;;
2.465;1.846526;-2.5;;
2.466;1.846456;-2.5;;
2.486;1.792683;-2.5;;
2.487;1.792683;-2.5;;
2.487;1.792683;-2.5;;
2.508;1.73951;-2.5;;
2.508;1.739112;-2.5;;
2.509;1.738909;-2.5;;
2.51;1.738873;-2.5;;
2.53;1.686236;-2.5;;
2.531;1.685711;-2.5;;
2.531;1.685622;-2.5;;
2.553;1.632354;-2.5;;
2.554;1.631932;-2.5;;
2.554;1.631735;-2.5;;
2.555;1.631735;-2.5;;
2.575;1.580219;-2.5;;
2.577;1.578907;-2.5;;
2.578;1.578405;-2.5;;
2.579;1.578324;-2.5;;
2.599;1.524978;-2.5;;
2.6;1.524497;-2.5;;
2.6;1.524315;-2.5;;
2.601;1.524315;-2.5;;
2.6074305;;;-0.276749916810809;-0.128460649748328
2.599;1.524978;-2.5;;
2.6;1.524497;-2.5;;
2.6;1.524315;-2.5;;
2.601;1.524315;-2.5;;
2.621;1.471744;-2.5;;
2.622;1.471248;-2.5;;
2.622;1.471168;-2.5;;
2.623;1.471099;-2.5;;
2.623;1.471075;-2.5;;
2.643;1.417281;-2.5;;
2.644;1.417281;-2.5;;
2.644;1.417281;-2.5;;
2.665;1.36447;-2.5;;
2.666;1.363947;-2.5;;
2.667;1.363865;-2.5;;
2.669;1.363851;-2.5;;
2.688;1.311317;-2.5;;
2.688;1.311;-2.5;;
2.689;1.310071;-2.5;;
2.69;1.309941;-2.5;;
2.691;1.309905;-2.5;;
2.711;1.256612;-2.5;;
2.712;1.256612;-2.5;;
2.712;1.256612;-2.5;;
2.733;1.20202;-2.5;;
2.734;1.201223;-2.5;;
2.735;1.200805;-2.5;;
2.737;1.200716;-2.5;;
2.737;1.200702;-2.5;;
2.755;1.148507;-2.5;;
2.756;1.148507;-2.5;;
2.762;1.148507;-2.5;;
2.777;1.09674;-2.5;;
2.778;1.095627;-2.5;;
2.779;1.094996;-2.5;;
2.78;1.094996;-2.5;;
2.799;1.042031;-2.5;;
2.8;1.041524;-2.5;;
2.801;1.041388;-2.5;;
2.801;1.041367;-2.5;;
2.802;1.041347;-2.5;;
2.821;0.988479;-2.5;;
2.822;0.9879492;-2.5;;
2.823;0.9878163;-2.5;;
2.843;0.9354855;-2.5;;
2.844;0.9344814;-2.5;;
2.845;0.9336975;-2.5;;
2.846;0.9335831;-2.5;;
2.847;0.9335562;-2.5;;
2.866;0.8807546;-2.5;;
2.867;0.8800536;-2.5;;
2.868;0.8800536;-2.5;;
2.888;0.828936;-2.5;;
2.888;0.8282371;-2.5;;
2.89;0.827148;-2.5;;
2.9097338;;;0.491145045914224;-0.00567438826977167
2.91;0.7739483;-2.5;;
2.911;0.7732977;-2.5;;
2.912;0.7732977;-2.5;;
2.912;0.7732977;-2.5;;
2.931;0.7463096;-2.5;;
2.932;0.7242187;-2.5;;
2.933;0.7199352;-2.5;;
2.954;0.6659997;-2.5;;
2.955;0.6654771;-2.5;;
2.956;0.6653804;-2.5;;
2.957;0.6653649;-2.5;;
2.957;0.665363;-2.5;;
2.977;0.6147535;-2.5;;
2.978;0.6135675;-2.5;;
2.98;0.6124374;-2.5;;
2.98;0.6123685;-2.5;;
2.999;0.5590846;-2.5;;
3;0.5585076;-2.5;;
3.001;0.5584197;-2.5;;
3.001;0.5584053;-2.5;;
3.021;0.5057186;-2.5;;
3.022;0.5051737;-2.5;;
3.024;0.5050672;-2.5;;
3.024;0.5050672;-2.5;;
3.044;0.4526392;-2.5;;
3.045;0.4521287;-2.5;;
3.046;0.4519769;-2.5;;
3.047;0.4519769;-2.5;;
3.065;0.4243776;-2.5;;
3.066;0.4059338;-2.5;;
3.068;0.3978902;-2.5;;
3.068;0.3978902;-2.5;;
3.088;0.3462781;-2.5;;
3.088;0.3455414;-2.5;;
3.09;0.3444691;-2.5;;
3.09;0.3443801;-2.5;;
3.11;0.2930952;-2.5;;
3.111;0.2916775;-2.5;;
3.133;0.2394599;-2.5;;
3.135;0.2373894;-2.5;;
3.135;0.2373081;-2.5;;
3.141;0.2370709;-2.5;;
3.142;0.237064;-2.5;;
3.156;0.1833159;-2.5;;
3.158;0.1823631;-2.5;;
3.158;0.1823631;-2.5;;
3.179;0.1310605;-2.5;;
3.181;0.1299581;-2.5;;
3.201;0.07636568;-2.5;;
3.203;0.07570233;-2.5;;
3.2125389;;;0.44709102000076;0.106098366730418
3.201;0.07636568;-2.5;;
3.203;0.07570233;-2.5;;
3.224;0.02001931;-2.5;;
3.225;0.01950582;-2.5;;
3.246;-0.02966062;-2.5;;
3.247;-0.03032566;-2.5;;
3.248;-0.03085543;-2.5;;
3.249;-0.03085543;-2.5;;
3.269;-0.08294708;-2.5;;
3.269;-0.08367205;-2.5;;
3.271;-0.08476988;-2.5;;
3.272;-0.08488183;-2.5;;
3.29;-0.1374165;-2.5;;
3.291;-0.1380267;-2.5;;
3.292;-0.1381288;-2.5;;
3.293;-0.1381288;-2.5;;
3.313;-0.1912061;-2.5;;
3.314;-0.1916754;-2.5;;
3.314;-0.1917155;-2.5;;
3.315;-0.1918338;-2.5;;
3.335;-0.2449133;-2.5;;
3.336;-0.2454537;-2.5;;
3.337;-0.24554;-2.5;;
3.357;-0.2986026;-2.5;;
3.358;-0.2990958;-2.5;;
3.358;-0.2991714;-2.5;;
3.359;-0.2992602;-2.5;;
3.36;-0.299274;-2.5;;
3.379;-0.325561;-2.5;;
3.38;-0.345998;-2.5;;
3.38;-0.3529887;-2.5;;
3.401;-0.381142;-2.5;;
3.402;-0.3943037;-2.5;;
3.403;-0.4006463;-2.5;;
3.404;-0.4064997;-2.5;;
3.405;-0.4064997;-2.5;;
3.423;-0.4331672;-2.5;;
3.424;-0.4558087;-2.5;;
3.425;-0.460007;-2.5;;
3.446;-0.5135474;-2.5;;
3.447;-0.5135474;-2.5;;
3.448;-0.5135474;-2.5;;
3.448;-0.5135474;-2.5;;
3.468;-0.5410782;-2.5;;
3.469;-0.5614043;-2.5;;
3.47;-0.5655799;-2.5;;
3.47;-0.5662834;-2.5;;
3.471;-0.5665795;-2.5;;
3.491;-0.6198731;-2.5;;
