large (2)Cube2Timestamp;large (2)Cube2XPos;large (2)Cube2YPos;large (2)Cube2newCorr;large (2)Cube2smoothCorr
0;;;0;0
0.3399316;;;0;0
0.6482769;;;0;0
0.9496027;;;0;0
1.2514302;;;0;0
1.5527571;;;0;0
1.8540824;;;0;0
2.1559091;;;0;0
2.189;-1.239342;-2.5;;
2.19;-1.25728;-2.5;;
2.208;-1.288948;-2.5;;
2.209;-1.289382;-2.5;;
2.231;-1.341422;-2.5;;
2.232;-1.342018;-2.5;;
2.252;-1.394466;-2.5;;
2.252;-1.394881;-2.5;;
2.253;-1.395125;-2.5;;
2.273;-1.448501;-2.5;;
2.274;-1.449034;-2.5;;
2.274;-1.449124;-2.5;;
2.295;-1.502024;-2.5;;
2.317;-1.555943;-2.5;;
2.34;-1.609977;-2.5;;
2.361;-1.662695;-2.5;;
2.362;-1.663168;-2.5;;
2.382;-1.689793;-2.5;;
2.383;-1.690068;-2.5;;
2.405;-1.769652;-2.5;;
2.407;-1.770438;-2.5;;
2.425;-1.823596;-2.5;;
2.427;-1.824236;-2.5;;
2.447;-1.877109;-2.5;;
2.448;-1.877662;-2.5;;
2.4572355;;;-0.323509356145605;-0.107836452048535
2.425;-1.823596;-2.5;;
2.427;-1.824236;-2.5;;
2.447;-1.877109;-2.5;;
2.448;-1.877662;-2.5;;
2.47;-1.931054;-2.5;;
2.471;-1.931474;-2.5;;
2.492;-1.98455;-2.5;;
2.494;-1.985095;-2.5;;
2.515;-2.038178;-2.5;;
2.516;-2.038643;-2.5;;
2.536;-2.065216;-2.5;;
2.537;-2.065496;-2.5;;
2.559;-2.144916;-2.5;;
2.561;-2.145699;-2.5;;
2.583;-2.199128;-2.5;;
2.583;-2.199477;-2.5;;
2.603;-2.25264;-2.5;;
2.671;-2.413265;-2.5;;
2.715;-2.520371;-2.5;;
2.7590624;;;0.470007822483556;0.0488328221126504
2.803;-2.709913;-2.5;;
2.848;-2.815449;-2.5;;
2.868;-2.880269;-2.5;;
2.869;-2.880857;-2.5;;
2.889;-2.923335;-2.5;;
2.91;-2.976641;-2.5;;
2.911;-2.977164;-2.5;;
2.932;-2.999734;-2.5;;
2.934;-2.999967;-2.5;;
2.954;-2.946678;-2.5;;
2.955;-2.946125;-2.5;;
2.975;-2.893259;-2.5;;
2.976;-2.892707;-2.5;;
2.977;-2.892624;-2.5;;
2.978;-2.892612;-2.5;;
2.997;-2.839472;-2.5;;
2.998;-2.838914;-2.5;;
3.019;-2.773497;-2.5;;
3.02;-2.772956;-2.5;;
3.021;-2.772849;-2.5;;
3.022;-2.772787;-2.5;;
3.04;-2.733682;-2.5;;
3.041;-2.732466;-2.5;;
3.043;-2.732072;-2.5;;
3.043;-2.732055;-2.5;;
3.0608901;;;0.188621861800064;0.111706776046005
3.04;-2.733682;-2.5;;
3.041;-2.732466;-2.5;;
3.043;-2.732072;-2.5;;
3.043;-2.732055;-2.5;;
3.063;-2.678831;-2.5;;
3.072;-2.678169;-2.5;;
3.073;-2.678154;-2.5;;
3.074;-2.678152;-2.5;;
3.084;-2.614849;-2.5;;
3.085;-2.613561;-2.5;;
3.086;-2.613364;-2.5;;
3.086;-2.613294;-2.5;;
3.107;-2.571592;-2.5;;
3.107;-2.571332;-2.5;;
3.108;-2.571129;-2.5;;
3.109;-2.571099;-2.5;;
3.128;-2.517672;-2.5;;
3.129;-2.517088;-2.5;;
3.13;-2.517004;-2.5;;
3.15;-2.463761;-2.5;;
3.151;-2.463089;-2.5;;
3.152;-2.463089;-2.5;;
3.172;-2.437908;-2.5;;
3.173;-2.415782;-2.5;;
3.174;-2.398205;-2.5;;
3.175;-2.398205;-2.5;;
3.194;-2.382908;-2.5;;
3.195;-2.367353;-2.5;;
3.196;-2.360698;-2.5;;
3.197;-2.355742;-2.5;;
3.216;-2.329922;-2.5;;
3.217;-2.329436;-2.5;;
3.218;-2.309626;-2.5;;
3.24;-2.274907;-2.5;;
3.241;-2.274618;-2.5;;
3.241;-2.265376;-2.5;;
3.242;-2.248171;-2.5;;
3.261;-2.219107;-2.5;;
3.262;-2.199355;-2.5;;
3.263;-2.196304;-2.5;;
3.264;-2.195492;-2.5;;
3.264;-2.195364;-2.5;;
3.282;-2.168269;-2.5;;
3.282;-2.168079;-2.5;;
3.283;-2.167918;-2.5;;
3.303;-2.115191;-2.5;;
3.304;-2.114644;-2.5;;
3.305;-2.114556;-2.5;;
3.326;-2.061691;-2.5;;
3.327;-2.061198;-2.5;;
3.328;-2.061099;-2.5;;
3.329;-2.035679;-2.5;;
3.3622157;;;-0.498100390652701;0.0535097645436394
3.374;-1.928852;-2.5;;
3.375;-1.928135;-2.5;;
3.397;-1.874317;-2.5;;
3.418;-1.847166;-2.5;;
3.419;-1.829836;-2.5;;
3.44;-1.793023;-2.5;;
3.441;-1.772886;-2.5;;
3.462;-1.738218;-2.5;;
3.464;-1.715106;-2.5;;
3.489;-1.6854;-2.5;;
3.491;-1.684625;-2.5;;
3.505;-1.611925;-2.5;;
3.547;-1.524818;-2.5;;
3.548;-1.523934;-2.5;;
3.549;-1.523806;-2.5;;
3.659;-1.254593;-2.5;;
3.659;-1.254593;-2.5;;
3.6645449;;;-0.434403203520668;-0.247960577457768
3.659;-1.254593;-2.5;;
3.659;-1.254593;-2.5;;
3.68;-1.202139;-2.5;;
3.7;-1.149165;-2.5;;
3.722;-1.096278;-2.5;;
3.901;-0.6664127;-2.5;;
3.925;-0.6133806;-2.5;;
3.927;-0.612262;-2.5;;
3.952;-0.586266;-2.5;;
3.953;-0.5860507;-2.5;;
3.954;-0.5860103;-2.5;;
3.956;-0.5860022;-2.5;;
3.9678765;;;0.370832261125562;-0.187223777682602
3.968;-0.4912807;-2.5;;
3.969;-0.4887344;-2.5;;
3.97;-0.4876945;-2.5;;
3.971;-0.4873984;-2.5;;
3.991;-0.4526586;-2.5;;
3.992;-0.4522165;-2.5;;
3.992;-0.4522165;-2.5;;
3.993;-0.4522165;-2.5;;
4.012;-0.3989499;-2.5;;
4.013;-0.3984162;-2.5;;
4.014;-0.3982376;-2.5;;
4.015;-0.3982376;-2.5;;
4.034;-0.3450547;-2.5;;
4.035;-0.3445135;-2.5;;
4.035;-0.3444207;-2.5;;
4.036;-0.3443459;-2.5;;
4.057;-0.2917366;-2.5;;
4.057;-0.2913593;-2.5;;
4.058;-0.2911041;-2.5;;
4.059;-0.2911041;-2.5;;
4.079;-0.2372968;-2.5;;
4.079;-0.2368684;-2.5;;
4.08;-0.2366565;-2.5;;
4.1;-0.2110252;-2.5;;
