large (2)Cube2Timestamp;large (2)Cube2XPos;large (2)Cube2YPos;large (2)Cube2newCorr;large (2)Cube2smoothCorr
0;;;0;0
0.3845274;;;0;0
0.6863334;;;0;0
0.9876381;;;0;0
1.2894438;;;0;0
1.5907485;;;0;0
1.8925547;;;0;0
2.149;0.352153;-2.5;;
2.151;0.3186876;-2.5;;
2.168;0.2819118;-2.5;;
2.169;0.2819118;-2.5;;
2.189;0.2180452;-2.5;;
2.19;0.2180452;-2.5;;
2.191;0.2180452;-2.5;;
2.1943609;;;-0.33540555570409;-0.111801851901363
2.189;0.2180452;-2.5;;
2.19;0.2180452;-2.5;;
2.191;0.2180452;-2.5;;
2.211;0.1516083;-2.5;;
2.211;0.1512837;-2.5;;
2.212;0.1508539;-2.5;;
2.233;0.08417908;-2.5;;
2.233;0.08380667;-2.5;;
2.234;0.08344667;-2.5;;
2.235;0.08337258;-2.5;;
2.254;0.01647851;-2.5;;
2.254;0.01647851;-2.5;;
2.255;0.01647851;-2.5;;
2.255;0.01647851;-2.5;;
2.275;-0.01611051;-2.5;;
2.276;-0.01642681;-2.5;;
2.276;-0.01648117;-2.5;;
2.277;-0.01651288;-2.5;;
2.296;-0.1156233;-2.5;;
2.297;-0.1167082;-2.5;;
2.298;-0.116861;-2.5;;
2.299;-0.1168947;-2.5;;
2.375;-0.351106;-2.5;;
2.376;-0.3516525;-2.5;;
2.377;-0.3517972;-2.5;;
2.378;-0.351851;-2.5;;
2.379;-0.3518734;-2.5;;
2.379;-0.3518761;-2.5;;
2.38;-0.3518814;-2.5;;
2.381;-0.3518823;-2.5;;
2.381;-0.3518824;-2.5;;
2.382;-0.3518826;-2.5;;
2.383;-0.3518827;-2.5;;
2.384;-0.3762726;-2.5;;
2.385;-0.3835708;-2.5;;
2.386;-0.3849055;-2.5;;
2.398;-0.418542;-2.5;;
2.399;-0.4191123;-2.5;;
2.4;-0.4192018;-2.5;;
2.4;-0.4192359;-2.5;;
2.42;-0.4859621;-2.5;;
2.421;-0.4859621;-2.5;;
2.422;-0.4859621;-2.5;;
2.423;-0.4859621;-2.5;;
2.442;-0.5730366;-2.5;;
2.443;-0.5738921;-2.5;;
2.444;-0.5741685;-2.5;;
2.445;-0.5741685;-2.5;;
2.464;-0.6197885;-2.5;;
2.465;-0.6197885;-2.5;;
2.466;-0.6197885;-2.5;;
2.466;-0.6197885;-2.5;;
2.486;-0.6877403;-2.5;;
2.487;-0.6877403;-2.5;;
2.4961671;;;-0.147730257909607;-0.161045271204566
2.486;-0.6877403;-2.5;;
2.487;-0.6877403;-2.5;;
2.508;-0.7535011;-2.5;;
2.508;-0.7540063;-2.5;;
2.509;-0.7542465;-2.5;;
2.51;-0.7542793;-2.5;;
2.511;-0.7542862;-2.5;;
2.511;-0.7542873;-2.5;;
2.53;-0.8211141;-2.5;;
2.531;-0.8218202;-2.5;;
2.552;-0.8871456;-2.5;;
2.553;-0.8877746;-2.5;;
2.554;-0.8878942;-2.5;;
2.574;-0.9544065;-2.5;;
2.575;-0.9550836;-2.5;;
2.576;-0.9552066;-2.5;;
2.577;-0.9552261;-2.5;;
2.577;-0.9552287;-2.5;;
2.578;-0.9552329;-2.5;;
2.6;-1.038794;-2.5;;
2.601;-1.040372;-2.5;;
2.622;-1.087818;-2.5;;
2.649;-1.155923;-2.5;;
2.65;-1.156412;-2.5;;
2.651;-1.156513;-2.5;;
2.665;-1.227067;-2.5;;
2.666;-1.228799;-2.5;;
2.667;-1.229573;-2.5;;
2.688;-1.290287;-2.5;;
2.688;-1.290287;-2.5;;
2.689;-1.290287;-2.5;;
2.689;-1.290287;-2.5;;
2.69;-1.290287;-2.5;;
2.709;-1.356643;-2.5;;
2.71;-1.357324;-2.5;;
2.731;-1.423116;-2.5;;
2.732;-1.423748;-2.5;;
2.733;-1.42387;-2.5;;
2.734;-1.42389;-2.5;;
2.735;-1.4239;-2.5;;
2.735;-1.4239;-2.5;;
2.756;-1.509197;-2.5;;
2.757;-1.509197;-2.5;;
2.777;-1.5582;-2.5;;
2.7979736;;;-0.399491556527424;-0.294209123380374
2.8;-1.625501;-2.5;;
2.823;-1.690579;-2.5;;
2.846;-1.758856;-2.5;;
2.847;-1.760592;-2.5;;
2.848;-1.760987;-2.5;;
2.848;-1.761055;-2.5;;
2.867;-1.829164;-2.5;;
2.869;-1.830068;-2.5;;
2.889;-1.894585;-2.5;;
2.912;-1.980388;-2.5;;
2.913;-1.980388;-2.5;;
2.914;-1.980388;-2.5;;
2.914;-1.980388;-2.5;;
2.934;-2.029512;-2.5;;
2.935;-2.029512;-2.5;;
2.936;-2.029512;-2.5;;
2.956;-2.09448;-2.5;;
2.957;-2.095062;-2.5;;
2.957;-2.095146;-2.5;;
2.958;-2.095288;-2.5;;
2.979;-2.161102;-2.5;;
3;-2.227952;-2.5;;
3.001;-2.229283;-2.5;;
3.002;-2.229503;-2.5;;
3.025;-2.296827;-2.5;;
3.047;-2.362889;-2.5;;
3.07;-2.447223;-2.5;;
3.081;-2.464979;-2.5;;
3.082;-2.465689;-2.5;;
3.092;-2.508359;-2.5;;
3.094;-2.509324;-2.5;;
3.0992783;;;0.447578882269283;-0.0332143107225826
3.082;-2.465689;-2.5;;
3.092;-2.508359;-2.5;;
3.094;-2.509324;-2.5;;
3.113;-2.563113;-2.5;;
3.114;-2.563686;-2.5;;
3.137;-2.630118;-2.5;;
3.138;-2.63131;-2.5;;
3.158;-2.697165;-2.5;;
3.18;-2.764868;-2.5;;
3.181;-2.765504;-2.5;;
3.183;-2.765615;-2.5;;
3.203;-2.832099;-2.5;;
3.223;-2.918094;-2.5;;
3.225;-2.919028;-2.5;;
3.225;-2.919102;-2.5;;
3.248;-2.966883;-2.5;;
3.248;-2.967212;-2.5;;
3.271;-2.999646;-2.5;;
3.272;-3;-2.5;;
3.272;-3;-2.5;;
3.273;-3;-2.5;;
3.273;-3;-2.5;;
3.293;-2.935061;-2.5;;
3.294;-2.934491;-2.5;;
3.295;-2.934311;-2.5;;
3.295;-2.934297;-2.5;;
3.315;-2.868121;-2.5;;
3.316;-2.86693;-2.5;;
3.317;-2.866491;-2.5;;
3.318;-2.866491;-2.5;;
3.338;-2.800399;-2.5;;
3.339;-2.799786;-2.5;;
3.34;-2.799556;-2.5;;
3.36;-2.732688;-2.5;;
3.361;-2.732688;-2.5;;
3.381;-2.649323;-2.5;;
3.401084;;;-0.0181317878520766;0.00998517929659414
3.404;-2.599902;-2.5;;
3.404;-2.59973;-2.5;;
3.405;-2.59895;-2.5;;
3.406;-2.598838;-2.5;;
3.407;-2.598805;-2.5;;
3.407;-2.598805;-2.5;;
3.425;-2.531075;-2.5;;
3.426;-2.530292;-2.5;;
3.447;-2.465018;-2.5;;
3.448;-2.464367;-2.5;;
3.45;-2.464281;-2.5;;
3.451;-2.464266;-2.5;;
3.452;-2.464258;-2.5;;
3.472;-2.398874;-2.5;;
3.473;-2.398306;-2.5;;
3.474;-2.398122;-2.5;;
3.474;-2.398035;-2.5;;
3.504;-2.331286;-2.5;;
3.516;-2.255373;-2.5;;
3.517;-2.254088;-2.5;;
3.519;-2.253844;-2.5;;
3.519;-2.25383;-2.5;;
3.539;-2.176775;-2.5;;
3.54;-2.176132;-2.5;;
3.54;-2.175971;-2.5;;
3.561;-2.129915;-2.5;;
