small (1)Cube1Timestamp;small (1)Cube1XPos;small (1)Cube1YPos;small (1)Cube1newCorr;small (1)Cube1smoothCorr
0;;;0;0
0.4336498;;;0;0
0.7449757;;;0;0
1.0552978;;;0;0
1.3571856;;;0;0
1.6584844;;;0;0
1.9602845;;;0;0
2.232;2.820914;0;;
2.251;2.776704;0;;
2.253;2.775824;0;;
2.2620849;;;-0.499921765405828;-0.166640588468609
2.251;2.776704;0;;
2.253;2.775824;0;;
2.274;2.754203;0;;
2.275;2.753989;0;;
2.276;2.736767;0;;
2.277;2.732914;0;;
2.297;2.687596;0;;
2.298;2.687026;0;;
2.299;2.687026;0;;
2.319;2.664888;0;;
2.32;2.664672;0;;
2.321;2.664628;0;;
2.322;2.664619;0;;
2.323;2.664618;0;;
2.342;2.598148;0;;
2.343;2.597531;0;;
2.343;2.597485;0;;
2.344;2.597295;0;;
2.364;2.552486;0;;
2.365;2.551927;0;;
2.366;2.551927;0;;
2.367;2.551927;0;;
2.386;2.508794;0;;
2.387;2.507877;0;;
2.388;2.507715;0;;
2.389;2.50768;0;;
2.408;2.463375;0;;
2.409;2.463375;0;;
2.41;2.463375;0;;
2.41;2.463375;0;;
2.43;2.441192;0;;
2.431;2.441192;0;;
2.431;2.441192;0;;
2.432;2.441192;0;;
2.451;2.418728;0;;
2.452;2.418482;0;;
2.453;2.418444;0;;
2.475;2.320655;0;;
2.475;2.319967;0;;
2.476;2.319603;0;;
2.477;2.319552;0;;
2.497;2.28353;0;;
2.498;2.28318;0;;
2.498;2.28312;0;;
2.499;2.283095;0;;
2.499;2.283091;0;;
2.519;2.240842;0;;
2.52;2.240476;0;;
2.521;2.240356;0;;
2.543;2.196041;0;;
2.543;2.195916;0;;
2.544;2.1956;0;;
2.545;2.195549;0;;
2.545;2.195527;0;;
2.563384;;;0.457027958481826;-0.014297935641334
2.543;2.196041;0;;
2.543;2.195916;0;;
2.544;2.1956;0;;
2.545;2.195549;0;;
2.545;2.195527;0;;
2.564;2.150879;0;;
2.565;2.151428;0;;
2.573;2.150896;0;;
2.574;2.150884;0;;
2.586;2.096278;0;;
2.587;2.095156;0;;
2.588;2.095156;0;;
2.608;2.063815;0;;
2.609;2.063517;0;;
2.609;2.063467;0;;
2.61;2.06343;0;;
2.611;2.063418;0;;
2.631;2.040984;0;;
2.631;2.040984;0;;
2.632;2.040984;0;;
2.652;1.974868;0;;
2.653;1.97418;0;;
2.654;1.974055;0;;
2.655;1.974055;0;;
2.656;1.974055;0;;
2.675;1.926844;0;;
2.675;1.926844;0;;
2.676;1.926844;0;;
2.676;1.926844;0;;
2.697;1.885;0;;
2.698;1.884582;0;;
2.699;1.884526;0;;
2.72;1.840273;0;;
2.721;1.839911;0;;
2.722;1.839798;0;;
2.722;1.839789;0;;
2.742;1.795276;0;;
2.743;1.795276;0;;
2.744;1.795276;0;;
2.766;1.749974;0;;
2.767;1.749974;0;;
2.788;1.728059;0;;
2.789;1.727861;0;;
2.789;1.727794;0;;
2.791;1.727794;0;;
2.814;1.660335;0;;
2.815;1.660335;0;;
2.835;1.615983;0;;
2.836;1.615983;0;;
2.8531527;;;-0.31943202371889;-0.090581457660723
2.856;1.571408;0;;
2.857;1.571408;0;;
2.884;1.526922;0;;
2.885;1.526922;0;;
2.899;1.481648;0;;
2.9;1.481648;0;;
2.921;1.437337;0;;
2.922;1.437337;0;;
2.943;1.414972;0;;
2.944;1.414972;0;;
2.965;1.348201;0;;
2.966;1.348201;0;;
2.988;1.30324;0;;
2.989;1.30324;0;;
3.01;1.281242;0;;
3.011;1.258696;0;;
3.031;1.234558;0;;
3.033;1.213977;0;;
3.052;1.191546;0;;
3.053;1.191546;0;;
3.054;1.191546;0;;
3.073;1.147602;0;;
3.073;1.147219;0;;
3.074;1.147062;0;;
3.074;1.147035;0;;
3.094;1.103098;0;;
3.095;1.102722;0;;
3.095;1.102696;0;;
3.116;1.048703;0;;
3.116;1.048046;0;;
3.117;1.048046;0;;
3.118;1.048046;0;;
3.137;1.013408;0;;
3.138;1.012955;0;;
3.139;1.012955;0;;
3.1549528;;;0.164451157802814;-0.0494686682100194
3.16;0.9681709;0;;
3.16;0.9681709;0;;
3.161;0.9681709;0;;
3.161;0.9681709;0;;
3.182;0.9237649;0;;
3.182;0.9237649;0;;
3.183;0.9237649;0;;
3.183;0.9237649;0;;
3.21;0.8792837;0;;
3.211;0.8602664;0;;
3.224;0.8344616;0;;
3.224;0.834157;0;;
3.225;0.8339597;0;;
3.226;0.8339597;0;;
3.226;0.8339597;0;;
3.246;0.7896069;0;;
3.246;0.7896069;0;;
3.247;0.7896069;0;;
3.267;0.7366368;0;;
3.268;0.7361942;0;;
3.269;0.7360463;0;;
3.269;0.7360448;0;;
3.27;0.735987;0;;
3.289;0.7002676;0;;
3.29;0.699798;0;;
3.291;0.699798;0;;
3.311;0.6779675;0;;
3.312;0.6558305;0;;
3.333;0.633069;0;;
3.334;0.6109693;0;;
3.353;0.5888361;0;;
3.354;0.5885965;0;;
3.355;0.5885559;0;;
3.375;0.5436333;0;;
3.376;0.5436333;0;;
3.376;0.5436333;0;;
3.376;0.5436333;0;;
3.396;0.4997556;0;;
3.396;0.4994353;0;;
3.397;0.4992013;0;;
3.418;0.4543124;0;;
3.418;0.4543124;0;;
3.419;0.4543124;0;;
3.42;0.4543124;0;;
3.44;0.410051;0;;
