smallCube3Timestamp;smallCube3XPos;smallCube3YPos;smallCube3newCorr;smallCube3smoothCorr
0;;;0;0
0.3434411;;;0;0
0.6537923;;;0;0
0.9551177;;;0;0
1.2569453;;;0;0
1.5587723;;;0;0
1.8600979;;;0;0
2.133;-0.1946324;1;;
2.152;-0.2395248;1;;
2.1614243;;;-0.5;-0.166666666666667
2.173;-0.2838838;1;;
2.174;-0.2838838;1;;
2.198;-0.329373;1;;
2.199;-0.329373;1;;
2.218;-0.3734259;1;;
2.219;-0.3734259;1;;
2.22;-0.3734259;1;;
2.24;-0.4181255;1;;
2.241;-0.4185544;1;;
2.242;-0.4186486;1;;
2.261;-0.4400671;1;;
2.262;-0.4560935;1;;
2.263;-0.4618049;1;;
2.264;-0.4626447;1;;
2.284;-0.4845021;1;;
2.286;-0.5072871;1;;
2.287;-0.5072871;1;;
2.306;-0.5302787;1;;
2.307;-0.5304945;1;;
2.308;-0.545719;1;;
2.309;-0.5503488;1;;
2.328;-0.5743758;1;;
2.328;-0.5744868;1;;
2.329;-0.5746608;1;;
2.33;-0.5966089;1;;
2.349;-0.6189562;1;;
2.359;-0.6410629;1;;
2.372;-0.6776126;1;;
2.373;-0.6782119;1;;
2.394;-0.7089023;1;;
2.396;-0.7089023;1;;
2.415;-0.7527323;1;;
2.416;-0.7533149;1;;
2.436;-0.7970061;1;;
2.458;-0.8419002;1;;
2.4632514;;;-0.35258998538955;-0.284196661796517
2.458;-0.8419002;1;;
2.481;-0.8866801;1;;
2.481;-0.8867626;1;;
2.482;-0.8870978;1;;
2.502;-0.9315527;1;;
2.525;-0.9764133;1;;
2.526;-0.9767743;1;;
2.546;-1.021448;1;;
2.548;-1.021932;1;;
2.569;-1.06524;1;;
2.57;-1.066297;1;;
2.59;-1.110228;1;;
2.592;-1.110705;1;;
2.612;-1.155714;1;;
2.613;-1.156281;1;;
2.634;-1.200514;1;;
2.635;-1.200955;1;;
2.656;-1.244027;1;;
2.657;-1.244863;1;;
2.677;-1.28904;1;;
2.678;-1.289592;1;;
2.699;-1.333985;1;;
2.7;-1.334311;1;;
2.722;-1.379453;1;;
2.723;-1.379885;1;;
2.744;-1.42245;1;;
2.745;-1.422968;1;;
2.746;-1.423343;1;;
2.7650786;;;-0.458646833584121;-0.437078939657891
2.766;-1.467659;1;;
2.767;-1.468219;1;;
2.789;-1.512763;1;;
2.81;-1.556979;1;;
2.821;-1.557454;1;;
2.832;-1.605201;1;;
2.834;-1.608102;1;;
2.855;-1.652438;1;;
2.856;-1.652965;1;;
2.876;-1.668995;1;;
2.878;-1.688287;1;;
2.898;-1.713743;1;;
2.9;-1.733503;1;;
2.92;-1.758471;1;;
2.921;-1.758709;1;;
2.941;-1.80367;1;;
2.942;-1.80367;1;;
2.962;-1.847046;1;;
2.983;-1.891783;1;;
2.984;-1.892228;1;;
2.985;-1.892289;1;;
2.986;-1.892305;1;;
3.006;-1.93681;1;;
3.026;-1.981059;1;;
3.027;-1.981613;1;;
3.048;-2.026981;1;;
3.049;-2.027371;1;;
3.0664045;;;0.478059461352881;-0.11105911920693
3.049;-2.027371;1;;
3.069;-2.070858;1;;
3.07;-2.071314;1;;
3.09;-2.115594;1;;
3.091;-2.116143;1;;
3.111;-2.160429;1;;
3.113;-2.16091;1;;
3.133;-2.182655;1;;
3.134;-2.201935;1;;
3.155;-2.227549;1;;
3.177;-2.272301;1;;
3.178;-2.291526;1;;
3.199;-2.31734;1;;
3.2;-2.31734;1;;
3.22;-2.362535;1;;
3.221;-2.362535;1;;
3.241;-2.406788;1;;
3.262;-2.450928;1;;
3.263;-2.451312;1;;
3.283;-2.495311;1;;
3.292;-2.517922;1;;
3.304;-2.543809;1;;
3.306;-2.544272;1;;
3.326;-2.585266;1;;
3.327;-2.585667;1;;
3.347;-2.629886;1;;
3.348;-2.630314;1;;
3.3687337;;;0.491614462022812;0.170342363263857
3.369;-2.674608;1;;
3.37;-2.67505;1;;
3.391;-2.719173;1;;
3.392;-2.719608;1;;
3.414;-2.763716;1;;
3.415;-2.764078;1;;
3.436;-2.808589;1;;
3.437;-2.809033;1;;
3.457;-2.831443;1;;
3.459;-2.854383;1;;
3.479;-2.876164;1;;
3.481;-2.896078;1;;
3.502;-2.920526;1;;
3.504;-2.94283;1;;
3.523;-2.965235;1;;
3.545;-3.010399;1;;
3.545;-3.010399;1;;
3.546;-3.010399;1;;
3.587;-2.933083;1;;
3.587;-2.932606;1;;
3.608;-2.888756;1;;
3.609;-2.887894;1;;
3.63;-2.843611;1;;
3.631;-2.843178;1;;
3.652;-2.799021;1;;
3.652;-2.798749;1;;
3.6700593;;;0.117203822120241;0.362292581831978
3.673;-2.754083;1;;
3.675;-2.753545;1;;
3.695;-2.70907;1;;
3.695;-2.70907;1;;
3.715;-2.66445;1;;
3.717;-2.663965;1;;
3.738;-2.620363;1;;
3.748;-2.619881;1;;
3.76;-2.574467;1;;
3.761;-2.573523;1;;
3.782;-2.531162;1;;
3.784;-2.530281;1;;
3.804;-2.487394;1;;
3.827;-2.441281;1;;
3.828;-2.440783;1;;
3.829;-2.440783;1;;
3.849;-2.396667;1;;
3.85;-2.396667;1;;
3.851;-2.396667;1;;
3.851;-2.396667;1;;
3.871;-2.351864;1;;
3.872;-2.351398;1;;
3.873;-2.351331;1;;
3.874;-2.351312;1;;
3.875;-2.351312;1;;
3.893;-2.329981;1;;
3.894;-2.316828;1;;
3.894;-2.314308;1;;
3.895;-2.307017;1;;
3.916;-2.284311;1;;
3.917;-2.266402;1;;
3.937;-2.239659;1;;
3.938;-2.239425;1;;
3.939;-2.224323;1;;
3.939;-2.223234;1;;
3.959;-2.19549;1;;
3.96;-2.178854;1;;
3.961;-2.174357;1;;
3.962;-2.173002;1;;
3.9718865;;;-0.453868545484847;0.0516499128860687
3.959;-2.19549;1;;
3.96;-2.178854;1;;
