horizontalCube1Timestamp;horizontalCube1XPos;horizontalCube1YPos;horizontalCube1newCorr;horizontalCube1smoothCorr
0;;;0;0
0.3694868;;;0;0
0.671293;;;0;0
0.9730987;;;0;0
1.2744037;;;0;0
1.5757081;;;0;0
1.8780159;;;0;0
2.161;-2;1.704249;;
2.1793203;;;0;0
2.181;-2;1.659627;;
2.202;-2;1.614777;;
2.203;-2;1.614342;;
2.205;-2;1.614258;;
2.225;-2;1.57025;;
2.253;-2;1.51197;;
2.426;-2;1.190223;;
2.472;-2;1.077823;;
2.4811265;;;0.431806683841034;0.143935561280345
2.472;-2;1.077823;;
2.494;-2;1.03351;;
2.495;-2;1.03351;;
2.496;-2;1.03351;;
2.516;-2;0.9889889;;
2.517;-2;0.9889889;;
2.539;-2;0.9440811;;
2.54;-2;0.9440811;;
2.561;-2;0.899874;;
2.562;-2;0.899874;;
2.582;-2;0.8769541;;
2.584;-2;0.8769541;;
2.607;-2;0.8101857;;
2.616;-2;0.8101857;;
2.617;-2;0.7858463;;
2.63;-2;0.7656407;;
2.652;-2;0.7204764;;
2.653;-2;0.7204764;;
2.676;-2;0.6763209;;
2.698;-2;0.6316304;;
2.719;-2;0.5871508;;
2.721;-2;0.5871508;;
2.74;-2;0.5643514;;
2.741;-2;0.5641085;;
2.742;-2;0.5640624;;
2.762;-2;0.4985416;;
2.763;-2;0.4978738;;
2.764;-2;0.4977257;;
2.7824312;;;0.0373098623806043;0.156372182073879
2.784;-2;0.4528445;;
2.785;-2;0.4528445;;
2.806;-2;0.408276;;
2.807;-2;0.408276;;
2.808;-2;0.408276;;
2.809;-2;0.408276;;
2.831;-2;0.3633198;;
2.832;-2;0.3628031;;
2.832;-2;0.3628031;;
2.833;-2;0.3628031;;
2.833;-2;0.3628031;;
2.853;-2;0.3191228;;
2.876;-2;0.2744945;;
2.876;-2;0.2744945;;
2.877;-2;0.2744945;;
2.898;-2;0.2517188;;
2.898;-2;0.2515387;;
2.9;-2;0.2514469;;
2.901;-2;0.2178184;;
2.941;-2;0.1405614;;
2.949;-2;0.1400937;;
2.95;-2;0.1400812;;
2.964;-2;0.09648415;;
2.965;-2;0.09568466;;
2.965;-2;0.09568466;;
2.986;-2;0.05134497;;
2.987;-2;0.05095563;;
2.988;-2;0.05084408;;
3.008;-2;0.006676596;;
3.008;-2;0.006379075;;
3.009;-2;0.006159719;;
3.031;-2;-0.03804622;;
3.032;-2;-0.03843748;;
3.033;-2;-0.03855314;;
3.034;-2;-0.03855314;;
3.054;-2;-0.0607924;;
3.055;-2;-0.0607924;;
3.055;-2;-0.07269897;;
3.057;-2;-0.09195423;;
3.077;-2;-0.1274542;;
3.078;-2;-0.1278085;;
3.0837362;;;-0.378191224027315;0.030308440731441
3.077;-2;-0.1274542;;
3.078;-2;-0.1278085;;
3.099;-2;-0.1719479;;
3.099;-2;-0.1720004;;
3.1;-2;-0.1723916;;
3.121;-2;-0.2165123;;
3.122;-2;-0.2169387;;
3.123;-2;-0.2170076;;
3.123;-2;-0.217037;;
3.143;-2;-0.2617086;;
3.144;-2;-0.2617086;;
3.144;-2;-0.2617086;;
3.164;-2;-0.306035;;
3.165;-2;-0.30649;;
3.166;-2;-0.3065598;;
3.166;-2;-0.306571;;
3.167;-2;-0.3065823;;
3.186;-2;-0.3503571;;
3.187;-2;-0.3509267;;
3.188;-2;-0.3509267;;
3.208;-2;-0.3734624;;
3.209;-2;-0.3736753;;
3.21;-2;-0.3737403;;
3.211;-2;-0.3737403;;
3.23;-2;-0.4395829;;
3.231;-2;-0.4402632;;
3.232;-2;-0.4404141;;
3.232;-2;-0.4404401;;
3.253;-2;-0.4844012;;
3.254;-2;-0.484817;;
3.258;-2;-0.4848774;;
3.259;-2;-0.4848903;;
3.277;-2;-0.52951;;
3.278;-2;-0.5300074;;
3.279;-2;-0.5301068;;
3.28;-2;-0.5301234;;
3.28;-2;-0.5301237;;
3.3;-2;-0.5737553;;
3.301;-2;-0.5741329;;
3.302;-2;-0.5742491;;
3.323;-2;-0.6190587;;
3.324;-2;-0.6194937;;
3.325;-2;-0.6195628;;
3.325;-2;-0.6195722;;
3.326;-2;-0.6195903;;
3.345;-2;-0.6634955;;
3.345;-2;-0.6634955;;
3.346;-2;-0.6634955;;
3.366;-2;-0.6862706;;
3.367;-2;-0.6865055;;
3.368;-2;-0.686541;;
3.368;-2;-0.6865469;;
3.3855421;;;0.464614050812387;0.0412442297218922
3.389;-2;-0.7531757;;
3.39;-2;-0.7531757;;
3.391;-2;-0.7531757;;
3.392;-2;-0.7531757;;
3.411;-2;-0.7971624;;
3.412;-2;-0.7976036;;
3.413;-2;-0.797703;;
3.413;-2;-0.7977201;;
3.433;-2;-0.8419444;;
3.433;-2;-0.842293;;
3.434;-2;-0.8424699;;
3.435;-2;-0.8424945;;
3.455;-2;-0.8862077;;
3.456;-2;-0.8866443;;
3.477;-2;-0.931254;;
3.478;-2;-0.9316821;;
3.498;-2;-0.9762297;;
3.499;-2;-0.9766819;;
3.5;-2;-0.9767854;;
3.5;-2;-0.9767854;;
3.52;-2;-1.000085;;
3.521;-2;-1.000085;;
3.522;-2;-1.000085;;
3.522;-2;-1.000085;;
3.542;-2;-1.042986;;
3.543;-2;-1.062268;;
3.565;-2;-1.110082;;
3.574;-2;-1.110592;;
3.575;-2;-1.110607;;
3.587;-2;-1.153591;;
3.588;-2;-1.155022;;
3.589;-2;-1.155354;;
3.609;-2;-1.200018;;
3.61;-2;-1.200484;;
3.631;-2;-1.244247;;
3.632;-2;-1.244651;;
3.633;-2;-1.244758;;
3.634;-2;-1.244758;;
3.654;-2;-1.265952;;
3.659;-2;-1.289028;;
3.661;-2;-1.294155;;
3.662;-2;-1.294664;;
3.678;-2;-1.310309;;
3.681;-2;-1.312087;;
3.6818338;;;-0.174559140117586;-0.0293787711108378
3.7;-2;-1.378026;;
3.701;-2;-1.378733;;
3.702;-2;-1.378848;;
3.703;-2;-1.378879;;
3.724;-2;-1.422491;;
3.725;-2;-1.423174;;
3.726;-2;-1.423535;;
3.726;-2;-1.423535;;
3.727;-2;-1.423535;;
3.748;-2;-1.467162;;
3.749;-2;-1.467558;;
3.749;-2;-1.467625;;
3.77;-2;-1.512342;;
3.772;-2;-1.512817;;
3.773;-2;-1.512856;;
3.774;-2;-1.512865;;
3.793;-2;-1.556948;;
3.793;-2;-1.557301;;
3.794;-2;-1.557533;;
3.795;-2;-1.557533;;
3.795;-2;-1.557533;;
3.815;-2;-1.601792;;
3.816;-2;-1.602174;;
3.817;-2;-1.602267;;
3.837;-2;-1.624531;;
3.839;-2;-1.654193;;
3.839;-2;-1.659151;;
3.84;-2;-1.659151;;
3.841;-2;-1.659151;;
3.86;-2;-1.691485;;
3.861;-2;-1.691485;;
3.861;-2;-1.691485;;
3.881;-2;-1.735037;;
3.882;-2;-1.735716;;
3.89;-2;-1.761164;;
3.891;-2;-1.762137;;
3.903;-2;-1.780448;;
3.904;-2;-1.780759;;
3.905;-2;-1.780814;;
3.906;-2;-1.780822;;
3.927;-2;-1.825036;;
3.927;-2;-1.825297;;
3.928;-2;-1.825571;;
3.929;-2;-1.825571;;
3.949;-2;-1.869008;;
3.949;-2;-1.869104;;
3.95;-2;-1.870123;;
3.951;-2;-1.870123;;
3.951;-2;-1.870123;;
3.971;-2;-1.913943;;
3.972;-2;-1.914324;;
3.973;-2;-1.914419;;
3.993;-2;-1.937035;;
3.9946696;;;0.497818590471402;0.262624500388735
3.993;-2;-1.937035;;
3.994;-2;-1.965978;;
3.995;-2;-1.967896;;
3.996;-2;-1.9684;;
4.015;-2;-2.003592;;
4.016;-2;-2.003962;;
4.016;-2;-2.004024;;
4.017;-2;-2.00405;;
4.037;-2;-2.048479;;
4.038;-2;-2.048927;;
4.039;-2;-2.049014;;
4.04;-2;-2.049029;;
4.06;-2;-2.092839;;
4.06;-2;-2.09329;;
4.062;-2;-2.093857;;
4.062;-2;-2.093883;;
4.063;-2;-2.093927;;
4.082;-2;-2.137248;;
4.083;-2;-2.137668;;
4.083;-2;-2.13773;;
4.103;-2;-2.182297;;
4.104;-2;-2.182706;;
4.104;-2;-2.18285;;
4.105;-2;-2.18285;;
4.124;-2;-2.227191;;
4.125;-2;-2.227626;;
4.126;-2;-2.227733;;
4.127;-2;-2.227759;;
