Gameobject;Timestamp;rx;ry;w;corrWindow;corrFreq;corrMethod;eye
verticalCube1;0;0;0;300;900;0.3;Pearson;BothEyes
verticalCube2;0;0;0;300;900;0.3;Pearson;BothEyes
verticalCube3;0;0;0;300;900;0.3;Pearson;BothEyes
verticalCube1;0.4231301;0;0;300;900;0.3;Pearson;BothEyes
verticalCube2;0.4231301;0;0;300;900;0.3;Pearson;BothEyes
verticalCube3;0.4231301;0;0;300;900;0.3;Pearson;BothEyes
verticalCube1;0.7299506;0;0;300;900;0.3;Pearson;BothEyes
verticalCube2;0.7299506;0;0;300;900;0.3;Pearson;BothEyes
verticalCube3;0.7299506;0;0;300;900;0.3;Pearson;BothEyes
verticalCube1;1.0312548;0;0;300;900;0.3;Pearson;BothEyes
verticalCube2;1.0312548;0;0;300;900;0.3;Pearson;BothEyes
verticalCube3;1.0312548;0;0;300;900;0.3;Pearson;BothEyes
verticalCube1;1.3330605;0;0;300;900;0.3;Pearson;BothEyes
verticalCube2;1.3330605;0;0;300;900;0.3;Pearson;BothEyes
verticalCube3;1.3330605;0;0;300;900;0.3;Pearson;BothEyes
verticalCube1;1.634365;0;0;300;900;0.3;Pearson;BothEyes
verticalCube2;1.634365;0;0;300;900;0.3;Pearson;BothEyes
verticalCube3;1.634365;0;0;300;900;0.3;Pearson;BothEyes
verticalCube1;1.9361715;0;0;300;900;0.3;Pearson;BothEyes
verticalCube2;1.9361715;0;0;300;900;0.3;Pearson;BothEyes
verticalCube3;1.9361715;0;0;300;900;0.3;Pearson;BothEyes
verticalCube1;2.2379774;0;0;300;900;0.3;Pearson;BothEyes
verticalCube2;2.2379774;0;0;300;900;0.3;Pearson;BothEyes
verticalCube3;2.2379774;0;0;300;900;0.3;Pearson;BothEyes
verticalCube1;2.5402849;-0.267672358612074;0;300;900;0.3;Pearson;BothEyes
verticalCube2;2.5402849;-0.28880130578675;0;300;900;0.3;Pearson;BothEyes
verticalCube3;2.5402849;-0.288801363561034;0;300;900;0.3;Pearson;BothEyes
verticalCube1;2.8420912;0.87245641659048;0;300;900;0.3;Pearson;BothEyes
verticalCube2;2.8420912;0.869703527377703;0;300;900;0.3;Pearson;BothEyes
verticalCube3;2.8420912;0.869703484928169;0;300;900;0.3;Pearson;BothEyes
verticalCube1;3.1438969;0.744769728387725;0;300;900;0.3;Pearson;BothEyes
verticalCube2;3.1438969;0.740925376275439;0;300;900;0.3;Pearson;BothEyes
verticalCube3;3.1438969;0.740925353501128;0;300;900;0.3;Pearson;BothEyes
verticalCube1;3.4452026;-0.415226386124184;0;300;900;0.3;Pearson;BothEyes
verticalCube2;3.4452026;-0.419915621417351;0;300;900;0.3;Pearson;BothEyes
verticalCube3;3.4452026;-0.419915341314902;0;300;900;0.3;Pearson;BothEyes
verticalCube1;3.7465065;0.883722027169207;0;300;900;0.3;Pearson;BothEyes
verticalCube2;3.7465065;0.885904355253946;0;300;900;0.3;Pearson;BothEyes
verticalCube3;3.7465065;0.88590440798972;0;300;900;0.3;Pearson;BothEyes
verticalCube1;4.0453056;0.99376951212672;0;300;900;0.3;Pearson;BothEyes
verticalCube2;4.0453056;-0.759976063301923;0;300;900;0.3;Pearson;BothEyes
verticalCube3;4.0453056;0.993351271495961;0;300;900;0.3;Pearson;BothEyes
verticalCube1;4.3471108;0.956711901863558;0;300;900;0.3;Pearson;BothEyes
verticalCube2;4.3471108;-0.956686956530277;0;300;900;0.3;Pearson;BothEyes
verticalCube3;4.3471108;0.956686986298768;0;300;900;0.3;Pearson;BothEyes
verticalCube1;4.6484155;-0.468614565560824;0;300;900;0.3;Pearson;BothEyes
verticalCube2;4.6484155;0.530071761440905;0;300;900;0.3;Pearson;BothEyes
verticalCube3;4.6484155;-0.530071935766648;0;300;900;0.3;Pearson;BothEyes
verticalCube1;4.9637579;0.897573710685908;0;300;900;0.3;Pearson;BothEyes
verticalCube2;4.9637579;0.893284035282347;0;300;900;0.3;Pearson;BothEyes
verticalCube3;4.9637579;-0.893284025895407;0;300;900;0.3;Pearson;BothEyes
verticalCube1;5.2680705;-0.661449251029528;0;300;900;0.3;Pearson;BothEyes
verticalCube2;5.2680705;-0.660116751903071;0;300;900;0.3;Pearson;BothEyes
