lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
53.399;0.3997698;0.7024575
53.404;0.4011434;0.7032611
53.406;0.403184;0.7026968
53.406;0.4034903;0.69407
53.407;0.402245;0.6885732
53.408;0.4047288;0.6858574
53.409;0.4034905;0.6800523
53.426;0.4053119;0.6757802
53.427;0.4053985;0.667537
53.428;0.4064722;0.6623665
53.451;0.4086575;0.6571686
53.452;0.4098573;0.6526287
53.453;0.4120246;0.6477842
53.454;0.4134327;0.6448823
53.454;0.4160312;0.6410284
53.473;0.4181226;0.6399247
53.475;0.4203712;0.6368217
53.495;0.4223437;0.6346155
53.497;0.4238288;0.6336968
53.517;0.4242657;0.6343843
53.518;0.4238616;0.6365389
53.538;0.4225485;0.6400412
53.539;0.4206172;0.6443934
53.56;0.4185643;0.6491783
53.561;0.4165775;0.6537429
53.582;0.415009;0.6577817
53.583;0.413963;0.6615171
53.604;0.4133826;0.6647569
53.626;0.413024;0.6682563
53.627;0.4129775;0.6718574
53.628;0.4132206;0.6747077
53.669;0.4135658;0.6761411
53.714;0.4062847;0.6766567
53.715;0.3901183;0.6844355
53.716;0.373705;0.6927541
53.736;0.3569496;0.7027383
53.737;0.3478089;0.7128978
53.76;0.3474818;0.7146544
53.761;0.3474424;0.7150722
53.783;0.348004;0.7137001
53.784;0.3490153;0.7116889
53.785;0.3502137;0.7096643
53.804;0.3512902;0.707865
53.826;0.3520501;0.7062745
53.827;0.3502415;0.706908
53.848;0.3456984;0.7080361
53.849;0.3397332;0.7105798
53.871;0.3337156;0.7139937
53.897;0.3298489;0.7157171
53.899;0.3286732;0.7177709
54.435;0.3291075;0.7180052
54.478;0.3315791;0.714152
54.68;0.3341902;0.7101908
54.702;0.3372332;0.7080095
54.724;0.3399422;0.7065264
54.746;0.3407884;0.7087121
54.747;0.3417503;0.7104477
54.747;0.3422103;0.7098187
54.789;0.3428752;0.7091067
54.812;0.343531;0.7079504
54.835;0.3441072;0.7071891
54.836;0.3445745;0.7068787
54.857;0.3449691;0.7068866
54.858;0.3453107;0.70715
54.88;0.3456311;0.7074745
54.881;0.3460529;0.707495
54.903;0.3464769;0.7073345
54.924;0.3469687;0.7068121
54.97;0.3477756;0.7060935
54.971;0.3487056;0.7058642
54.972;0.349532;0.7056167
54.99;0.3499797;0.7060771
55.014;0.3499251;0.7069732
55.015;0.3496529;0.7073957
55.016;0.3494219;0.7074296
55.036;0.3494727;0.7071695
55.057;0.3497456;0.7063949
55.058;0.3500341;0.7055819
55.079;0.3503112;0.7054805
55.08;0.3504639;0.7054881
55.102;0.3506085;0.7056096
55.104;0.3508559;0.7058426
55.125;0.351129;0.7056538
55.127;0.3516248;0.7051238
55.128;0.3522517;0.7045875
55.147;0.3528987;0.7039571
55.169;0.3536241;0.70342
55.17;0.3541474;0.7031227
55.191;0.3543965;0.7031006
55.211;0.3546053;0.7029875
55.213;0.3548019;0.7029938
55.233;0.3550602;0.7033199
55.234;0.3552555;0.7033651
55.255;0.3552651;0.7038712
55.256;0.3550602;0.7044907
55.276;0.3548913;0.7046956
55.278;0.354829;0.7049398
55.298;0.3549209;0.7046322
55.299;0.3552352;0.7039722
55.32;0.3556792;0.703054
55.321;0.3562717;0.7020139
55.341;0.3569065;0.7009563
55.363;0.3574853;0.7000266
55.364;0.3579314;0.6993952
55.364;0.3584194;0.6987301
55.384;0.3588449;0.6983057
55.405;0.359361;0.6977972
55.406;0.3598864;0.6974441
55.407;0.36028;0.697261
55.427;0.360664;0.696779
55.448;0.3610022;0.6964557
55.449;0.3612036;0.6960855
55.47;0.3614735;0.6957306
55.471;0.3617043;0.6957519
55.491;0.3617788;0.6960418
55.492;0.3619267;0.6965998
55.512;0.3619734;0.6972113
55.513;0.3620849;0.6979442
55.533;0.3621098;0.6986074
55.534;0.3619577;0.6992339
55.555;0.3616584;0.6999974
55.555;0.3612415;0.7006051
55.576;0.3609903;0.7006874
55.577;0.3610032;0.7003769
55.597;0.3611641;0.6995639
55.618;0.3614672;0.6982681
55.619;0.3619139;0.697122
55.639;0.3622736;0.6960661
55.641;0.3627534;0.6952437
55.662;0.3631056;0.6952553
55.663;0.3634478;0.6951648
55.683;0.3637689;0.6955552
55.684;0.364025;0.6963806
55.705;0.3643278;0.6965978
55.706;0.3644593;0.6970147
55.728;0.3645391;0.6969663
55.748;0.3644906;0.697009
55.749;0.3643964;0.6972382
55.769;0.3643073;0.6972476
55.77;0.3643396;0.6971755
55.791;0.3643862;0.6970632
55.793;0.3646059;0.6965756
55.813;0.3650298;0.6962444
55.814;0.3655134;0.6958944
55.835;0.3661818;0.6951939
55.837;0.3668875;0.6947767
55.857;0.367481;0.6944962
55.859;0.3679097;0.6947242
55.86;0.3681563;0.6951908
55.879;0.3592756;0.7028922
55.879;0.3594742;0.703305
55.88;0.3502042;0.7113296
55.881;0.340311;0.718701
55.9;0.3405586;0.7188883
55.9;0.329713;0.7252858
55.921;0.3299666;0.7251058
55.921;0.3302992;0.7249779
55.922;0.3304286;0.7240767
55.923;0.3307046;0.7239435
55.923;0.3309021;0.7229442
55.942;0.3311639;0.7228269
55.943;0.3314852;0.7218684
55.943;0.3317764;0.7217857
55.964;0.3321546;0.7213529
55.965;0.3326183;0.7207643
55.966;0.3330832;0.7204742
55.967;0.3336536;0.7196994
55.986;0.3340243;0.7197189
55.987;0.3344831;0.7189926
55.988;0.3347226;0.7191164
55.988;0.3351117;0.7185457
56.008;0.3352627;0.7183692
56.009;0.335528;0.7181681
56.009;0.3356873;0.7179847
56.01;0.3359188;0.7172999
