Timestamp;Name;smoothCorrel;speed;task;selected;correlationToIntendedObject;objectSize
12.8917899;5.6725416;6;6;True;0.989121;45;3.870493;2.680119;7.704586;0;1;1;0.6;300;900;0.08
19.9394885;12.7202402;6;6;True;0.8178979;45;3.397915;2.568314;7.704586;0;1;1;0.6;300;900;0.08
23.6122813;16.393033;3;3;True;0.846298;30;3.016731;2.555637;6.062218;0;1;1;0.6;300;900;0.08
28.916933;21.6976847;3;6;False;0.9475232;45;3.888746;2.681519;7.704586;12.21572;-0.9949606;-0.9958594;0.6;300;900;0.08
36.9274948;3.9858305;9;9;True;0.9881299;45;4.309258;3.12582;7.704582;0;1;1;0.6;300;900;0.08
43.6514319;10.7097676;1;1;True;0.9635014;30;3.017666;2.551357;6.062218;0;1;1;0.6;300;900;0.08
50.5899491;17.6482848;7;7;True;0.799902;45;3.392675;2.565353;7.704586;0;1;1;0.6;300;900;0.08
54.8899228;21.9482585;0;0;True;0.9689565;45;3.50643;2.614483;7.704586;0;1;1;0.6;300;900;0.08
62.8612097;5.1547696;2;5;False;0.9496146;30;3.016739;2.639294;6.062222;5.945789;-0.9999913;-0.9999865;0.6;300;900;0.08
68.5634133;10.8569732;6;6;True;0.9877996;45;3.680805;2.656635;7.704582;0;1;1;0.6;300;900;0.08
73.9345614;16.2281213;0;0;True;0.6504776;45;4.991976;2.602125;7.704586;0;1;1;0.6;300;900;0.08
79.2728687;21.5664286;1;1;True;0.9418166;30;3.012512;2.593481;6.062218;0;1;1;0.6;300;900;0.08
