large (2)Cube2Timestamp;large (2)Cube2XPos;large (2)Cube2YPos;large (2)Cube2newCorr;large (2)Cube2smoothCorr
0;;;0;0
0.1955198;;;0;0
0.4968206;;;0;0
0.7976211;;;0;0
1.0989209;;;0;0
1.4007229;;;0;0
1.7025249;;;0;0
2.0038262;;;0;0
2.181;-3;-2.5;;
2.201;-2.932166;-2.5;;
2.203;-2.932166;-2.5;;
2.222;-2.865373;-2.5;;
2.243;-2.799026;-2.5;;
2.244;-2.799026;-2.5;;
2.245;-2.799026;-2.5;;
2.266;-2.731963;-2.5;;
2.266;-2.731963;-2.5;;
2.286;-2.664541;-2.5;;
2.287;-2.664541;-2.5;;
2.287;-2.664541;-2.5;;
2.288;-2.664541;-2.5;;
2.305628;;;0.455655268721704;0.113913817180426
2.308;-2.598943;-2.5;;
2.308;-2.598442;-2.5;;
2.309;-2.598187;-2.5;;
2.317;-2.598118;-2.5;;
2.328;-2.529389;-2.5;;
2.329;-2.528106;-2.5;;
2.33;-2.52793;-2.5;;
2.331;-2.527883;-2.5;;
2.35;-2.464903;-2.5;;
2.352;-2.46421;-2.5;;
2.352;-2.464209;-2.5;;
2.353;-2.464094;-2.5;;
2.373;-2.397174;-2.5;;
2.374;-2.397174;-2.5;;
2.375;-2.397174;-2.5;;
2.375;-2.397174;-2.5;;
2.395;-2.329536;-2.5;;
2.396;-2.329536;-2.5;;
2.397;-2.329536;-2.5;;
2.398;-2.329536;-2.5;;
2.418;-2.263691;-2.5;;
2.441;-2.196565;-2.5;;
2.442;-2.19595;-2.5;;
2.463;-2.129079;-2.5;;
2.464;-2.128465;-2.5;;
2.465;-2.128319;-2.5;;
2.485;-2.062119;-2.5;;
2.486;-2.061431;-2.5;;
2.529;-1.928588;-2.5;;
2.53;-1.927933;-2.5;;
2.531;-1.927845;-2.5;;
2.551;-1.86327;-2.5;;
2.552;-1.861867;-2.5;;
2.553;-1.860846;-2.5;;
2.554;-1.860846;-2.5;;
2.575;-1.792477;-2.5;;
2.576;-1.792477;-2.5;;
2.577;-1.792477;-2.5;;
2.597;-1.726749;-2.5;;
2.598;-1.726078;-2.5;;
2.6079321;;;-0.448645984658946;0.00175232101568946
2.597;-1.726749;-2.5;;
2.598;-1.726078;-2.5;;
2.618;-1.690511;-2.5;;
2.619;-1.668365;-2.5;;
2.641;-1.624153;-2.5;;
2.642;-1.60668;-2.5;;
2.643;-1.598088;-2.5;;
2.643;-1.593777;-2.5;;
2.664;-1.523954;-2.5;;
2.665;-1.523308;-2.5;;
2.687;-1.457258;-2.5;;
2.688;-1.456063;-2.5;;
2.688;-1.455858;-2.5;;
2.689;-1.455756;-2.5;;
2.69;-1.455728;-2.5;;
2.71;-1.388331;-2.5;;
2.711;-1.388331;-2.5;;
2.712;-1.388331;-2.5;;
2.732;-1.321781;-2.5;;
2.755;-1.255158;-2.5;;
2.755;-1.255158;-2.5;;
2.777;-1.187747;-2.5;;
2.778;-1.187747;-2.5;;
2.799;-1.120687;-2.5;;
2.799;-1.120687;-2.5;;
2.821;-1.053899;-2.5;;
2.823;-1.053899;-2.5;;
2.845;-0.9864565;-2.5;;
2.855;-0.9530324;-2.5;;
2.867;-0.9185001;-2.5;;
2.868;-0.9185001;-2.5;;
2.891;-0.8527358;-2.5;;
2.893;-0.8527358;-2.5;;
2.9097339;;;-0.46791524356816;-0.115226489876351
2.893;-0.8527358;-2.5;;
2.912;-0.7872112;-2.5;;
2.917;-0.7856666;-2.5;;
2.92;-0.7855287;-2.5;;
2.921;-0.7650902;-2.5;;
2.943;-0.6855533;-2.5;;
2.945;-0.6840119;-2.5;;
2.946;-0.6838409;-2.5;;
2.946;-0.6838229;-2.5;;
2.947;-0.6837837;-2.5;;
2.967;-0.6202394;-2.5;;
2.968;-0.6178055;-2.5;;
2.969;-0.6178055;-2.5;;
2.969;-0.6178055;-2.5;;
2.97;-0.6178055;-2.5;;
2.989;-0.5508816;-2.5;;
2.99;-0.5508816;-2.5;;
2.991;-0.5508816;-2.5;;
2.992;-0.5508816;-2.5;;
3.011;-0.484459;-2.5;;
3.012;-0.4837926;-2.5;;
3.012;-0.4836807;-2.5;;
3.013;-0.4835985;-2.5;;
3.032;-0.4508556;-2.5;;
3.034;-0.425392;-2.5;;
3.034;-0.4244686;-2.5;;
3.035;-0.4183816;-2.5;;
3.055;-0.3505885;-2.5;;
3.056;-0.349754;-2.5;;
3.057;-0.349754;-2.5;;
3.077;-0.2840944;-2.5;;
3.078;-0.2824637;-2.5;;
3.079;-0.2824637;-2.5;;
3.08;-0.2824637;-2.5;;
3.08;-0.2824637;-2.5;;
3.1;-0.2162462;-2.5;;
3.101;-0.2155995;-2.5;;
3.101;-0.2154913;-2.5;;
3.121;-0.1814867;-2.5;;
3.122;-0.16156;-2.5;;
3.123;-0.1514438;-2.5;;
3.124;-0.1497865;-2.5;;
3.124;-0.1496548;-2.5;;
3.144;-0.1154308;-2.5;;
3.145;-0.09166671;-2.5;;
3.145;-0.08869445;-2.5;;
3.166;-0.04978025;-2.5;;
3.167;-0.03305081;-2.5;;
3.168;-0.01798724;-2.5;;
3.169;-0.01563908;-2.5;;
3.189;0.05130221;-2.5;;
3.19;0.05213158;-2.5;;
3.191;0.05213158;-2.5;;
3.191;0.05213158;-2.5;;
3.192;0.05213158;-2.5;;
3.2115359;;;-0.293073332828012;-0.188494823083354
3.213;0.1197316;-2.5;;
3.213;0.1189437;-2.5;;
3.214;0.1196034;-2.5;;
3.234;0.1525204;-2.5;;
3.235;0.1710452;-2.5;;
3.236;0.1830542;-2.5;;
3.256;0.2525374;-2.5;;
3.279;0.3190103;-2.5;;
3.28;0.3200271;-2.5;;
3.3;0.3538023;-2.5;;
3.302;0.38315;-2.5;;
3.303;0.3870251;-2.5;;
3.323;0.4540596;-2.5;;
3.324;0.4546605;-2.5;;
3.345;0.4872605;-2.5;;
3.353;0.5209444;-2.5;;
3.354;0.5218527;-2.5;;
3.368;0.5871714;-2.5;;
3.369;0.5883235;-2.5;;
3.37;0.5883235;-2.5;;
3.392;0.6545169;-2.5;;
3.412;0.7212262;-2.5;;
3.413;0.7226276;-2.5;;
3.414;0.72285;-2.5;;
3.415;0.7228822;-2.5;;
3.435;0.7895249;-2.5;;
3.457;0.8562325;-2.5;;
3.459;0.8569781;-2.5;;
3.459;0.8569781;-2.5;;
3.48;0.9221076;-2.5;;
3.481;0.9230323;-2.5;;
3.502;0.9888766;-2.5;;
3.503;0.9901314;-2.5;;
3.504;0.99037;-2.5;;
3.505;0.9904088;-2.5;;
3.5128441;;;-0.453467162991776;-0.415775431011723
3.502;0.9888766;-2.5;;
3.503;0.9901314;-2.5;;
3.504;0.99037;-2.5;;
3.505;0.9904088;-2.5;;
3.524;1.056775;-2.5;;
3.525;1.057413;-2.5;;
3.527;1.057646;-2.5;;
3.547;1.123681;-2.5;;
3.568;1.157108;-2.5;;
3.57;1.187003;-2.5;;
3.57;1.191297;-2.5;;
3.592;1.257738;-2.5;;
3.593;1.258308;-2.5;;
3.613;1.323578;-2.5;;
3.614;1.324699;-2.5;;
3.615;1.325126;-2.5;;
3.616;1.325187;-2.5;;
3.636;1.391775;-2.5;;
3.637;1.392434;-2.5;;
3.637;1.392546;-2.5;;
3.638;1.392599;-2.5;;
3.639;1.392613;-2.5;;
3.659;1.459765;-2.5;;
3.66;1.459765;-2.5;;
3.661;1.459765;-2.5;;
3.681;1.525843;-2.5;;
3.682;1.526423;-2.5;;
3.683;1.526691;-2.5;;
3.683;1.526691;-2.5;;
3.684;1.526691;-2.5;;
3.703;1.59291;-2.5;;
3.704;1.59354;-2.5;;
3.704;1.593616;-2.5;;
3.725;1.65749;-2.5;;
3.726;1.658948;-2.5;;
3.727;1.660554;-2.5;;
3.748;1.727781;-2.5;;
3.749;1.727781;-2.5;;
3.75;1.727781;-2.5;;
3.75;1.727781;-2.5;;
3.751;1.727781;-2.5;;
