Gameobject;Timestamp;rx;ry;w;corrWindow;corrFreq;corrMethod;eye
large (1)Cube1;0;0;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;0;0;0;300;900;0.3;Pearson;BothEyes
largeCube3;0;0;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;0.1955198;0;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;0.1955198;0;0;300;900;0.3;Pearson;BothEyes
largeCube3;0.1955198;0;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;0.4968206;0;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;0.4968206;0;0;300;900;0.3;Pearson;BothEyes
largeCube3;0.4968206;0;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;0.7976211;0;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;0.7976211;0;0;300;900;0.3;Pearson;BothEyes
largeCube3;0.7976211;0;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;1.0989209;0;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;1.0989209;0;0;300;900;0.3;Pearson;BothEyes
largeCube3;1.0989209;0;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;1.4007229;0;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;1.4007229;0;0;300;900;0.3;Pearson;BothEyes
largeCube3;1.4007229;0;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;1.7025249;0;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;1.7025249;0;0;300;900;0.3;Pearson;BothEyes
largeCube3;1.7025249;0;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;2.0038262;0;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;2.0038262;0;0;300;900;0.3;Pearson;BothEyes
largeCube3;2.0038262;0;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;2.305628;0.910231435911562;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;2.305628;0.911310537443409;0;300;900;0.3;Pearson;BothEyes
largeCube3;2.305628;-0.911310406746522;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;2.6079321;-0.896974370371176;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;2.6079321;-0.897291969317893;0;300;900;0.3;Pearson;BothEyes
largeCube3;2.6079321;0.897291870420637;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;2.9097339;-0.93576619502881;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;2.9097339;-0.935830487136321;0;300;900;0.3;Pearson;BothEyes
largeCube3;2.9097339;0.93583043236419;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;3.2115359;-0.585951198785177;0;300;900;0.3;Pearson;BothEyes
large (2)Cube2;3.2115359;-0.586146665656023;0;300;900;0.3;Pearson;BothEyes
largeCube3;3.2115359;0.586146690475521;0;300;900;0.3;Pearson;BothEyes
large (1)Cube1;3.5128441;-0.909073477141694;0;300;900;0.3;Pearson;BothEyes
