smallCube3Timestamp;smallCube3XPos;smallCube3YPos;smallCube3newCorr;smallCube3smoothCorr
0;;;0;0
0.4000635;;;0;0
0.7038711;;;0;0
1.0056731;;;0;0
1.3099817;;;0;0
1.6203071;;;0;0
1.9216074;;;0;0
2.2234097;;;0;0
2.242;2.128616;1;;
2.243;2.128616;1;;
2.263;2.083726;1;;
2.284;2.039488;1;;
2.285;2.039488;1;;
2.285;2.039488;1;;
2.305;1.984323;1;;
2.306;1.983781;1;;
2.306;1.983688;1;;
2.327;1.950441;1;;
2.328;1.950109;1;;
2.329;1.950064;1;;
2.33;1.950052;1;;
2.33;1.950052;1;;
2.349;1.906653;1;;
2.35;1.905846;1;;
2.371;1.861616;1;;
2.372;1.860846;1;;
2.374;1.860592;1;;
2.395;1.816503;1;;
2.416;1.771928;1;;
2.417;1.771482;1;;
2.418;1.771403;1;;
2.419;1.771391;1;;
2.44;1.727765;1;;
2.442;1.726748;1;;
2.462;1.670882;1;;
2.484;1.637789;1;;
2.484;1.637567;1;;
2.485;1.637434;1;;
2.487;1.637416;1;;
2.507;1.593735;1;;
2.5247105;;;-0.304797544618915;-0.101599181539638
2.507;1.593735;1;;
2.529;1.549399;1;;
2.53;1.548689;1;;
2.531;1.548441;1;;
2.532;1.548399;1;;
2.552;1.503988;1;;
2.553;1.503541;1;;
2.573;1.459568;1;;
2.574;1.459173;1;;
2.594;1.415008;1;;
2.596;1.414573;1;;
2.617;1.359585;1;;
2.618;1.359047;1;;
2.639;1.325182;1;;
2.64;1.324841;1;;
2.641;1.32479;1;;
2.642;1.324777;1;;
2.663;1.267701;1;;
2.683;1.235697;1;;
2.684;1.235364;1;;
2.705;1.190674;1;;
2.706;1.190252;1;;
2.727;1.146449;1;;
2.729;1.145995;1;;
2.75;1.101898;1;;
2.751;1.101527;1;;
2.773;1.047897;1;;
2.774;1.046372;1;;
2.775;1.046093;1;;
2.794;1.012092;1;;
2.795;1.011759;1;;
2.8260112;;;-0.254316393615512;-0.186371312744809
2.836;0.9448493;1;;
2.837;0.944509;1;;
2.879;0.8556505;1;;
2.879;0.8553226;1;;
2.922;0.7661337;1;;
2.923;0.7657795;1;;
2.965;0.677494;1;;
2.966;0.6771134;1;;
2.988;0.6321999;1;;
3.009;0.5876921;1;;
3.051;0.4983892;1;;
3.052;0.4979797;1;;
3.093;0.4220616;1;;
3.115;0.3728994;1;;
3.128315;;;-0.481014290840644;-0.34670940969169
3.137;0.3423961;1;;
3.157;0.3197697;1;;
3.158;0.319302;1;;
3.159;0.3192281;1;;
3.182;0.254281;1;;
3.183;0.2536995;1;;
3.184;0.2536105;1;;
3.185;0.2535874;1;;
3.185;0.2535792;1;;
3.186;0.2185609;1;;
3.206;0.203265;1;;
3.207;0.1883286;1;;
3.229;0.1626415;1;;
3.23;0.1624145;1;;
3.249;0.1090645;1;;
3.251;0.09909103;1;;
3.252;0.09604239;1;;
3.273;0.07368504;1;;
3.274;0.05542202;1;;
3.274;0.05232901;1;;
3.294;0.02801191;1;;
3.295;0.02801191;1;;
3.296;0.02801191;1;;
3.297;0.01357643;1;;
