small (2)Cube2Timestamp;small (2)Cube2XPos;small (2)Cube2YPos;small (2)Cube2newCorr;small (2)Cube2smoothCorr
0;;;0;0
0.4000635;;;0;0
0.7038711;;;0;0
1.0056731;;;0;0
1.3099817;;;0;0
1.6203071;;;0;0
1.9216074;;;0;0
2.2234097;;;0;0
2.242;-2.431972;-1;;
2.243;-2.431972;-1;;
2.263;-2.499307;-1;;
2.284;-2.565664;-1;;
2.285;-2.565664;-1;;
2.285;-2.565664;-1;;
2.305;-2.648412;-1;;
2.306;-2.649224;-1;;
2.306;-2.649363;-1;;
2.327;-2.699235;-1;;
2.328;-2.699732;-1;;
2.329;-2.6998;-1;;
2.33;-2.699818;-1;;
2.33;-2.699818;-1;;
2.349;-2.764917;-1;;
2.35;-2.766126;-1;;
2.371;-2.832473;-1;;
2.372;-2.833627;-1;;
2.374;-2.834009;-1;;
2.395;-2.900142;-1;;
2.416;-2.967005;-1;;
2.417;-2.967674;-1;;
2.418;-2.967791;-1;;
2.419;-2.96781;-1;;
2.44;-2.999266;-1;;
2.442;-3;-1;;
2.462;-2.916202;-1;;
2.484;-2.866563;-1;;
2.484;-2.86623;-1;;
2.485;-2.86603;-1;;
2.487;-2.866002;-1;;
2.507;-2.800482;-1;;
2.5247105;;;-0.360939703547656;-0.120313234515885
2.507;-2.800482;-1;;
2.529;-2.733977;-1;;
2.53;-2.732913;-1;;
2.531;-2.73254;-1;;
2.532;-2.732477;-1;;
2.552;-2.665861;-1;;
2.553;-2.66519;-1;;
2.573;-2.599231;-1;;
2.574;-2.598638;-1;;
2.594;-2.532391;-1;;
2.596;-2.531739;-1;;
2.617;-2.449256;-1;;
2.618;-2.448449;-1;;
2.639;-2.397652;-1;;
2.64;-2.39714;-1;;
2.641;-2.397063;-1;;
2.642;-2.397044;-1;;
2.663;-2.31143;-1;;
2.683;-2.263425;-1;;
2.684;-2.262924;-1;;
2.705;-2.19589;-1;;
2.706;-2.195256;-1;;
2.727;-2.129552;-1;;
2.729;-2.128871;-1;;
2.75;-2.062727;-1;;
2.751;-2.06217;-1;;
2.773;-1.981724;-1;;
2.774;-1.979437;-1;;
2.775;-1.979019;-1;;
2.794;-1.928017;-1;;
2.795;-1.927517;-1;;
2.8260112;;;0.254316357374809;-0.0355411153909491
2.836;-1.827153;-1;;
2.837;-1.826642;-1;;
2.879;-1.693355;-1;;
2.879;-1.692863;-1;;
2.922;-1.55908;-1;;
2.923;-1.558548;-1;;
2.965;-1.42612;-1;;
2.966;-1.425549;-1;;
2.988;-1.358179;-1;;
3.009;-1.291417;-1;;
3.051;-1.157463;-1;;
3.052;-1.156849;-1;;
3.093;-1.042971;-1;;
3.115;-0.9692283;-1;;
3.128315;;;0.481014301345609;0.124796985057587
3.137;-0.9234963;-1;;
3.157;-0.8895342;-1;;
3.158;-0.8888322;-1;;
3.159;-0.8887214;-1;;
3.182;-0.7913006;-1;;
3.183;-0.7904285;-1;;
3.184;-0.7902949;-1;;
3.185;-0.7902602;-1;;
3.185;-0.790248;-1;;
3.186;-0.7377206;-1;;
3.206;-0.7147766;-1;;
