small (1)Cube1Timestamp;small (1)Cube1XPos;small (1)Cube1YPos;small (1)Cube1newCorr;small (1)Cube1smoothCorr
0;;;0;0
0.4000635;;;0;0
0.7038711;;;0;0
1.0056731;;;0;0
1.3099817;;;0;0
1.6203071;;;0;0
1.9216074;;;0;0
2.2234097;;;0;0
2.242;2.280298;0;;
2.243;2.280298;0;;
2.263;2.302743;0;;
2.284;2.324862;0;;
2.285;2.324862;0;;
2.285;2.324862;0;;
2.305;2.352445;0;;
2.306;2.352715;0;;
2.306;2.352762;0;;
2.327;2.369386;0;;
2.328;2.369551;0;;
2.329;2.369574;0;;
2.33;2.36958;0;;
2.33;2.36958;0;;
2.349;2.39128;0;;
2.35;2.391683;0;;
2.371;2.413798;0;;
2.372;2.414183;0;;
2.374;2.41431;0;;
2.395;2.436355;0;;
2.416;2.458642;0;;
2.417;2.458865;0;;
2.418;2.458905;0;;
2.419;2.458911;0;;
2.44;2.480723;0;;
2.442;2.481232;0;;
2.462;2.509165;0;;
2.484;2.525711;0;;
2.484;2.525822;0;;
2.485;2.525889;0;;
2.487;2.525898;0;;
2.507;2.547738;0;;
2.5247105;;;0.304797571155168;0.101599190385056
2.507;2.547738;0;;
2.529;2.569906;0;;
2.53;2.570261;0;;
2.531;2.570386;0;;
2.532;2.570407;0;;
2.552;2.592612;0;;
2.553;2.592836;0;;
2.573;2.614822;0;;
2.574;2.615019;0;;
2.594;2.637102;0;;
2.596;2.637319;0;;
2.617;2.664814;0;;
2.618;2.665082;0;;
2.639;2.682015;0;;
2.64;2.682185;0;;
2.641;2.682211;0;;
2.642;2.682217;0;;
2.663;2.710755;0;;
2.683;2.726757;0;;
2.684;2.726924;0;;
2.705;2.749269;0;;
2.706;2.74948;0;;
2.727;2.771381;0;;
2.729;2.771608;0;;
2.75;2.793656;0;;
2.751;2.793842;0;;
2.773;2.820657;0;;
2.774;2.821419;0;;
2.775;2.821559;0;;
2.794;2.838559;0;;
2.795;2.838726;0;;
2.8260112;;;0.25431618899344;0.186371253382869
2.836;2.872181;0;;
2.837;2.872351;0;;
2.879;2.91678;0;;
2.879;2.916944;0;;
2.922;2.961538;0;;
2.923;2.961715;0;;
2.965;3.005858;0;;
2.966;3.006048;0;;
2.988;2.988891;0;;
3.009;2.966697;0;;
3.051;2.922046;0;;
3.052;2.921841;0;;
3.093;2.883882;0;;
3.115;2.859301;0;;
3.128315;;;0.13213093950935;0.230414899885986
3.137;2.844057;0;;
3.157;2.832736;0;;
3.158;2.832502;0;;
3.159;2.832465;0;;
3.182;2.799992;0;;
3.183;2.799701;0;;
3.184;2.799656;0;;
3.185;2.799645;0;;
3.185;2.799641;0;;
3.186;2.782131;0;;
3.206;2.774483;0;;
3.207;2.767015;0;;
3.229;2.754172;0;;
3.23;2.754058;0;;
3.249;2.727383;0;;
3.251;2.722396;0;;
3.252;2.720872;0;;
3.273;2.709693;0;;
3.274;2.700562;0;;
3.274;2.699015;0;;
3.294;2.686857;0;;
3.295;2.686857;0;;
3.296;2.686857;0;;
3.297;2.679639;0;;
3.316;2.665154;0;;
