largeCube3Timestamp;largeCube3XPos;largeCube3YPos;largeCube3newCorr;largeCube3smoothCorr
0;;;0;0
0.1955198;;;0;0
0.4968206;;;0;0
0.7976211;;;0;0
1.0989209;;;0;0
1.4007229;;;0;0
1.7025249;;;0;0
2.0038262;;;0;0
2.181;-0.6174361;2.5;;
2.201;-0.6626586;2.5;;
2.203;-0.6626586;2.5;;
2.222;-0.7071872;2.5;;
2.243;-0.7514189;2.5;;
2.244;-0.7514189;2.5;;
2.245;-0.7514189;2.5;;
2.266;-0.7961274;2.5;;
2.266;-0.7961274;2.5;;
2.286;-0.8410755;2.5;;
2.287;-0.8410755;2.5;;
2.288;-0.8410755;2.5;;
2.288;-0.8410755;2.5;;
2.305628;;;-0.455655203373261;-0.113913800843315
2.308;-0.8848075;2.5;;
2.308;-0.8851415;2.5;;
2.309;-0.8853109;2.5;;
2.317;-0.8853574;2.5;;
2.328;-0.9311767;2.5;;
2.329;-0.9320319;2.5;;
2.33;-0.9321494;2.5;;
2.331;-0.9321806;2.5;;
2.35;-0.9741672;2.5;;
2.352;-0.9746295;2.5;;
2.352;-0.9746299;2.5;;
2.353;-0.9747067;2.5;;
2.373;-1.01932;2.5;;
2.374;-1.01932;2.5;;
2.375;-1.01932;2.5;;
2.375;-1.01932;2.5;;
2.395;-1.064412;2.5;;
2.396;-1.064412;2.5;;
2.397;-1.064412;2.5;;
2.398;-1.064412;2.5;;
2.418;-1.108309;2.5;;
2.441;-1.153059;2.5;;
2.442;-1.15347;2.5;;
2.463;-1.19805;2.5;;
2.464;-1.198459;2.5;;
2.465;-1.198557;2.5;;
2.485;-1.24269;2.5;;
2.486;-1.243149;2.5;;
2.529;-1.331711;2.5;;
2.53;-1.332147;2.5;;
2.531;-1.332206;2.5;;
2.551;-1.375256;2.5;;
2.552;-1.376191;2.5;;
2.553;-1.376872;2.5;;
2.554;-1.376872;2.5;;
2.575;-1.422451;2.5;;
2.576;-1.422451;2.5;;
2.577;-1.422451;2.5;;
2.597;-1.46627;2.5;;
2.598;-1.466717;2.5;;
2.6079321;;;0.448645935210319;-0.00175231704073564
2.597;-1.46627;2.5;;
2.598;-1.466717;2.5;;
2.618;-1.490428;2.5;;
2.619;-1.505193;2.5;;
2.641;-1.534667;2.5;;
2.642;-1.546316;2.5;;
2.643;-1.552044;2.5;;
2.643;-1.554918;2.5;;
2.664;-1.601467;2.5;;
2.665;-1.601897;2.5;;
2.687;-1.64593;2.5;;
2.688;-1.646727;2.5;;
2.688;-1.646864;2.5;;
2.689;-1.646932;2.5;;
2.69;-1.64695;2.5;;
2.71;-1.691882;2.5;;
2.711;-1.691882;2.5;;
2.712;-1.691882;2.5;;
2.732;-1.736248;2.5;;
2.755;-1.780664;2.5;;
2.755;-1.780664;2.5;;
2.777;-1.825604;2.5;;
2.778;-1.825604;2.5;;
2.799;-1.870311;2.5;;
2.799;-1.870311;2.5;;
2.821;-1.914836;2.5;;
2.823;-1.914836;2.5;;
2.845;-1.959798;2.5;;
2.855;-1.982081;2.5;;
2.867;-2.005102;2.5;;
2.868;-2.005102;2.5;;
2.891;-2.048945;2.5;;
2.893;-2.048945;2.5;;
2.9097339;;;0.467915216182095;0.115226487004788
2.893;-2.048945;2.5;;
2.912;-2.092628;2.5;;
2.917;-2.093658;2.5;;
2.92;-2.09375;2.5;;
2.921;-2.107376;2.5;;
2.943;-2.1604;2.5;;
2.945;-2.161428;2.5;;
2.946;-2.161542;2.5;;
2.946;-2.161554;2.5;;
2.947;-2.16158;2.5;;
2.967;-2.203943;2.5;;
2.968;-2.205565;2.5;;
2.969;-2.205565;2.5;;
2.969;-2.205565;2.5;;
2.97;-2.205565;2.5;;
2.989;-2.250181;2.5;;
2.99;-2.250181;2.5;;
2.991;-2.250181;2.5;;
2.992;-2.250181;2.5;;
3.011;-2.294463;2.5;;
3.012;-2.294907;2.5;;
3.012;-2.294982;2.5;;
3.013;-2.295037;2.5;;
3.032;-2.316865;2.5;;
3.034;-2.333841;2.5;;
3.034;-2.334457;2.5;;
3.035;-2.338515;2.5;;
3.055;-2.38371;2.5;;
3.056;-2.384266;2.5;;
3.057;-2.384266;2.5;;
3.077;-2.428039;2.5;;
3.078;-2.429127;2.5;;
3.079;-2.429127;2.5;;
3.08;-2.429127;2.5;;
3.08;-2.429127;2.5;;
3.1;-2.473272;2.5;;
3.101;-2.473703;2.5;;
3.101;-2.473775;2.5;;
3.121;-2.496445;2.5;;
3.122;-2.509729;2.5;;
3.123;-2.516473;2.5;;
3.124;-2.517578;2.5;;
3.124;-2.517666;2.5;;
3.144;-2.540482;2.5;;
3.145;-2.556325;2.5;;
3.145;-2.558306;2.5;;
3.166;-2.584249;2.5;;
3.167;-2.595402;2.5;;
3.168;-2.605444;2.5;;
3.169;-2.60701;2.5;;
3.189;-2.651638;2.5;;
3.19;-2.65219;2.5;;
3.191;-2.65219;2.5;;
3.191;-2.65219;2.5;;
3.192;-2.65219;2.5;;
3.2115359;;;0.29307334523776;0.188494823314228
3.213;-2.697257;2.5;;
3.213;-2.696732;2.5;;
3.214;-2.697172;2.5;;
3.234;-2.719116;2.5;;
3.235;-2.731466;2.5;;
3.236;-2.739472;2.5;;
3.256;-2.785794;2.5;;
3.279;-2.830109;2.5;;
3.28;-2.830787;2.5;;
3.3;-2.853304;2.5;;
3.302;-2.872869;2.5;;
3.303;-2.875453;2.5;;
3.323;-2.920142;2.5;;
3.324;-2.920543;2.5;;
3.345;-2.942276;2.5;;
3.353;-2.964732;2.5;;
3.354;-2.965338;2.5;;
3.368;-3.008883;2.5;;
3.369;-3.009651;2.5;;
3.37;-3.009651;2.5;;
3.392;-2.978358;2.5;;
3.412;-2.934026;2.5;;
3.413;-2.933095;2.5;;
3.414;-2.932947;2.5;;
3.415;-2.932925;2.5;;
3.435;-2.888497;2.5;;
3.457;-2.844025;2.5;;
3.459;-2.843528;2.5;;
3.459;-2.843528;2.5;;
3.48;-2.800108;2.5;;
3.481;-2.799492;2.5;;
3.502;-2.755595;2.5;;
3.503;-2.754759;2.5;;
3.504;-2.7546;2.5;;
3.505;-2.754574;2.5;;
3.5128441;;;0.00401849428984544;0.303413247730005
3.502;-2.755595;2.5;;
3.503;-2.754759;2.5;;
3.504;-2.7546;2.5;;
3.505;-2.754574;2.5;;
3.524;-2.71033;2.5;;
3.525;-2.709904;2.5;;
3.527;-2.709749;2.5;;
3.547;-2.665726;2.5;;
3.568;-2.643441;2.5;;
3.57;-2.623511;2.5;;
3.57;-2.620649;2.5;;
3.592;-2.576355;2.5;;
3.593;-2.575975;2.5;;
3.613;-2.532462;2.5;;
3.614;-2.531714;2.5;;
3.615;-2.53143;2.5;;
3.616;-2.531389;2.5;;
3.636;-2.486997;2.5;;
3.637;-2.486558;2.5;;
3.637;-2.486483;2.5;;
3.638;-2.486448;2.5;;
3.639;-2.486439;2.5;;
3.659;-2.44167;2.5;;
3.66;-2.44167;2.5;;
3.661;-2.44167;2.5;;
3.681;-2.397618;2.5;;
3.682;-2.397232;2.5;;
3.683;-2.397053;2.5;;
3.683;-2.397053;2.5;;
3.684;-2.397053;2.5;;
3.703;-2.352907;2.5;;
3.704;-2.352487;2.5;;
3.704;-2.352436;2.5;;
3.725;-2.309854;2.5;;
3.726;-2.308881;2.5;;
3.727;-2.307811;2.5;;
3.748;-2.262993;2.5;;
3.749;-2.262993;2.5;;
3.75;-2.262993;2.5;;
3.75;-2.262993;2.5;;
3.751;-2.262993;2.5;;
3.771;-2.220999;2.5;;
3.772;-2.219687;2.5;;
3.773;-2.219037;2.5;;
3.794;-2.174184;2.5;;
3.795;-2.173739;2.5;;
3.796;-2.173676;2.5;;
3.796;-2.173665;2.5;;
3.798;-2.173656;2.5;;
3.8141451;;;0.216456008389921;0.245365766024905
3.817;-2.129077;2.5;;
3.818;-2.129077;2.5;;
3.818;-2.129077;2.5;;
3.837;-2.086087;2.5;;
