linearCube1Timestamp;linearCube1XPos;linearCube1YPos;linearCube1newCorr;linearCube1smoothCorr
0;;;0;0
0.3649629;;;0;0
0.6672611;;;0;0
0.9690592;;;0;0
1.2703529;;;0;0
1.5716469;;;0;0
1.8739449;;;0;0
2.1747384;;;0;0
2.259;-1.474129;-0.7;;
2.279;-1.527383;-0.7;;
2.28;-1.527383;-0.7;;
2.301;-1.58085;-0.7;;
2.302;-1.58085;-0.7;;
2.323;-1.634105;-0.7;;
2.324;-1.634105;-0.7;;
2.344;-1.688416;-0.7;;
2.344;-1.688416;-0.7;;
2.345;-1.688416;-0.7;;
2.365;-1.740714;-0.7;;
2.366;-1.741262;-0.7;;
2.367;-1.741354;-0.7;;
2.368;-1.741354;-0.7;;
2.388;-1.769066;-0.7;;
2.389;-1.769561;-0.7;;
2.39;-1.79515;-0.7;;
2.391;-1.79515;-0.7;;
2.41;-1.826564;-0.7;;
2.411;-1.827079;-0.7;;
2.412;-1.827322;-0.7;;
2.413;-1.827361;-0.7;;
2.433;-1.90156;-0.7;;
2.434;-1.902248;-0.7;;
2.434;-1.902353;-0.7;;
2.435;-1.902478;-0.7;;
2.455;-1.955344;-0.7;;
2.456;-1.955999;-0.7;;
2.457;-1.955999;-0.7;;
2.457;-1.955999;-0.7;;
2.4770367;;;-0.424826683388235;-0.141608894462745
2.435;-1.902478;-0.7;;
2.455;-1.955344;-0.7;;
2.456;-1.955999;-0.7;;
2.457;-1.955999;-0.7;;
2.457;-1.955999;-0.7;;
2.477;-2.008796;-0.7;;
2.478;-2.008891;-0.7;;
2.48;-2.010151;-0.7;;
2.499;-2.035634;-0.7;;
2.5;-2.050255;-0.7;;
2.501;-2.060285;-0.7;;
2.522;-2.116326;-0.7;;
2.523;-2.116896;-0.7;;
2.544;-2.170114;-0.7;;
2.545;-2.170645;-0.7;;
2.566;-2.19667;-0.7;;
2.568;-2.197284;-0.7;;
2.589;-2.262984;-0.7;;
2.59;-2.27295;-0.7;;
2.611;-2.329705;-0.7;;
2.612;-2.331068;-0.7;;
2.633;-2.384293;-0.7;;
2.635;-2.384842;-0.7;;
2.659;-2.437359;-0.7;;
2.66;-2.438275;-0.7;;
2.682;-2.487578;-0.7;;
2.685;-2.49226;-0.7;;
2.733;-2.635589;-0.7;;
2.7788332;;;-0.466100014261742;-0.296975565883326
2.781;-2.733396;-0.7;;
2.824;-2.839871;-0.7;;
2.847;-2.893624;-0.7;;
2.914;-2.972328;-0.7;;
2.958;-2.866666;-0.7;;
3.003;-2.759044;-0.7;;
3.048;-2.635608;-0.7;;
3.071;-2.597751;-0.7;;
3.0801279;;;0.314048828303531;-0.192292623115482
3.071;-2.597751;-0.7;;
3.137;-2.437258;-0.7;;
3.159;-2.383406;-0.7;;
3.226;-2.221994;-0.7;;
3.247;-2.195127;-0.7;;
3.293;-2.06118;-0.7;;
3.337;-1.980708;-0.7;;
3.364;-1.901321;-0.7;;
3.369;-1.88949;-0.7;;
3.37;-1.888966;-0.7;;
3.3824257;;;0.493566061094669;0.113838291712153
3.383;-1.841763;-0.7;;
3.405;-1.79323;-0.7;;
3.406;-1.79231;-0.7;;
3.407;-1.792155;-0.7;;
3.428;-1.737957;-0.7;;
3.429;-1.73746;-0.7;;
3.452;-1.691387;-0.7;;
3.478;-1.631424;-0.7;;
3.478;-1.631424;-0.7;;
3.48;-1.631424;-0.7;;
3.5;-1.578421;-0.7;;
3.501;-1.577757;-0.7;;
3.521;-1.51123;-0.7;;
3.521;-1.510377;-0.7;;
3.542;-1.471426;-0.7;;
3.543;-1.470952;-0.7;;
3.563;-1.417538;-0.7;;
3.564;-1.416992;-0.7;;
3.585;-1.364061;-0.7;;
3.586;-1.363587;-0.7;;
3.607;-1.310602;-0.7;;
