timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
18.5498365;5;0;13;0;0;15;0;12;1;4;0;0
23.6423994;0;0;15;0;0;2;1;0;12;0;0;0
42.5624303;17;4;0;4;0;5;15;3;10;0;0;6
62.0351704;4;4;0;13;5;0;0;5;6;13;1;5
77.9735316;12;12;4;13;0;1;0;1;0;5;0;3
83.5147706;24;24;0;0;0;0;0;0;0;13;0;0
100.9942503;23;23;0;8;0;5;0;0;12;0;0;2
107.9664632;25;25;0;0;0;2;0;0;12;0;0;0
121.1263807;27;27;0;6;0;0;0;0;0;12;0;0
137.7580103;29;29;3;0;0;0;8;2;1;6;12;0
143.4521183;16;16;0;13;0;0;0;0;0;0;5;0
158.1165442;32;22;3;3;7;0;0;0;9;0;0;10
161.8043381;31;22;0;0;0;0;0;0;0;0;11;0
174.2263144;22;22;0;0;0;1;13;11;6;3;0;0
