lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
6.436;0.4570397;0.5738213
6.438;0.4571148;0.5735192
6.439;0.4576547;0.573776
6.44;0.4582162;0.573102
6.458;0.4582477;0.5721567
6.458;0.4583856;0.5705967
6.459;0.4588668;0.5698615
6.46;0.4589108;0.5683634
6.436;0.4570397;0.5738213;;
6.438;0.4571148;0.5735192;;
6.439;0.4576547;0.573776;;
6.44;0.4582162;0.573102;;
6.458;0.4582477;0.5721567;;
6.458;0.4583856;0.5705967;;
6.459;0.4588668;0.5698615;;
6.46;0.4589108;0.5683634;;
6.436;0.4570397;0.5738213;;
6.438;0.4571148;0.5735192;;
6.439;0.4576547;0.573776;;
6.44;0.4582162;0.573102;;
6.458;0.4582477;0.5721567;;
6.458;0.4583856;0.5705967;;
6.459;0.4588668;0.5698615;;
6.46;0.4589108;0.5683634;;
6.481;0.4592494;0.5677222
6.481;0.4594242;0.5664722
6.505;0.4598479;0.5660862
6.508;0.4601572;0.5663136
6.509;0.4604818;0.5654355
6.51;0.4606837;0.5645327
6.51;0.461163;0.5643985
6.511;0.4613968;0.5635511
6.53;0.461875;0.5633055
6.531;0.4619854;0.5621656
6.531;0.4623923;0.5614353
6.532;0.4624897;0.5600848
6.436;0.4570397;0.5738213;;
6.438;0.4571148;0.5735192;;
6.439;0.4576547;0.573776;;
6.44;0.4582162;0.573102;;
6.458;0.4582477;0.5721567;;
6.458;0.4583856;0.5705967;;
6.459;0.4588668;0.5698615;;
6.46;0.4589108;0.5683634;;
6.481;0.4592494;0.5677222;;
6.481;0.4594242;0.5664722;;
6.505;0.4598479;0.5660862;;
6.508;0.4601572;0.5663136;;
6.509;0.4604818;0.5654355;;
6.51;0.4606837;0.5645327;;
6.51;0.461163;0.5643985;;
6.511;0.4613968;0.5635511;;
6.53;0.461875;0.5633055;;
6.531;0.4619854;0.5621656;;
6.531;0.4623923;0.5614353;;
6.532;0.4624897;0.5600848;;
6.552;0.4629026;0.559052
6.553;0.46298;0.5579178
6.554;0.4632161;0.5569705
6.555;0.4631913;0.5561374
6.436;0.4570397;0.5738213;;
6.438;0.4571148;0.5735192;;
6.439;0.4576547;0.573776;;
6.44;0.4582162;0.573102;;
6.458;0.4582477;0.5721567;;
6.458;0.4583856;0.5705967;;
6.459;0.4588668;0.5698615;;
6.46;0.4589108;0.5683634;;
6.481;0.4592494;0.5677222;;
6.481;0.4594242;0.5664722;;
6.505;0.4598479;0.5660862;;
6.508;0.4601572;0.5663136;;
6.509;0.4604818;0.5654355;;
6.51;0.4606837;0.5645327;;
6.51;0.461163;0.5643985;;
6.511;0.4613968;0.5635511;;
