Timestamp;Name;smoothCorrel;speed;task;selected;correlationToIntendedObject
30.5737596;1;0;45;0;;
30.5737596;2;0;45;0;;
30.5737596;3;0;45;0;;
30.5737596;4;0;45;0;;
30.5737596;5;0;45;0;;
30.5737596;6;0;45;0;;
30.5737596;7;0;45;0;;
30.5737596;8;0;45;0;;
30.5737596;9;0;45;0;;
30.5737596;0;0;45;0;;
30.6364259;1;0;45;0;;
30.6364259;2;0;45;0;;
30.6364259;3;0;45;0;;
30.6364259;4;0;45;0;;
30.6364259;5;0;45;0;;
30.6364259;6;0;45;0;;
30.6364259;7;0;45;0;;
30.6364259;8;0;45;0;;
30.6364259;9;0;45;0;;
30.6364259;0;0;45;0;;
30.6760328;1;-0.1993686;45;0;;
30.6760328;2;-0.1993686;45;0;;
30.6760328;3;-0.1170586;45;0;;
30.6760328;4;-0.1170586;45;0;;
30.6760328;5;-0.1170586;45;0;;
30.6760328;6;0.1170586;45;0;;
30.6760328;7;0.1170586;45;0;;
30.6760328;8;0.1993686;45;0;;
30.6760328;9;0.1993686;45;0;;
30.6760328;0;0.1582136;45;0;;
30.6830503;1;-0.309269;45;0;;
30.6830503;2;-0.3096167;45;0;;
30.6830503;3;-0.1707846;45;0;;
30.6830503;4;-0.1685854;45;0;;
30.6830503;5;-0.1833234;45;0;;
30.6830503;6;0.1690116;45;0;;
30.6830503;7;0.1701279;45;0;;
30.6830503;8;0.308552;45;0;;
30.6830503;9;0.3098215;45;0;;
30.6830503;0;0.2143056;45;0;;
30.6880636;1;-0.3752092;45;0;;
30.6880636;2;-0.3757656;45;0;;
30.6880636;3;-0.2030201;45;0;;
30.6880636;4;-0.1995015;45;0;;
30.6880636;5;-0.2230822;45;0;;
30.6880636;6;0.2001834;45;0;;
30.6880636;7;0.2019695;45;0;;
30.6880636;8;0.374062;45;0;;
30.6880636;9;0.3760932;45;0;;
30.6880636;0;0.2479607;45;0;;
30.7101229;1;-0.4191693;45;0;;
30.7101229;2;-0.4198648;45;0;;
30.7101229;3;-0.2245105;45;0;;
30.7101229;4;-0.2201122;45;0;;
30.7101229;5;-0.2495881;45;0;;
30.7101229;6;0.2209646;45;0;;
30.7101229;7;0.2231973;45;0;;
30.7101229;8;0.4177354;45;0;;
30.7101229;9;0.4202744;45;0;;
30.7101229;0;0.2703975;45;0;;
30.7321814;1;-0.4189571;45;0;;
30.7321814;2;-0.4181809;45;0;;
30.7321814;3;-0.1863056;45;0;;
30.7321814;4;-0.1735042;45;0;;
30.7321814;5;-0.2037943;45;0;;
30.7321814;6;0.1833086;45;0;;
30.7321814;7;0.1912841;45;0;;
30.7321814;8;0.408039;45;0;;
30.7321814;9;0.4111516;45;0;;
30.7321814;0;0.2242692;45;0;;
30.7547415;1;-0.4095506;45;0;;
30.7547415;2;-0.406075;45;0;;
30.7547415;3;-0.1456546;45;0;;
30.7547415;4;-0.1266937;45;0;;
30.7547415;5;-0.158913;45;0;;
30.7547415;6;0.1447722;45;0;;
30.7547415;7;0.156596;45;0;;
30.7547415;8;0.3886758;45;0;;
30.7547415;9;0.3932927;45;0;;
30.7547415;0;0.1796555;45;0;;
30.7657708;1;-0.4022344;45;0;;
30.7657708;2;-0.3966594;45;0;;
30.7657708;3;-0.1140371;45;0;;
30.7657708;4;-0.09028563;45;0;;
30.7657708;5;-0.1240054;45;0;;
30.7657708;6;0.1147995;45;0;;
30.7657708;7;0.1296163;45;0;;
30.7657708;8;0.3736155;45;0;;
30.7657708;9;0.3794025;45;0;;
30.7657708;0;0.144956;45;0;;
30.7768003;1;-0.39193;45;0;;
30.7768003;2;-0.3838303;45;0;;
30.7768003;3;-0.08275868;45;0;;
30.7768003;4;-0.05516232;45;0;;
30.7768003;5;-0.09071511;45;0;;
30.7768003;6;0.08562964;45;0;;
30.7768003;7;0.1026262;45;0;;
30.7768003;8;0.3556221;45;0;;
30.7768003;9;0.3629207;45;0;;
30.7768003;0;0.1121892;45;0;;
30.7878298;1;-0.3834992;45;0;;
