lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
5.126;0.485754;0.2463292
5.257;0.2082121;0.2046599
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.126;0.485754;0.2463292;;
5.257;0.2082121;0.2046599;;
5.75;0.001724832;0.25414
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
5.75;0.001724832;0.25414;;
6.098;0.001724832;0.25414
6.251;-0.3100775;0.1773741
