Gameobject;Timestamp;rx;ry;w;corrWindow;corrFreq;corrMethod;eye
small (1)Cube1;0;0;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;0;0;0;300;900;0.3;Pearson;BothEyes
smallCube3;0;0;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;0.38853;0;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;0.38853;0;0;300;900;0.3;Pearson;BothEyes
smallCube3;0.38853;0;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;0.6963468;0;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;0.6963468;0;0;300;900;0.3;Pearson;BothEyes
smallCube3;0.6963468;0;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;0.9978184;0;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;0.9978184;0;0;300;900;0.3;Pearson;BothEyes
smallCube3;0.9978184;0;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;1.2991162;0;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;1.2991162;0;0;300;900;0.3;Pearson;BothEyes
smallCube3;1.2991162;0;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;1.6009171;0;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;1.6009171;0;0;300;900;0.3;Pearson;BothEyes
smallCube3;1.6009171;0;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;1.9177567;0;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;1.9177567;0;0;300;900;0.3;Pearson;BothEyes
smallCube3;1.9177567;0;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;2.2305862;-0.549155861972391;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;2.2305862;-0.549155850532216;0;300;900;0.3;Pearson;BothEyes
smallCube3;2.2305862;0.549155849631698;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;2.538904;-0.109655832316396;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;2.538904;-0.109655739805637;0;300;900;0.3;Pearson;BothEyes
smallCube3;2.538904;0.109655692328528;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;2.8407041;0.804051129171468;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;2.8407041;0.804051198911628;0;300;900;0.3;Pearson;BothEyes
smallCube3;2.8407041;-0.596464452647185;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;3.1425042;0.991591660167011;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;3.1425042;0.991591650655822;0;300;900;0.3;Pearson;BothEyes
smallCube3;3.1425042;0.991591650377941;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;3.4443051;0.956624388137454;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;3.4443051;0.95662428963514;0;300;900;0.3;Pearson;BothEyes
smallCube3;3.4443051;0.956624386077677;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;3.7461257;-0.578147449068126;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;3.7461257;0.577881895995441;0;300;900;0.3;Pearson;BothEyes
smallCube3;3.7461257;-0.578147374712065;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;4.0469225;-0.138654982152701;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;4.0469225;-0.994444490466455;0;300;900;0.3;Pearson;BothEyes
smallCube3;4.0469225;0.994444478429205;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;4.3482216;-0.59911591810586;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;4.3482216;-0.599115776879172;0;300;900;0.3;Pearson;BothEyes
smallCube3;4.3482216;0.599115825224704;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;4.6389928;0.791111977557127;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;4.6389928;0.791112048516559;0;300;900;0.3;Pearson;BothEyes
smallCube3;4.6389928;-0.791112039757501;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;4.9402914;0.020015578664544;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;4.9402914;0.020015551926736;0;300;900;0.3;Pearson;BothEyes
smallCube3;4.9402914;-0.0200155700748627;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;5.2420915;-0.924370448302107;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;5.2420915;-0.92437044636862;0;300;900;0.3;Pearson;BothEyes
smallCube3;5.2420915;0.924370614173954;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;5.5438916;-0.996133326926007;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;5.5438916;-0.99613332218466;0;300;900;0.3;Pearson;BothEyes
smallCube3;5.5438916;0.99613332732308;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;5.8456925;-0.985988054951058;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;5.8456925;-0.985988058811614;0;300;900;0.3;Pearson;BothEyes
smallCube3;5.8456925;0.983274394599893;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;6.1474926;0.73549383201526;0;300;900;0.3;Pearson;BothEyes
small (2)Cube2;6.1474926;0.735493925984917;0;300;900;0.3;Pearson;BothEyes
smallCube3;6.1474926;0.735493966892866;0;300;900;0.3;Pearson;BothEyes
small (1)Cube1;6.4487912;0.969942244706185;0;300;900;0.3;Pearson;BothEyes
