large (2)Cube2Timestamp;large (2)Cube2XPos;large (2)Cube2YPos;large (2)Cube2newCorr;large (2)Cube2smoothCorr
0;;;0;0
0.4070791;;;0;0
0.7169015;;;0;0
1.0182001;;;0;0
1.3200002;;;0;0
1.6212988;;;0;0
1.9230992;;;0;0
2.167;2.543459;-2.5;;
2.186;2.490377;-2.5;;
2.207;2.438757;-2.5;;
2.208;2.437918;-2.5;;
2.209;2.437179;-2.5;;
2.2243977;;;-0.391968186471814;-0.130656062157271
2.228;2.384055;-2.5;;
2.229;2.38336;-2.5;;
2.23;2.38336;-2.5;;
2.238;2.358464;-2.5;;
2.249;2.325467;-2.5;;
2.251;2.324025;-2.5;;
2.251;2.324025;-2.5;;
2.252;2.324025;-2.5;;
2.272;2.276106;-2.5;;
2.297;2.225234;-2.5;;
2.32;2.169672;-2.5;;
2.343;2.11508;-2.5;;
2.408;1.954825;-2.5;;
2.452;1.874192;-2.5;;
2.495;1.740271;-2.5;;
2.516;1.687088;-2.5;;
2.5266996;;;0.494758171634441;0.0342633283875422
2.516;1.687088;-2.5;;
2.605;1.498513;-2.5;;
2.629;1.418462;-2.5;;
2.651;1.36413;-2.5;;
2.652;1.363505;-2.5;;
2.672;1.310997;-2.5;;
2.673;1.310452;-2.5;;
2.694;1.258542;-2.5;;
2.716;1.230264;-2.5;;
2.717;1.20826;-2.5;;
2.718;1.20253;-2.5;;
2.739;1.149962;-2.5;;
2.74;1.149528;-2.5;;
2.761;1.123229;-2.5;;
2.762;1.122611;-2.5;;
2.784;1.043304;-2.5;;
2.785;1.042568;-2.5;;
2.806;0.9888155;-2.5;;
2.807;0.9882904;-2.5;;
2.8280064;;;-0.400589427567467;-0.0992664808016135
2.829;0.935533;-2.5;;
2.83;0.9350761;-2.5;;
2.831;0.9349628;-2.5;;
2.831;0.9349437;-2.5;;
2.832;0.9349257;-2.5;;
2.851;0.8820304;-2.5;;
2.852;0.8815049;-2.5;;
2.853;0.8813818;-2.5;;
2.853;0.8813606;-2.5;;
2.873;0.8270885;-2.5;;
2.874;0.8265563;-2.5;;
2.874;0.8264648;-2.5;;
2.895;0.8009244;-2.5;;
2.896;0.7781989;-2.5;;
2.897;0.7742425;-2.5;;
2.898;0.7742425;-2.5;;
2.898;0.7742425;-2.5;;
2.918;0.7460856;-2.5;;
2.918;0.7458505;-2.5;;
2.919;0.7453707;-2.5;;
2.92;0.7453707;-2.5;;
2.939;0.6815233;-2.5;;
2.94;0.6705855;-2.5;;
2.941;0.6671851;-2.5;;
2.942;0.6666283;-2.5;;
2.962;0.6401485;-2.5;;
2.963;0.6182642;-2.5;;
2.964;0.6133607;-2.5;;
2.964;0.6133607;-2.5;;
2.992;0.5595401;-2.5;;
2.993;0.5595401;-2.5;;
2.995;0.5595401;-2.5;;
3.006;0.5069587;-2.5;;
3.008;0.5023655;-2.5;;
3.032;0.4551084;-2.5;;
3.054;0.4001684;-2.5;;
