small (2)Cube2Timestamp;small (2)Cube2XPos;small (2)Cube2YPos;small (2)Cube2newCorr;small (2)Cube2smoothCorr
0;;;0;0
0.38853;;;0;0
0.6963468;;;0;0
0.9978184;;;0;0
1.2991162;;;0;0
1.6009171;;;0;0
1.9177567;;;0;0
2.155;-0.4691959;-1;;
2.156;-0.4691959;-1;;
2.174;-0.5137413;-1;;
2.196;-0.5581091;-1;;
2.197;-0.5584839;-1;;
2.221;-0.6026738;-1;;
2.2305862;;;-0.274577925266108;-0.0915259750887027
2.232;-0.6219236;-1;;
2.242;-0.6498808;-1;;
2.245;-0.6557607;-1;;
2.266;-0.6927273;-1;;
2.267;-0.6930762;-1;;
2.287;-0.7477204;-1;;
2.288;-0.7483069;-1;;
2.309;-0.7817608;-1;;
2.31;-0.7820823;-1;;
2.311;-0.7821444;-1;;
2.331;-0.8264881;-1;;
2.332;-0.8268889;-1;;
2.352;-0.8707236;-1;;
2.353;-0.8711721;-1;;
2.374;-0.9161134;-1;;
2.375;-0.9161134;-1;;
2.394;-0.9603507;-1;;
2.396;-0.9609261;-1;;
2.417;-0.9827155;-1;;
2.418;-1.002116;-1;;
2.44;-1.061115;-1;;
2.441;-1.061631;-1;;
2.463;-1.098778;-1;;
2.483;-1.13904;-1;;
2.485;-1.139926;-1;;
2.505;-1.161969;-1;;
2.506;-1.184358;-1;;
2.528;-1.227997;-1;;
2.53;-1.228873;-1;;
2.538904;;;-0.0548278699028185;-0.109801931722976
2.528;-1.227997;-1;;
2.53;-1.228873;-1;;
2.55;-1.251726;-1;;
2.551;-1.269771;-1;;
2.573;-1.316727;-1;;
2.575;-1.318351;-1;;
2.596;-1.342164;-1;;
2.598;-1.34241;-1;;
2.618;-1.396856;-1;;
2.62;-1.408022;-1;;
2.64;-1.452048;-1;;
2.642;-1.452588;-1;;
2.663;-1.497255;-1;;
2.664;-1.497255;-1;;
2.685;-1.541013;-1;;
2.687;-1.542068;-1;;
2.708;-1.586282;-1;;
2.729;-1.630698;-1;;
2.731;-1.63163;-1;;
2.752;-1.685677;-1;;
2.753;-1.68622;-1;;
2.774;-1.720111;-1;;
2.775;-1.72042;-1;;
2.776;-1.720495;-1;;
2.776;-1.720508;-1;;
2.798;-1.764364;-1;;
2.798;-1.764836;-1;;
2.8;-1.76575;-1;;
2.801;-1.765854;-1;;
2.821;-1.810613;-1;;
2.822;-1.811055;-1;;
2.823;-1.811151;-1;;
2.823;-1.811167;-1;;
2.8407041;;;0.402025599455814;0.0242066014289624
2.843;-1.853934;-1;;
2.844;-1.854471;-1;;
2.845;-1.854471;-1;;
2.845;-1.854471;-1;;
2.865;-1.900432;-1;;
2.866;-1.900432;-1;;
2.866;-1.900432;-1;;
2.887;-1.921077;-1;;
2.887;-1.921135;-1;;
2.888;-1.921328;-1;;
2.889;-1.921328;-1;;
2.889;-1.921328;-1;;
2.908;-1.921328;-1;;
2.909;-1.921328;-1;;
2.909;-1.921328;-1;;
2.91;-1.921328;-1;;
2.93;-1.943721;-1;;
2.931;-1.943721;-1;;
2.932;-1.943721;-1;;
2.956;-2.061313;-1;;
2.956;-2.06251;-1;;
2.96;-2.077441;-1;;
2.961;-2.077441;-1;;
2.961;-2.077441;-1;;
2.995;-2.121764;-1;;
2.996;-2.121764;-1;;
2.997;-2.121764;-1;;
2.997;-2.121764;-1;;
3.017;-2.166823;-1;;
3.017;-2.166823;-1;;
3.019;-2.166823;-1;;
3.019;-2.166823;-1;;
3.038;-2.23328;-1;;
3.038;-2.233855;-1;;
3.039;-2.234096;-1;;
3.04;-2.234145;-1;;
3.059;-2.277967;-1;;
3.06;-2.27836;-1;;
3.06;-2.278383;-1;;
3.061;-2.278544;-1;;
3.08;-2.32356;-1;;
3.081;-2.32356;-1;;
3.081;-2.32356;-1;;
3.082;-2.32356;-1;;
3.102;-2.377544;-1;;
3.103;-2.377544;-1;;
3.103;-2.377544;-1;;
3.104;-2.377544;-1;;
3.124;-2.412752;-1;;
3.125;-2.413074;-1;;
3.125;-2.413126;-1;;
3.1425042;;;0.495795825327911;0.280997851626969
3.038;-2.23328;-1;;
3.038;-2.233855;-1;;
3.039;-2.234096;-1;;
3.04;-2.234145;-1;;
3.059;-2.277967;-1;;
3.06;-2.27836;-1;;
3.06;-2.278383;-1;;
3.061;-2.278544;-1;;
3.08;-2.32356;-1;;
3.081;-2.32356;-1;;
3.081;-2.32356;-1;;
3.082;-2.32356;-1;;
3.102;-2.377544;-1;;
3.103;-2.377544;-1;;
3.103;-2.377544;-1;;
3.104;-2.377544;-1;;
3.124;-2.412752;-1;;
3.125;-2.413074;-1;;
3.125;-2.413126;-1;;
3.147;-2.457153;-1;;
3.148;-2.457567;-1;;
3.149;-2.457649;-1;;
3.15;-2.457649;-1;;
3.15;-2.457649;-1;;
3.169;-2.501983;-1;;
3.17;-2.502573;-1;;
3.171;-2.502573;-1;;
3.171;-2.502573;-1;;
3.19;-2.546532;-1;;
3.191;-2.547101;-1;;
3.192;-2.547101;-1;;
3.192;-2.547101;-1;;
3.212;-2.591347;-1;;
3.212;-2.591702;-1;;
3.213;-2.591861;-1;;
3.236;-2.636216;-1;;
3.237;-2.636539;-1;;
3.237;-2.636699;-1;;
3.238;-2.636699;-1;;
3.258;-2.690408;-1;;
3.259;-2.690408;-1;;
3.279;-2.725819;-1;;
3.28;-2.725819;-1;;
3.28;-2.725819;-1;;
3.281;-2.725819;-1;;
3.281;-2.725819;-1;;
3.301;-2.770518;-1;;
3.301;-2.770518;-1;;
3.302;-2.770518;-1;;
3.322;-2.827228;-1;;
3.323;-2.827765;-1;;
3.323;-2.827853;-1;;
3.4443051;;;0.47831214481757;0.458711189867098
3.457;-2.932274;-1;;
3.458;-2.932412;-1;;
3.48;-2.888521;-1;;
3.481;-2.888113;-1;;
3.482;-2.888048;-1;;
3.483;-2.88803;-1;;
3.483;-2.888006;-1;;
3.484;-2.888019;-1;;
3.502;-2.844114;-1;;
3.503;-2.84351;-1;;
3.504;-2.84351;-1;;
3.504;-2.84351;-1;;
3.524;-2.799002;-1;;
3.525;-2.798576;-1;;
3.525;-2.798504;-1;;
3.545;-2.754519;-1;;
3.546;-2.754063;-1;;
3.547;-2.753997;-1;;
3.547;-2.753985;-1;;
3.569;-2.698699;-1;;
3.57;-2.698175;-1;;
3.571;-2.698101;-1;;
3.571;-2.698089;-1;;
3.572;-2.698081;-1;;
3.592;-2.664495;-1;;
3.592;-2.664495;-1;;
3.593;-2.664495;-1;;
3.613;-2.621036;-1;;
3.614;-2.620673;-1;;
3.615;-2.620552;-1;;
3.615;-2.620492;-1;;
3.616;-2.620492;-1;;
3.635;-2.576049;-1;;
3.636;-2.575635;-1;;
3.657;-2.531099;-1;;
3.658;-2.530714;-1;;
3.658;-2.530558;-1;;
3.659;-2.530558;-1;;
3.66;-2.530558;-1;;
3.685;-2.508141;-1;;
3.686;-2.491746;-1;;
3.686;-2.489084;-1;;
3.687;-2.485996;-1;;
3.687;-2.485996;-1;;
3.701;-2.442644;-1;;
3.702;-2.441608;-1;;
3.723;-2.419306;-1;;
3.723;-2.402121;-1;;
3.724;-2.390616;-1;;
3.725;-2.388776;-1;;
3.726;-2.388482;-1;;
3.727;-2.388439;-1;;
3.7461257;;;0.288940947997721;0.421016306047734
3.747;-2.352459;-1;;
3.748;-2.352427;-1;;
3.769;-2.308308;-1;;
3.769;-2.308019;-1;;
3.77;-2.307355;-1;;
3.771;-2.307263;-1;;
3.772;-2.307244;-1;;
3.79;-2.262942;-1;;
3.791;-2.262427;-1;;
3.792;-2.262358;-1;;
3.813;-2.218329;-1;;
3.814;-2.217906;-1;;
3.815;-2.217825;-1;;
3.816;-2.217812;-1;;
3.836;-2.173537;-1;;
3.837;-2.173086;-1;;
3.838;-2.173014;-1;;
3.838;-2.172985;-1;;
3.839;-2.172985;-1;;
3.84;-2.172985;-1;;
3.859;-2.130457;-1;;
3.86;-2.13004;-1;;
3.881;-2.076708;-1;;
3.881;-2.076082;-1;;
3.882;-2.075597;-1;;
3.883;-2.075461;-1;;
3.884;-2.075441;-1;;
3.903;-2.04075;-1;;
3.904;-2.040287;-1;;
3.905;-2.040287;-1;;
3.925;-1.996633;-1;;
3.926;-1.996218;-1;;
3.927;-1.996123;-1;;
3.927;-1.996107;-1;;
3.948;-1.951541;-1;;
3.949;-1.951122;-1;;
3.949;-1.95105;-1;;
3.95;-1.951007;-1;;
3.951;-1.951007;-1;;
3.951;-1.951007;-1;;
3.969;-1.906782;-1;;
3.97;-1.906306;-1;;
3.992;-1.861936;-1;;
3.993;-1.861585;-1;;
3.994;-1.861472;-1;;
3.994;-1.861466;-1;;
3.995;-1.861434;-1;;
4.015;-1.817401;-1;;
4.022;-1.816838;-1;;
4.023;-1.816838;-1;;
4.038;-1.759801;-1;;
4.039;-1.759026;-1;;
4.04;-1.758904;-1;;
4.0469225;;;-0.497222245233227;0.0900102825273546
4.038;-1.759801;-1;;
4.039;-1.759026;-1;;
4.04;-1.758904;-1;;
4.062;-1.727615;-1;;
4.083;-1.68314;-1;;
4.084;-1.682702;-1;;
4.085;-1.682637;-1;;
4.086;-1.682621;-1;;
4.105;-1.639007;-1;;
4.106;-1.638442;-1;;
4.107;-1.638442;-1;;
4.108;-1.638442;-1;;
4.108;-1.638442;-1;;
4.128;-1.59407;-1;;
4.129;-1.593511;-1;;
4.13;-1.593511;-1;;
4.15;-1.549165;-1;;
4.151;-1.548724;-1;;
4.151;-1.548649;-1;;
4.152;-1.548607;-1;;
4.174;-1.504621;-1;;
4.175;-1.504285;-1;;
4.175;-1.504278;-1;;
4.176;-1.50412;-1;;
4.176;-1.50412;-1;;
4.177;-1.50412;-1;;
4.196;-1.44866;-1;;
4.196;-1.44866;-1;;
4.217;-1.415502;-1;;
4.218;-1.415221;-1;;
4.219;-1.415141;-1;;
4.219;-1.41513;-1;;
4.22;-1.415115;-1;;
4.239;-1.37044;-1;;
4.24;-1.370001;-1;;
4.24;-1.36984;-1;;
4.261;-1.325497;-1;;
4.262;-1.325497;-1;;
4.284;-1.280846;-1;;
4.284;-1.280846;-1;;
4.285;-1.280846;-1;;
4.285;-1.280846;-1;;
4.305;-1.236683;-1;;
4.306;-1.236139;-1;;
4.307;-1.236139;-1;;
4.307;-1.236139;-1;;
4.328;-1.191904;-1;;
4.329;-1.191497;-1;;
4.33;-1.19141;-1;;
4.331;-1.191387;-1;;
4.331;-1.191387;-1;;
4.3482216;;;-0.299557888439586;-0.169279728558364
4.328;-1.191904;-1;;
4.329;-1.191497;-1;;
4.33;-1.19141;-1;;
4.331;-1.191387;-1;;
4.331;-1.191387;-1;;
4.357;-1.137212;-1;;
4.358;-1.136689;-1;;
4.359;-1.136689;-1;;
4.372;-1.093893;-1;;
4.373;-1.093332;-1;;
4.373;-1.093298;-1;;
4.374;-1.093114;-1;;
4.395;-1.057921;-1;;
4.396;-1.057626;-1;;
4.397;-1.057539;-1;;
4.418;-1.013286;-1;;
4.418;-1.013079;-1;;
4.419;-1.012808;-1;;
4.42;-1.012759;-1;;
4.441;-0.9686751;-1;;
4.442;-0.9682888;-1;;
4.443;-0.9681888;-1;;
4.443;-0.9681724;-1;;
4.444;-0.9681588;-1;;
4.463;-0.9239552;-1;;
4.464;-0.9234744;-1;;
4.465;-0.9233802;-1;;
4.466;-0.9233802;-1;;
4.466;-0.9233802;-1;;
4.486;-0.8788225;-1;;
4.487;-0.8788225;-1;;
4.508;-0.8247987;-1;;
4.508;-0.8244019;-1;;
4.509;-0.8242058;-1;;
4.51;-0.824151;-1;;
4.51;-0.824151;-1;;
4.511;-0.824151;-1;;
