large (1)Cube1Timestamp;large (1)Cube1XPos;large (1)Cube1YPos;large (1)Cube1newCorr;large (1)Cube1smoothCorr
0;;;0;0
0.4070791;;;0;0
0.7169015;;;0;0
1.0182001;;;0;0
1.3200002;;;0;0
1.6212988;;;0;0
1.9230992;;;0;0
2.167;-0.6197651;0;;
2.186;-0.6716943;0;;
2.207;-0.7244945;0;;
2.208;-0.7253526;0;;
2.209;-0.7261089;0;;
2.2243977;;;-0.391003721371526;-0.130334573790509
2.228;-0.7787546;0;;
2.229;-0.7794433;0;;
2.23;-0.7794433;0;;
2.238;-0.8103573;0;;
2.249;-0.8323914;0;;
2.251;-0.8333546;0;;
2.251;-0.8333546;0;;
2.252;-0.8333546;0;;
2.272;-0.8864207;0;;
2.297;-0.950976;0;;
2.32;-0.9934747;0;;
2.343;-1.047968;0;;
2.408;-1.208108;0;;
2.452;-1.289035;0;;
2.495;-1.422458;0;;
2.516;-1.476079;0;;
2.5266996;;;0.494299651911557;0.0344319768466769
2.516;-1.476079;0;;
2.605;-1.665205;0;;
2.629;-1.74675;0;;
2.651;-1.798431;0;;
2.652;-1.799026;0;;
2.672;-1.851976;0;;
2.673;-1.852526;0;;
2.694;-1.904826;0;;
2.716;-1.933165;0;;
2.717;-1.954559;0;;
2.718;-1.960131;0;;
2.739;-2.013078;0;;
2.74;-2.013515;0;;
2.761;-2.040223;0;;
2.762;-2.040851;0;;
2.784;-2.119936;0;;
2.785;-2.12067;0;;
2.806;-2.173813;0;;
2.807;-2.174332;0;;
2.8280064;;;-0.400257934771501;-0.0989873347438235
2.829;-2.227561;0;;
2.83;-2.228022;0;;
2.831;-2.228136;0;;
2.831;-2.228156;0;;
2.832;-2.228174;0;;
2.851;-2.281421;0;;
2.852;-2.28195;0;;
2.853;-2.282074;0;;
2.853;-2.282096;0;;
2.873;-2.335042;0;;
2.874;-2.335561;0;;
2.874;-2.33565;0;;
2.895;-2.361787;0;;
2.896;-2.386638;0;;
2.897;-2.390964;0;;
2.898;-2.390964;0;;
2.898;-2.390964;0;;
2.918;-2.415698;0;;
2.918;-2.415904;0;;
2.919;-2.416326;0;;
2.92;-2.416326;0;;
2.939;-2.468599;0;;
2.94;-2.488761;0;;
2.941;-2.495029;0;;
2.942;-2.496055;0;;
2.962;-2.522643;0;;
2.963;-2.545496;0;;
2.964;-2.550617;0;;
2.964;-2.550617;0;;
2.992;-2.604207;0;;
2.993;-2.604207;0;;
2.995;-2.604207;0;;
3.006;-2.65333;0;;
3.008;-2.657621;0;;
3.032;-2.70759;0;;
3.054;-2.763562;0;;
3.055;-2.764258;0;;
3.056;-2.764573;0;;
3.075;-2.791672;0;;
3.076;-2.791947;0;;
3.077;-2.792006;0;;
3.077;-2.792016;0;;
3.078;-2.792021;0;;
3.097;-2.870935;0;;
3.098;-2.871764;0;;
3.099;-2.871977;0;;
3.12;-2.924887;0;;
3.121;-2.924887;0;;
3.122;-2.924887;0;;
