largeCube3Timestamp;largeCube3XPos;largeCube3YPos;largeCube3newCorr;largeCube3smoothCorr
0;;;0;0
0.4070791;;;0;0
0.7169015;;;0;0
1.0182001;;;0;0
1.3200002;;;0;0
1.6212988;;;0;0
1.9230992;;;0;0
2.167;2.815722;2.5;;
2.186;2.868804;2.5;;
2.207;2.920424;2.5;;
2.208;2.921263;2.5;;
2.209;2.922002;2.5;;
2.2243977;;;0.391968186471814;0.130656062157271
2.228;2.975126;2.5;;
2.229;2.975821;2.5;;
2.23;2.975821;2.5;;
2.238;3.000717;2.5;;
2.249;3.00003;2.5;;
2.251;3;2.5;;
2.251;3;2.5;;
2.252;3;2.5;;
2.272;2.952081;2.5;;
2.297;2.901209;2.5;;
2.32;2.845647;2.5;;
2.343;2.791055;2.5;;
2.408;2.6308;2.5;;
2.452;2.550167;2.5;;
2.495;2.416245;2.5;;
2.516;2.363063;2.5;;
2.5266996;;;0.497415933133534;0.296461373201783
2.516;2.363063;2.5;;
2.605;2.174487;2.5;;
2.629;2.094437;2.5;;
2.651;2.040106;2.5;;
2.652;2.03948;2.5;;
2.672;1.986972;2.5;;
2.673;1.986427;2.5;;
2.694;1.934517;2.5;;
2.716;1.906239;2.5;;
2.717;1.884236;2.5;;
2.718;1.878505;2.5;;
2.739;1.825937;2.5;;
2.74;1.825503;2.5;;
2.761;1.799204;2.5;;
2.762;1.798586;2.5;;
2.784;1.719279;2.5;;
2.785;1.718543;2.5;;
2.806;1.664791;2.5;;
2.807;1.664266;2.5;;
2.8280064;;;-0.400589366216739;0.16293158446287
2.829;1.611508;2.5;;
2.83;1.611051;2.5;;
2.831;1.610938;2.5;;
2.831;1.610919;2.5;;
2.832;1.610901;2.5;;
2.851;1.558005;2.5;;
2.852;1.55748;2.5;;
2.853;1.557357;2.5;;
2.853;1.557336;2.5;;
2.873;1.503064;2.5;;
2.874;1.502531;2.5;;
2.874;1.50244;2.5;;
2.895;1.4769;2.5;;
2.896;1.454174;2.5;;
2.897;1.450218;2.5;;
2.898;1.450218;2.5;;
2.898;1.450218;2.5;;
2.918;1.422061;2.5;;
2.918;1.421826;2.5;;
2.919;1.421346;2.5;;
2.92;1.421346;2.5;;
2.939;1.357498;2.5;;
2.94;1.34656;2.5;;
2.941;1.34316;2.5;;
2.942;1.342603;2.5;;
2.962;1.316123;2.5;;
2.963;1.294239;2.5;;
2.964;1.289336;2.5;;
2.964;1.289336;2.5;;
2.992;1.235515;2.5;;
2.993;1.235515;2.5;;
2.995;1.235515;2.5;;
3.006;1.182934;2.5;;
3.008;1.17834;2.5;;
3.032;1.131083;2.5;;
3.054;1.076143;2.5;;
3.055;1.075461;2.5;;
3.056;1.075152;2.5;;
3.075;1.047831;2.5;;
3.076;1.047554;2.5;;
3.077;1.047495;2.5;;
3.077;1.047484;2.5;;
3.078;1.047479;2.5;;
3.097;0.9684068;2.5;;
3.098;0.9675762;2.5;;
3.099;0.9673622;2.5;;
