timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
65.4772566;18.5772731;3;14.83581;12.82361;3;14.83581;12.82361;True;1;1;0;43.87466;(5.8, 1.8);(26.1, 7.2);32;False;15;0.6;900;0.08;300
94.4914947;26.0157649;15;7.552229;7.757605;12;8.56181;6.869982;False;0.9999847;0.9062164;19.94864;23.89117;(6.3, -11.3);(7.9, -20.3);87;False;13;0.6;900;0.08;300
106.9603851;9.4767111;12;7.517055;6.452368;12;7.517055;6.452368;True;1;1;0;29.67173;(-6.9, 3.6);(5.8, -3.3);35;False;14;0.6;900;0.08;300
118.4499663;8.5011065;7;9.4797;7.801371;8;9.473186;10.4641;False;0.9924555;-0.9717746;19.90673;38.2313;(4.0, 17.4);(5.3, 30.6);89;True;14;0.6;900;0.08;300
125.0154333;3.5725083;8;8.75967;10.47499;8;8.75967;10.47499;True;1;1;0;38.2313;(4.0, 17.4);(21.0, 23.6);89;True;15;0.6;900;0.08;300
144.445649;16.4447574;21;13.69442;10.47497;21;13.69442;10.47497;True;1;1;0;20.52694;(10.2, -3.0);(20.1, -4.0);55;False;15;0.6;900;0.08;300
152.3826725;4.9471549;19;19.84618;15.3683;6;7.523148;8.645674;False;-0.920648;0.9985423;16.39399;28.81285;(-8.0, 5.0);(5.0, -0.7);83;False;15;0.6;900;0.08;300
159.1586645;3.7815281;6;6.672325;7.768771;6;6.672325;7.768771;True;1;1;0;38.2313;(4.0, 17.4);(2.7, 2.0);89;True;15;0.6;900;0.08;300
205.579385;43.422231;24;7.696873;8.140553;18;13.75211;10.96839;False;0.9425858;-0.9891305;4.749779;10.19887;(7.7, -4.0);(7.2, 0.2);46;False;15;0.6;900;0.08;300
213.1625292;4.582657;18;13.6534;10.73611;18;13.6534;10.73611;True;1;1;0;11.39423;(6.3, -16.8);(10.7, -14.0);89;False;15;0.6;900;0.08;300
