timestamp;radius;velocity;walking
17.974962;1.5;1.17;False
24.8297038;0.5;1.17;False
30.9073963;2.5;1.96;False
36.9730568;0.5;1.96;False
43.8308284;2.5;1.17;False
52.6999587;2.5;0.39;False
60.3624017;2.5;0.39;False
67.6342757;2.5;0.39;False
73.9007643;0.5;1.17;False
79.7648879;2.5;1.96;False
86.0202149;0.5;0.39;False
92.6664223;2.5;1.17;False
99.9162386;0.5;0.39;False
106.3719378;1.5;1.96;False
111.8349929;0.5;0.39;False
117.8770908;1.5;0.39;False
125.9305475;0.5;1.96;False
132.1862143;1.5;0.39;False
140.4627738;2.5;1.96;False
147.3210462;1.5;1.17;False
153.7662183;2.5;1.17;False
162.0323136;1.5;1.96;False
168.2875131;0.5;1.96;False
175.93891;1.5;1.17;False
182.0161018;1.5;0.39;False
187.8689506;1.5;1.96;False
192.917411;0.5;1.17;False
