24.8136608;0;0;3;16;0;
30.8878444;15;0;0;0;0;
36.9605237;0;2;16;0;0;
43.8102732;0;0;0;17;6;
52.6784007;17;0;0;0;5;
60.3448543;0;15;0;0;0;
67.6147243;0;0;2;16;1;
73.8807101;16;0;0;0;1;
79.745335;17;5;0;0;0;
86.0036706;0;0;3;16;1;
92.6458673;0;0;3;16;0;
99.900195;0;7;17;0;0;
106.3518847;0;16;3;0;0;
111.8149392;0;16;1;0;0;
117.8560343;0;2;16;0;0;
125.9130005;0;4;16;0;0;
132.1651586;16;3;0;0;0;
140.4472321;0;4;16;0;0;
147.3014943;0;0;3;17;2;
153.7446608;0;0;3;17;2;
162.0157663;17;0;0;0;6;
168.2719714;0;16;3;0;0;
175.9188566;0;0;0;16;1;
181.9955463;0;16;1;0;0;
187.8509018;15;0;0;0;0;
192.8973571;0;0;0;15;0;
199.3525671;0;0;15;0;0;
