yCubeCube3Timestamp;yCubeCube3XPos;yCubeCube3YPos;yCubeCube3newCorr;yCubeCube3smoothCorr
0;;;0;0
0.1975249;;;0;0
0.4983246;;;0;0
0.7996262;;;0;0
1.1014277;;;0;0
1.4027282;;;0;0
1.7045303;;;0;0
2.0068343;;;0;0
2.072;-2;1.659347;;
2.073;-2;1.659347;;
2.091;-2;1.615133;;
2.092;-2;1.614102;;
2.113;-2;1.567838;;
2.115;-2;1.567359;;
2.135;-2;1.525562;;
2.137;-2;1.525049;;
2.157;-2;1.479879;;
2.158;-2;1.479879;;
2.159;-2;1.479879;;
2.159;-2;1.479879;;
2.179;-2;1.435401;;
2.18;-2;1.434952;;
2.181;-2;1.434879;;
2.201;-2;1.391741;;
2.202;-2;1.391303;;
2.203;-2;1.391203;;
2.204;-2;1.391203;;
2.204;-2;1.391203;;
2.205;-2;1.391203;;
2.223;-2;1.347166;;
2.224;-2;1.346726;;
2.225;-2;1.346604;;
2.245;-2;1.303098;;
2.247;-2;1.301644;;
2.268;-2;1.257864;;
2.269;-2;1.25697;;
2.29;-2;1.21218;;
2.291;-2;1.211641;;
2.3081348;;;-0.397834998980216;-0.0994587497450539
2.312;-2;1.168406;;
2.313;-2;1.167516;;
2.333;-2;1.123623;;
2.338;-2;1.123304;;
2.38;-2;1.034036;;
2.403;-2;0.9888941;;
2.423;-2;0.9448489;;
2.425;-2;0.9443721;;
2.468;-2;0.8553942;;
2.49;-2;0.8106901;;
2.512;-2;0.7660279;;
2.555;-2;0.6760848;;
2.556;-2;0.6756577;;
2.577;-2;0.6312295;;
2.598;-2;0.608264;;
2.6099369;;;-0.479686485574701;-0.219380371138729
2.619;-2;0.5648317;;
2.62;-2;0.5644063;;
2.641;-2;0.5192549;;
2.662;-2;0.4747924;;
2.663;-2;0.4743421;;
2.684;-2;0.4286349;;
2.685;-2;0.4280863;;
2.705;-2;0.3858822;;
2.706;-2;0.3854633;;
2.727;-2;0.3406596;;
2.729;-2;0.3406596;;
2.729;-2;0.3406596;;
2.816;-2;0.1606433;;
2.838;-2;0.1176877;;
2.839;-2;0.1168689;;
2.861;-2;0.07374142;;
2.863;-2;0.07243349;;
2.883;-2;0.02726208;;
2.884;-2;0.02669325;;
2.904;-2;-0.01730809;;
2.906;-2;-0.0178471;;
2.9122404;;;-0.305236072615705;-0.295689389292656
2.904;-2;-0.01730809;;
2.906;-2;-0.0178471;;
2.928;-2;-0.06239399;;
2.95;-2;-0.1068683;;
2.972;-2;-0.1517529;;
2.994;-2;-0.196453;;
2.995;-2;-0.1971958;;
3.015;-2;-0.2392629;;
3.016;-2;-0.2397085;;
3.017;-2;-0.239775;;
3.036;-2;-0.2839782;;
3.037;-2;-0.2845517;;
3.038;-2;-0.2845517;;
3.039;-2;-0.2845517;;
3.058;-2;-0.3284106;;
3.059;-2;-0.3292068;;
3.06;-2;-0.3294815;;
3.061;-2;-0.3295423;;
3.08;-2;-0.3733889;;
3.081;-2;-0.3738472;;
3.081;-2;-0.3739252;;
3.082;-2;-0.3739696;;
3.102;-2;-0.4183899;;
3.102;-2;-0.4187607;;
3.103;-2;-0.4194092;;
3.104;-2;-0.4194959;;
3.124;-2;-0.4408846;;
3.124;-2;-0.4449644;;
3.125;-2;-0.4604657;;
3.126;-2;-0.4641478;;
3.146;-2;-0.4866201;;
3.147;-2;-0.5042668;;
3.148;-2;-0.5082339;;
3.149;-2;-0.5082339;;
3.168;-2;-0.5314158;;
3.169;-2;-0.5415939;;
3.17;-2;-0.5509723;;
3.172;-2;-0.5527658;;
3.19;-2;-0.5755064;;
3.194;-2;-0.5882545;;
3.195;-2;-0.5909599;;
3.2145443;;;0.397328303189056;-0.196357313495392
3.19;-2;-0.5755064;;
3.194;-2;-0.5882545;;
3.195;-2;-0.5909599;;
3.214;-2;-0.6398025;;
3.215;-2;-0.6399314;;
3.217;-2;-0.6418298;;
3.24;-2;-0.6862928;;
3.241;-2;-0.6868353;;
3.243;-2;-0.6871739;;
3.263;-2;-0.7315645;;
3.264;-2;-0.7323577;;
3.286;-2;-0.7763982;;
3.287;-2;-0.7771211;;
3.309;-2;-0.820776;;
3.33;-2;-0.8429588;;
3.331;-2;-0.8432948;;
3.351;-2;-0.9101036;;
3.352;-2;-0.9111617;;
3.353;-2;-0.9116415;;
3.373;-2;-0.9551487;;
3.374;-2;-0.9556074;;
3.394;-2;-0.999683;;
3.395;-2;-1.000138;;
3.416;-2;-1.044512;;
3.417;-2;-1.044922;;
3.437;-2;-1.089288;;
3.438;-2;-1.08975;;
3.458;-2;-1.111744;;
3.459;-2;-1.111957;;
3.479;-2;-1.156488;;
3.481;-2;-1.176517;;
3.5153432;;;-0.464376679681367;-0.212992733670679
3.561;-2;-1.335024;;
3.562;-2;-1.335393;;
3.564;-2;-1.335509;;
3.565;-2;-1.335519;;
3.565;-2;-1.335522;;
3.566;-2;-1.335522;;
3.567;-2;-1.335522;;
3.568;-2;-1.335522;;
3.593;-2;-1.380033;;
3.607;-2;-1.425646;;
3.608;-2;-1.425646;;
3.608;-2;-1.425646;;
3.628;-2;-1.468774;;
3.629;-2;-1.469304;;
3.63;-2;-1.469304;;
3.631;-2;-1.469304;;
3.631;-2;-1.469304;;
3.65;-2;-1.51369;;
3.651;-2;-1.514155;;
3.651;-2;-1.514234;;
3.652;-2;-1.514268;;
3.672;-2;-1.558952;;
3.673;-2;-1.559327;;
3.673;-2;-1.559511;;
3.674;-2;-1.559511;;
3.694;-2;-1.603549;;
3.695;-2;-1.603549;;
3.696;-2;-1.603549;;
3.696;-2;-1.603549;;
3.716;-2;-1.625884;;
3.717;-2;-1.647666;;
3.717;-2;-1.647666;;
3.718;-2;-1.647666;;
3.737;-2;-1.670002;;
3.738;-2;-1.686859;;
3.739;-2;-1.690694;;
3.759;-2;-1.715364;;
3.76;-2;-1.715618;;
3.761;-2;-1.731954;;
3.762;-2;-1.737446;;
3.763;-2;-1.737446;;
3.781;-2;-1.760098;;
3.781;-2;-1.760272;;
3.802;-2;-1.804178;;
3.803;-2;-1.804577;;
3.803;-2;-1.804646;;
3.804;-2;-1.804686;;
3.805;-2;-1.804692;;
3.8161428;;;-0.452875553855567;-0.206290000740896
3.824;-2;-1.849455;;
3.824;-2;-1.849825;;
3.825;-2;-1.850015;;
3.845;-2;-1.893938;;
3.846;-2;-1.894366;;
3.847;-2;-1.894454;;
3.847;-2;-1.894469;;
3.867;-2;-1.938299;;
3.868;-2;-1.938848;;
3.869;-2;-1.938848;;
3.869;-2;-1.938848;;
3.889;-2;-1.982524;;
3.889;-2;-1.982668;;
3.89;-2;-1.983083;;
3.891;-2;-1.983083;;
3.91;-2;-2.027725;;
3.91;-2;-2.027942;;
3.911;-2;-2.028218;;
3.912;-2;-2.028295;;
3.931;-2;-2.071543;;
3.932;-2;-2.071959;;
3.932;-2;-2.072108;;
3.933;-2;-2.072108;;
3.952;-2;-2.116685;;
3.958;-2;-2.117243;;
3.959;-2;-2.11726;;
3.959;-2;-2.117263;;
3.974;-2;-2.160758;;
3.975;-2;-2.161494;;
3.995;-2;-2.183342;;
3.996;-2;-2.20121;;
3.997;-2;-2.206359;;
3.998;-2;-2.206359;;
3.998;-2;-2.206359;;
3.999;-2;-2.206359;;
4.018;-2;-2.229664;;
4.019;-2;-2.251217;;
4.02;-2;-2.251217;;
4.02;-2;-2.251217;;
4.04;-2;-2.295107;;
4.041;-2;-2.295657;;
4.041;-2;-2.295657;;
4.042;-2;-2.295657;;
4.062;-2;-2.317582;;
4.063;-2;-2.327645;;
4.064;-2;-2.341465;;
4.084;-2;-2.364215;;
4.086;-2;-2.385437;;
4.086;-2;-2.385437;;
4.087;-2;-2.385437;;
4.108;-2;-2.429078;;
4.109;-2;-2.429463;;
4.109;-2;-2.429522;;
4.11;-2;-2.429584;;
4.1184466;;;-0.00256262322504699;-0.130621638393231
4.108;-2;-2.429078;;
4.109;-2;-2.429463;;
4.109;-2;-2.429522;;
4.11;-2;-2.429584;;
4.13;-2;-2.474217;;
4.13;-2;-2.474487;;
4.131;-2;-2.474708;;
4.151;-2;-2.497014;;
4.152;-2;-2.497222;;
4.153;-2;-2.513804;;
4.153;-2;-2.516631;;
4.154;-2;-2.518491;;
4.174;-2;-2.564256;;
4.175;-2;-2.564256;;
4.175;-2;-2.564256;;
4.196;-2;-2.607831;;
4.197;-2;-2.608231;;
4.198;-2;-2.608318;;
4.198;-2;-2.608332;;
4.219;-2;-2.652936;;
4.219;-2;-2.653283;;
4.22;-2;-2.653432;;
4.221;-2;-2.65347;;
4.222;-2;-2.65347;;
4.241;-2;-2.697367;;
4.242;-2;-2.697832;;
4.243;-2;-2.697909;;
4.263;-2;-2.719897;;
4.264;-2;-2.735678;;
4.264;-2;-2.742475;;
4.265;-2;-2.742475;;
4.266;-2;-2.742475;;
4.285;-2;-2.788805;;
4.286;-2;-2.790199;;
4.308;-2;-2.831071;;
4.309;-2;-2.831669;;
4.31;-2;-2.831875;;
4.311;-2;-2.831983;;
4.311;-2;-2.831983;;
4.334;-2;-2.871106;;
4.338;-2;-2.876085;;
4.339;-2;-2.876502;;
4.341;-2;-2.891565;;
4.342;-2;-2.895339;;
4.353;-2;-2.920701;;
4.354;-2;-2.921483;;
4.355;-2;-2.921679;;
4.376;-2;-2.965475;;
4.377;-2;-2.966069;;
4.378;-2;-2.966539;;
4.378;-2;-2.966539;;
4.379;-2;-2.966539;;
4.398;-2;-3.010464;;
4.398;-2;-3.010835;;
4.399;-2;-3.011015;;
4.4197473;;;0.143678172058126;-0.194034171175964
4.42;-2;-2.977978;;
4.422;-2;-2.977648;;
4.422;-2;-2.977593;;
4.423;-2;-2.977593;;
4.443;-2;-2.933476;;
4.444;-2;-2.933086;;
4.445;-2;-2.932965;;
4.445;-2;-2.932911;;
4.446;-2;-2.932911;;
4.465;-2;-2.888913;;
4.466;-2;-2.888491;;
4.466;-2;-2.888436;;
4.467;-2;-2.888342;;
4.487;-2;-2.843576;;
4.488;-2;-2.843118;;
4.489;-2;-2.843021;;
4.51;-2;-2.798939;;
4.511;-2;-2.798939;;
4.512;-2;-2.798939;;
4.532;-2;-2.754568;;
4.533;-2;-2.754108;;
4.534;-2;-2.75402;;
4.535;-2;-2.75402;;
4.535;-2;-2.75402;;
4.554;-2;-2.7103;;
4.555;-2;-2.709822;;
4.556;-2;-2.709754;;
4.557;-2;-2.709738;;
4.577;-2;-2.66558;;
4.577;-2;-2.665233;;
4.578;-2;-2.665056;;
4.579;-2;-2.665031;;
4.599;-2;-2.621914;;
4.599;-2;-2.621285;;
4.601;-2;-2.620291;;
4.602;-2;-2.620291;;
4.622;-2;-2.575454;;
4.623;-2;-2.575454;;
4.624;-2;-2.575454;;
4.624;-2;-2.575454;;
4.645;-2;-2.5309;;
4.646;-2;-2.5309;;
4.646;-2;-2.5309;;
4.667;-2;-2.48689;;
4.668;-2;-2.485835;;
4.668;-2;-2.485835;;
4.689;-2;-2.44136;;
4.689;-2;-2.44136;;
4.69;-2;-2.44136;;
4.691;-2;-2.44136;;
4.691;-2;-2.44136;;
4.692;-2;-2.44136;;
4.711;-2;-2.397193;;
4.712;-2;-2.396604;;
4.712;-2;-2.396604;;
4.7220509;;;0.455008116396879;0.0358120278435977
