xCubeCube2Timestamp;xCubeCube2XPos;xCubeCube2YPos;xCubeCube2newCorr;xCubeCube2smoothCorr
0;;;0;0
0.1975249;;;0;0
0.4983246;;;0;0
0.7996262;;;0;0
1.1014277;;;0;0
1.4027282;;;0;0
1.7045303;;;0;0
2.0068343;;;0;0
2.072;0.8091931;0;;
2.073;0.8091931;0;;
2.091;0.8534074;0;;
2.092;0.8544382;0;;
2.113;0.9007024;0;;
2.115;0.901181;0;;
2.135;0.9429777;0;;
2.137;0.9434912;0;;
2.157;0.9886611;0;;
2.158;0.9886611;0;;
2.159;0.9886611;0;;
2.159;0.9886611;0;;
2.179;1.033139;0;;
2.18;1.033588;0;;
2.181;1.033662;0;;
2.201;1.076799;0;;
2.202;1.077237;0;;
2.203;1.077337;0;;
2.204;1.077337;0;;
2.204;1.077337;0;;
2.205;1.077337;0;;
2.223;1.121374;0;;
2.224;1.121814;0;;
2.225;1.121936;0;;
2.245;1.165442;0;;
2.247;1.166897;0;;
2.268;1.210676;0;;
2.269;1.21157;0;;
2.29;1.256361;0;;
2.291;1.256899;0;;
2.3081348;;;0.227487349526386;0.0568718373815965
2.312;1.300134;0;;
2.313;1.301024;0;;
2.333;1.344917;0;;
2.338;1.345236;0;;
2.38;1.434504;0;;
2.403;1.479646;0;;
2.423;1.523691;0;;
2.425;1.524168;0;;
2.468;1.613146;0;;
2.49;1.65785;0;;
2.512;1.702512;0;;
2.555;1.792455;0;;
2.556;1.792882;0;;
2.577;1.83731;0;;
2.598;1.860276;0;;
2.6099369;;;-0.0489026539376354;0.0446461738971877
2.619;1.903708;0;;
2.62;1.904134;0;;
2.641;1.949285;0;;
2.662;1.993748;0;;
2.663;1.994198;0;;
2.684;2.039905;0;;
2.685;2.040454;0;;
2.705;2.082658;0;;
2.706;2.083077;0;;
2.727;2.127881;0;;
2.729;2.127881;0;;
2.729;2.127881;0;;
2.816;2.307897;0;;
2.838;2.350853;0;;
2.839;2.351671;0;;
2.861;2.394799;0;;
2.863;2.396107;0;;
2.883;2.441278;0;;
2.884;2.441847;0;;
2.904;2.485848;0;;
2.906;2.486387;0;;
2.9122404;;;-0.209319758554163;-0.0076837657413532
2.904;2.485848;0;;
2.906;2.486387;0;;
2.928;2.530934;0;;
2.95;2.575408;0;;
2.972;2.620293;0;;
2.994;2.664993;0;;
2.995;2.665736;0;;
3.015;2.707803;0;;
3.016;2.708249;0;;
3.017;2.708315;0;;
3.036;2.752518;0;;
3.037;2.753092;0;;
3.038;2.753092;0;;
3.039;2.753092;0;;
3.058;2.796951;0;;
3.059;2.797747;0;;
3.06;2.798022;0;;
3.061;2.798082;0;;
3.08;2.841929;0;;
3.081;2.842387;0;;
3.081;2.842465;0;;
3.082;2.84251;0;;
3.102;2.88693;0;;
3.102;2.887301;0;;
3.103;2.887949;0;;
3.104;2.888036;0;;
3.124;2.909425;0;;
3.124;2.913505;0;;
3.125;2.929006;0;;
3.126;2.932688;0;;
3.146;2.95516;0;;
3.147;2.972807;0;;
3.148;2.976774;0;;
3.149;2.976774;0;;
3.168;2.999956;0;;
3.169;2.999977;0;;
3.17;2.999996;0;;
3.172;3;0;;
3.19;2.977463;0;;
3.194;2.964716;0;;
3.195;2.962011;0;;
3.2145443;;;0.426052255218206;0.0988292980631983
3.19;2.977463;0;;
3.194;2.964716;0;;
3.195;2.962011;0;;
3.214;2.913169;0;;
3.215;2.913041;0;;
3.217;2.911142;0;;
3.24;2.866679;0;;
3.241;2.866137;0;;
3.243;2.865798;0;;
3.263;2.821408;0;;
3.264;2.820614;0;;
3.286;2.776574;0;;
3.287;2.775851;0;;
3.309;2.732196;0;;
3.33;2.710013;0;;
3.331;2.709677;0;;
3.351;2.642869;0;;
3.352;2.64181;0;;
3.353;2.64133;0;;
3.373;2.597823;0;;
3.374;2.597365;0;;
3.394;2.553289;0;;
3.395;2.552834;0;;
3.416;2.508461;0;;
3.417;2.50805;0;;
3.437;2.463684;0;;
3.438;2.463222;0;;
3.458;2.441228;0;;
3.459;2.441015;0;;
3.479;2.396484;0;;
3.481;2.376456;0;;
3.5153432;;;-0.476251213614868;-0.0771053427221151
3.561;2.217949;0;;
3.562;2.21758;0;;
3.564;2.217464;0;;
3.565;2.217454;0;;
3.565;2.217451;0;;
3.566;2.217451;0;;
3.567;2.217451;0;;
3.568;2.217451;0;;
3.593;2.17294;0;;
3.607;2.127326;0;;
3.608;2.127326;0;;
3.608;2.127326;0;;
3.628;2.084199;0;;
3.629;2.083669;0;;
3.63;2.083669;0;;
3.631;2.083669;0;;
3.631;2.083669;0;;
3.65;2.039283;0;;
3.651;2.038818;0;;
3.651;2.038739;0;;
3.652;2.038705;0;;
3.672;1.994021;0;;
3.673;1.993646;0;;
3.673;1.993461;0;;
3.674;1.993461;0;;
3.694;1.949423;0;;
3.695;1.949423;0;;
3.696;1.949423;0;;
3.696;1.949423;0;;
3.716;1.927089;0;;
3.717;1.905307;0;;
3.717;1.905307;0;;
3.718;1.905307;0;;
3.737;1.88297;0;;
3.738;1.866114;0;;
3.739;1.862279;0;;
3.759;1.837609;0;;
3.76;1.837354;0;;
3.761;1.821019;0;;
3.762;1.815526;0;;
3.763;1.815526;0;;
3.781;1.792875;0;;
3.781;1.792701;0;;
3.802;1.748795;0;;
3.803;1.748396;0;;
3.803;1.748327;0;;
3.804;1.748287;0;;
3.805;1.74828;0;;
3.8161428;;;0.478690531386081;0.0547929536088141
3.824;1.703518;0;;
3.824;1.703148;0;;
3.825;1.702958;0;;
3.845;1.659034;0;;
3.846;1.658607;0;;
3.847;1.658519;0;;
3.847;1.658504;0;;
3.867;1.614673;0;;
3.868;1.614125;0;;
3.869;1.614125;0;;
3.869;1.614125;0;;
3.889;1.570449;0;;
3.889;1.570305;0;;
3.89;1.569889;0;;
3.891;1.569889;0;;
3.91;1.525248;0;;
3.91;1.52503;0;;
3.911;1.524755;0;;
3.912;1.524677;0;;
3.931;1.48143;0;;
3.932;1.481014;0;;
3.932;1.480865;0;;
3.933;1.480865;0;;
3.952;1.436288;0;;
3.958;1.43573;0;;
3.959;1.435713;0;;
3.959;1.43571;0;;
3.974;1.392215;0;;
3.975;1.391479;0;;
3.995;1.369631;0;;
3.996;1.351763;0;;
3.997;1.346614;0;;
3.998;1.346614;0;;
3.998;1.346614;0;;
3.999;1.346614;0;;
4.018;1.323309;0;;
4.019;1.301756;0;;
4.02;1.301756;0;;
4.02;1.301756;0;;
4.04;1.257866;0;;
4.041;1.257316;0;;
4.041;1.257316;0;;
4.042;1.257316;0;;
4.062;1.23539;0;;
4.063;1.225327;0;;
4.064;1.211507;0;;
4.084;1.188758;0;;
4.086;1.167536;0;;
4.086;1.167536;0;;
4.087;1.167536;0;;
4.108;1.123895;0;;
4.109;1.12351;0;;
4.109;1.123451;0;;
4.11;1.123389;0;;
4.1184466;;;0.488192767224442;0.229171085053466
4.108;1.123895;0;;
4.109;1.12351;0;;
4.109;1.123451;0;;
4.11;1.123389;0;;
4.13;1.078756;0;;
4.13;1.078486;0;;
4.131;1.078265;0;;
4.151;1.055959;0;;
4.152;1.05575;0;;
4.153;1.039169;0;;
4.153;1.036342;0;;
4.154;1.034482;0;;
4.174;0.9887171;0;;
4.175;0.9887171;0;;
4.175;0.9887171;0;;
4.196;0.9451419;0;;
4.197;0.9447423;0;;
4.198;0.9446555;0;;
4.198;0.9446406;0;;
4.219;0.9000372;0;;
4.219;0.8996901;0;;
4.22;0.8995416;0;;
4.221;0.8995031;0;;
4.222;0.8995031;0;;
4.241;0.8556055;0;;
4.242;0.8551408;0;;
4.243;0.8550639;0;;
4.263;0.8330758;0;;
4.264;0.8172953;0;;
4.264;0.8104981;0;;
4.265;0.8104981;0;;
4.266;0.8104981;0;;
4.285;0.764168;0;;
4.286;0.7627747;0;;
4.308;0.7219025;0;;
4.309;0.7213045;0;;
4.31;0.721098;0;;
4.311;0.7209897;0;;
4.311;0.7209897;0;;
4.334;0.6818666;0;;
4.338;0.6768876;0;;
4.339;0.6764706;0;;
4.341;0.6614079;0;;
4.342;0.6576339;0;;
4.353;0.6322722;0;;
4.354;0.6314896;0;;
4.355;0.6312945;0;;
4.376;0.5874982;0;;
4.377;0.5869045;0;;
4.378;0.5864341;0;;
4.378;0.5864341;0;;
4.379;0.5864341;0;;
4.398;0.5425085;0;;
4.398;0.542138;0;;
4.399;0.5419582;0;;
4.4197473;;;0.491237647017956;0.245467433003403
4.42;0.4980305;0;;
4.422;0.4975916;0;;
4.422;0.4975184;0;;
4.423;0.4975184;0;;
4.443;0.4534016;0;;
4.444;0.4530111;0;;
4.445;0.4528903;0;;
4.445;0.4528365;0;;
4.446;0.4528365;0;;
4.465;0.4088381;0;;
4.466;0.4084165;0;;
4.466;0.4083608;0;;
4.467;0.408267;0;;
4.487;0.3635014;0;;
4.488;0.3630433;0;;
4.489;0.3629459;0;;
4.51;0.3188634;0;;
4.511;0.3188634;0;;
4.512;0.3188634;0;;
4.532;0.2744926;0;;
4.533;0.2740335;0;;
4.534;0.2739449;0;;
4.535;0.2739449;0;;
4.535;0.2739449;0;;
4.554;0.2302251;0;;
4.555;0.2297469;0;;
4.556;0.2296785;0;;
4.557;0.229663;0;;
4.577;0.1855048;0;;
4.577;0.1851581;0;;
4.578;0.1849809;0;;
4.579;0.1849563;0;;
4.599;0.1418387;0;;
4.599;0.1412102;0;;
4.601;0.1402156;0;;
4.601;0.1402156;0;;
4.622;0.09537886;0;;
4.623;0.09537886;0;;
4.624;0.09537886;0;;
4.624;0.09537886;0;;
4.645;0.05082522;0;;
4.646;0.05082522;0;;
4.646;0.05082522;0;;
4.667;0.006815203;0;;
4.668;0.005759589;0;;
4.668;0.005759589;0;;
4.689;-0.03871484;0;;
4.689;-0.03871484;0;;
4.69;-0.03871484;0;;
4.691;-0.03871484;0;;
4.691;-0.03871484;0;;
4.692;-0.03871484;0;;
4.711;-0.08288171;0;;
4.712;-0.08347134;0;;
4.712;-0.08347134;0;;
4.7220509;;;0.498125297731965;0.489061560840111
4.711;-0.08288171;0;;
4.712;-0.08347134;0;;
4.712;-0.08347134;0;;
4.734;-0.1285472;0;;
4.735;-0.1289364;0;;
4.736;-0.1290262;0;;
4.736;-0.1290416;0;;
4.756;-0.1720406;0;;
4.757;-0.1724639;0;;
4.758;-0.1725827;0;;
4.759;-0.1725827;0;;
4.778;-0.2169019;0;;
4.779;-0.2173895;0;;
4.78;-0.2174561;0;;
4.781;-0.2174736;0;;
4.801;-0.2620226;0;;
4.802;-0.2620226;0;;
4.802;-0.2620226;0;;
4.803;-0.2620226;0;;
4.822;-0.3060353;0;;
4.823;-0.3065038;0;;
4.824;-0.30658;0;;
4.824;-0.3066136;0;;
4.845;-0.3516327;0;;
4.846;-0.3516327;0;;
4.847;-0.3516327;0;;
4.867;-0.3952889;0;;
4.868;-0.3956861;0;;
4.869;-0.3957922;0;;
4.869;-0.3958307;0;;
4.87;-0.3958307;0;;
4.89;-0.4407941;0;;
4.89;-0.4407941;0;;
4.891;-0.4407941;0;;
4.892;-0.4407941;0;;
4.912;-0.4852497;0;;
4.913;-0.4852497;0;;
4.913;-0.4852497;0;;
4.914;-0.4852497;0;;
4.934;-0.5294934;0;;
4.935;-0.5299535;0;;
4.936;-0.530019;0;;
