Timestamp;SelectionTime;IntendedDigit;EnteredDigit;correct;counterThreshold
55.8691743;6.5243525;6;6;True;20
61.443316;5.0793253;6;6;True;20
67.1966185;5.2584857;0;0;True;20
72.7834861;5.092553;3;3;True;20
86.4190757;7.0648089;3;3;True;20
92.2044809;5.2905883;7;7;True;20
102.0471597;9.3463588;6;4;False;20
112.6700462;10.1285719;2;-1;False;20
129.6264833;9.9152471;4;4;True;20
137.613676;7.4933815;2;2;True;20
144.38064;6.2741561;9;9;True;20
149.9659597;5.0844907;1;1;True;20
159.9394227;4.4733689;1;1;True;20
165.5142408;5.0794962;4;4;True;20
176.1903323;10.1817801;9;-1;False;20
186.7671831;10.0910609;3;-1;False;20
202.9774321;5.8918621;9;9;True;20
207.9601525;4.4884095;0;0;True;20
212.5291089;4.0751463;3;3;True;20
219.4986175;6.4761997;8;8;True;20
229.8758212;5.1012052;1;1;True;20
239.3509734;8.9813413;2;2;True;20
245.5352779;5.6824728;7;7;True;20
251.7131942;5.6841064;1;1;True;20
264.6038701;8.128141;8;8;True;20
271.3718349;6.2756584;9;9;True;20
276.7546261;4.888981;6;6;True;20
280.3230943;3.0736547;7;7;True;20
297.3868744;8.5070761;1;1;True;20
304.5569021;6.676217;9;9;True;20
310.1542631;5.1015453;4;4;True;20
316.9227333;6.2751613;3;3;True;20
327.2775567;5.4909183;2;2;True;20
332.2362475;4.464378;7;7;True;20
341.0160528;8.2859949;4;4;True;20
348.4217027;6.9113371;7;7;True;20
365.3635523;9.1516798;2;2;True;20
371.9676004;6.1077311;8;8;True;20
381.0186662;8.5572556;5;5;True;20
388.045309;6.5363427;7;7;True;20
