timestamp;radius;size;depth
5.0995398;0.5;0.9;6
25.5468506;2.5;0.9;2
34.5718202;2.5;0.9;6
40.1907388;1.5;0.65;2
43.1395768;0.5;0.3;16
58.2749139;2.5;0.65;6
63.055613;2.5;0.3;6
66.9424416;2.5;0.3;2
69.9810182;0.5;0.3;2
80.1901353;0.5;0.3;6
83.6082228;1.5;0.9;6
87.7081275;1.5;0.65;6
91.7734205;1.5;0.9;2
96.174105;0.5;0.65;6
104.7082645;0.5;0.65;2
113.1973217;2.5;0.3;16
115.643319;2.5;0.9;16
119.7096239;0.5;0.9;2
139.7040868;2.5;0.65;2
156.0303008;1.5;0.65;16
160.2861009;0.5;0.65;16
166.4203876;1.5;0.3;16
170.6651586;2.5;0.65;16
180.0686261;0.5;0.9;16
185.7211344;1.5;0.3;2
189.3387388;1.5;0.3;6
192.6771024;1.5;0.9;16
