timestamp;radius;size;depth
30.305224;2.5;0.3;16
61.3928919;0.5;0.65;6
63.6947687;2.5;0.65;16
66.2620944;1.5;0.65;2
68.5090696;1.5;0.65;16
71.9181345;2.5;0.65;2
74.1054515;0.5;0.65;2
76.5399253;1.5;0.9;2
