Timestamp;SelectionTime;aim;selection;correct?;smoothCorrelation;speedInDeg;widthInDeg;radiusInDeg;counterDifference;differenceAtSelection;pearsonThreshold;w;averageWindow;correlationFrequency
44.6707365;7.0406214;4;4;True;0.9269674;26.81442;6.030283;46.85828;15;17;0.600000023841858;300;900;0.2
60.3717681;14.6793282;2;2;True;0.9564777;14.8969;5.795271;29.14898;15;18;0.600000023841858;300;900;0.2
66.8288461;5.4333707;4;4;True;0.8191743;14.8969;5.717052;29.14897;15;15;0.600000023841858;300;900;0.2
73.0954312;5.2418743;4;4;True;0.7479282;44.91989;6.034248;46.85828;15;15;0.600000023841858;300;900;0.2
78.5558739;4.4362335;4;4;True;0.8826823;74.86649;5.485463;29.14898;15;15;0.600000023841858;300;900;0.2
85.1894983;5.6079114;3;3;True;0.7294405;44.69071;5.225812;9.906704;15;16;0.600000023841858;300;900;0.2
92.2501814;6.0334578;1;1;True;0.9692838;8.938142;5.897429;46.85827;15;16;0.600000023841858;300;900;0.2
98.3031913;5.0272966;1;1;True;0.8711137;8.938142;5.974625;46.85827;15;15;0.600000023841858;300;900;0.2
103.5465591;4.216652;3;3;True;0.9748281;134.0721;5.224853;9.906704;15;15;0.600000023841858;300;900;0.2
112.0124508;7.4441887;4;4;True;0.8457909;14.8969;5.324034;29.14897;15;16;0.600000023841858;300;900;0.2
117.2483005;4.2136457;2;2;True;0.9922356;26.81442;5.997236;46.85828;15;15;0.600000023841858;300;900;0.2
126.3102675;8.0362552;4;4;True;0.9639338;8.938142;5.982702;46.85827;15;16;0.600000023841858;300;900;0.2
132.9448195;5.6153521;4;4;True;0.6450521;224.5995;5.326904;9.906691;15;16;0.600000023841858;300;900;0.2
140.0009867;6.0334617;2;2;True;0.9312479;134.0721;5.39173;9.906704;15;15;0.600000023841858;300;900;0.2
145.2498697;4.2236712;4;4;True;0.9303315;44.69071;5.845967;29.14897;15;15;0.600000023841858;300;900;0.2
151.2828263;5.0062402;4;4;True;0.8935176;134.0721;5.229842;9.906704;15;15;0.600000023841858;300;900;0.2
156.9337726;4.6257343;2;2;True;0.9701226;26.81442;5.919645;46.85827;15;15;0.600000023841858;300;900;0.2
164.5970415;6.6380568;1;1;True;0.9432205;44.91989;5.777037;46.85827;15;16;0.600000023841858;300;900;0.2
169.8233652;4.2011111;3;3;True;0.9053311;224.5995;5.228938;9.906704;15;15;0.600000023841858;300;900;0.2
176.0683824;5.2183014;1;1;True;0.7911578;74.86649;5.836921;29.14897;15;17;0.600000023841858;300;900;0.2
183.5395006;6.4459064;1;1;True;0.9038033;44.91989;5.603214;46.85827;15;17;0.600000023841858;300;900;0.2
189.2090051;4.6422877;2;2;True;0.9435729;74.86649;5.229034;29.14897;15;15;0.600000023841858;300;900;0.2
195.2384523;5.0087473;1;1;True;0.6893139;44.69071;5.300995;9.906704;15;15;0.600000023841858;300;900;0.2
200.689871;4.4287132;1;1;True;0.7663828;224.5995;5.230295;9.906704;15;15;0.600000023841858;300;900;0.2
206.9404145;5.228339;4;4;True;0.7720644;44.69071;5.883633;29.14898;15;16;0.600000023841858;300;900;0.2
212.5808335;4.6137032;4;4;True;0.9645584;44.69071;5.897333;29.14898;15;16;0.600000023841858;300;900;0.2
222.2589313;8.6508812;1;1;True;0.8644234;44.69071;5.368684;9.906704;15;16;0.600000023841858;300;900;0.2
