timestamp;radius;size;depth
8.443911;2.5;0.9;2
18.6745639;1.5;0.3;16
21.5893;0.5;0.9;16
29.3880054;0.5;0.65;16
31.4986083;1.5;0.3;6
33.4312367;2.5;0.3;16
35.1518066;1.5;0.9;6
36.8698663;0.5;0.3;2
38.8932363;1.5;0.9;2
41.0389319;2.5;0.65;2
42.6817917;1.5;0.65;16
44.13916;2.5;0.3;6
46.2327165;2.5;0.3;2
48.0535491;2.5;0.9;6
49.4607839;2.5;0.65;16
51.3944159;1.5;0.3;2
52.9350049;2.5;0.65;6
54.8240186;0.5;0.9;6
57.4379563;0.5;0.65;2
59.1013772;0.5;0.9;2
60.9898893;1.5;0.9;16
62.7666051;1.5;0.65;2
65.1113318;0.5;0.3;6
66.7927944;2.5;0.9;16
68.5299045;1.5;0.65;6
69.9256091;0.5;0.65;6
71.4336118;0.5;0.3;16
