Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;corrThreshold;w;corrAverageWindow;corrFrequency
7.0747838;2.4043844;1;4;False;0.8074789;45;16.78909;16.63157;28.84724;0.2653689;-0.9999385;-0.9996845;0.6;300;900;0.3
13.3529537;4.8348376;3;4;False;0.8585566;45;5.994282;4.655865;46.40585;15.92796;-0.9752399;0.9966001;0.6;300;900;0.3
16.179458;1.2167306;3;3;True;0.6602017;45;16.94235;15.28375;9.800167;0;1;1;0.6;300;900;0.3
21.709149;3.922916;1;5;False;0.603147;45;5.165904;4.897524;9.800174;3.001536;-0.984951;0.9980924;0.6;300;900;0.3
24.3787375;1.2157278;4;4;True;0.7897478;45;17.39629;15.29354;28.84724;0;1;1;0.6;300;900;0.3
27.6539335;1.5205372;1;5;False;0.614958;45;17.6982;15.87209;46.40586;27.37746;0.9987459;-0.99536;0.6;300;900;0.3
32.5880342;3.3173078;3;1;False;0.8321422;45;5.746715;4.992338;28.84724;26.72663;-0.8518839;-0.999648;0.6;300;900;0.3
41.1877981;3.9183345;2;4;False;0.6228095;45;5.264032;4.77449;9.800186;4.857128;0;0;0.6;300;900;0.3
43.7466127;0.6020988;1;1;True;0.6367965;45;5.310884;4.641808;9.800161;0;1;1;0.6;300;900;0.3
43.7466127;0.6020988;1;5;False;0.6367965;45;5.172053;4.82787;9.800161;5.095328;1;1;0.6;300;900;0.3
47.9573011;2.1206309;1;5;False;0.9481362;45;16.77493;15.23579;9.80018;4.382846;0.9983442;-0.3578527;0.6;300;900;0.3
119.7819981;5.1386431;3;4;False;0.6567859;45;17.92013;14.81909;46.40586;20.96979;0.9843022;0.9894551;0.6;300;900;0.3
122.7278201;1.2147253;1;1;True;0.8516699;45;16.89946;15.04085;9.80018;0;1;1;0.6;300;900;0.3
162.3692975;11.4699697;3;4;False;0.6592196;45;12.4835;12.46283;46.40585;11.05439;0.9842613;0.9962295;0.6;300;900;0.3
168.680053;3.9304352;1;1;True;0.6330768;45;11.68152;10.62531;9.80018;0;1;1;0.6;300;900;0.3
174.4553875;2.7352622;4;4;True;0.8308374;45;5.171486;5.562923;28.84723;0;1;1;0.6;300;900;0.3
177.1244745;1.2031947;4;5;False;0.6601107;45;12.58394;11.56656;46.40586;8.375064;-0.8591349;0.9952578;0.6;300;900;0.3
179.3368485;0.9039005;3;2;False;0.723157;45;12.94336;11.88947;46.40585;26.00635;0.9994656;-0.9979329;0.6;300;900;0.3
182.1067025;0.9139267;4;1;False;0.816645;45;5.950949;5.293432;46.40586;41.28294;0.9955822;-0.999952;0.6;300;900;0.3
184.8890904;1.5185321;3;1;False;0.6666667;45;5.392259;5.237383;28.84722;2.253977;-1;-1;0.6;300;900;0.3
187.4117887;0.6126275;2;1;False;0.6666667;45;12.56569;10.72923;28.84724;2.730442;-1;1;0.6;300;900;0.3
187.4122905;0.6131293;2;5;False;0.6666667;45;11.76729;11.40307;28.84724;12.43531;-1;1;0.6;300;900;0.3
189.4877999;0.9119208;2;3;False;0.6848056;45;16.84722;16.66934;28.84723;15.92201;0.998621;-0.9941518;0.6;300;900;0.3
191.9368025;0.9139264;3;4;False;0.6015813;45;12.60713;10.65417;28.84723;10.83393;-0.8573661;0.997179;0.6;300;900;0.3
196.2136581;2.722729;4;3;False;0.7351493;45;17.92061;15.84982;46.40586;23.56498;0.9992678;-0.995006;0.6;300;900;0.3
202.5925949;4.8343352;4;2;False;0.9688108;45;11.71688;10.53325;9.80018;8.894861;-0.9955093;-0.9996219;0.6;300;900;0.3
208.8913188;4.8343348;3;4;False;0.8236766;45;5.994274;4.656111;46.40586;15.9237;-0.9705996;0.9985049;0.6;300;900;0.3
212.6558185;2.1311632;3;1;False;0.655444;45;11.78657;11.4098;28.84723;10.60601;-0.999727;0.9718743;0.6;300;900;0.3
215.0802549;1.2167304;1;2;False;0.8588641;45;11.71587;10.65765;9.800174;1.749725;-0.9959345;0.9989965;0.6;300;900;0.3
