circularCube1Timestamp;circularCube1XPos;circularCube1YPos;circularCube1newCorr;circularCube1smoothCorr
0;;;0;0
0.4020657;;;0;0
0.7058719;;;0;0
1.0071708;;;0;0
1.3089701;;;0;0
1.6102689;;;0;0
1.9120693;;;0;0
2.2138702;;;0;0
2.217;-0.2552981;-1.983639;;
2.218;-0.2552981;-1.983639;;
2.219;-0.2552981;-1.983639;;
2.22;-0.2552981;-1.983639;;
2.237;-0.2903826;-1.978807;;
2.239;-0.2903826;-1.978807;;
2.259;-0.3249599;-1.973424;;
2.26;-0.3249599;-1.973424;;
2.261;-0.3249599;-1.973424;;
2.282;-0.3583513;-1.967624;;
2.282;-0.3586969;-1.967564;;
2.303;-0.3937123;-1.960861;;
2.304;-0.3940594;-1.960794;;
2.306;-0.3941235;-1.960782;;
2.307;-0.3941235;-1.960782;;
2.308;-0.3941235;-1.960782;;
2.327;-0.428346;-1.953591;;
2.327;-0.428346;-1.953591;;
2.328;-0.428346;-1.953591;;
2.329;-0.428346;-1.953591;;
2.329;-0.428346;-1.953591;;
2.349;-0.4618577;-1.945938;;
2.349;-0.4621338;-1.945874;;
2.35;-0.4622571;-1.945846;;
2.371;-0.4961578;-1.937476;;
2.372;-0.49644;-1.937406;;
2.38;-0.4965674;-1.937375;;
2.382;-0.4965705;-1.937374;;
2.382;-0.5030265;-1.93569;;
2.393;-0.5294304;-1.928643;;
2.394;-0.5301975;-1.928439;;
2.415;-0.5635824;-1.918944;;
2.417;-0.5642614;-1.918751;;
2.417;-0.5643012;-1.91874;;
2.438;-0.5980013;-1.908502;;
2.439;-0.5983037;-1.90841;;
2.46;-0.631137;-1.897802;;
2.461;-0.6314291;-1.897708;;
2.462;-0.6315005;-1.897684;;
2.462;-0.6315126;-1.897681;;
2.463;-0.6315218;-1.897678;;
2.482;-0.6639233;-1.886582;;
2.483;-0.6643434;-1.886438;;
2.484;-0.6643434;-1.886438;;
2.485;-0.6643434;-1.886438;;
2.485;-0.6643434;-1.886438;;
2.505;-0.6976404;-1.874379;;
2.505;-0.6976404;-1.874379;;
2.5156698;;;-0.259568360348886;-0.0865227867829621
2.505;-0.6976404;-1.874379;;
2.505;-0.6976404;-1.874379;;
2.527;-0.7301441;-1.861955;;
2.528;-0.7304378;-1.861843;;
2.528;-0.7304876;-1.861824;;
2.529;-0.730511;-1.861815;;
2.53;-0.7305142;-1.861813;;
2.55;-0.7627578;-1.848834;;
2.551;-0.7630816;-1.848703;;
2.552;-0.7631354;-1.848681;;
2.553;-0.7631617;-1.848671;;
2.553;-0.7631617;-1.848671;;
2.575;-0.7938504;-1.835688;;
2.576;-0.7944887;-1.835418;;
2.578;-0.7952601;-1.835092;;
2.598;-0.8268697;-1.821063;;
2.599;-0.8271596;-1.820935;;
2.599;-0.8272005;-1.820916;;
2.6;-0.8272731;-1.820884;;
2.6;-0.8272731;-1.820884;;
2.619;-0.8591965;-1.80604;;
2.62;-0.8591965;-1.80604;;
2.621;-0.8591965;-1.80604;;
2.621;-0.8591965;-1.80604;;
2.641;-0.8901448;-1.790985;;
2.641;-0.8903422;-1.790889;;
2.642;-0.890505;-1.79081;;
2.662;-0.9214236;-1.775095;;
2.663;-0.9218146;-1.774897;;
2.664;-0.9218146;-1.774897;;
2.664;-0.9218146;-1.774897;;
2.665;-0.9218146;-1.774897;;
2.683;-0.9523649;-1.758688;;
2.684;-0.9527175;-1.758501;;
2.685;-0.9527678;-1.758475;;
2.706;-0.9831013;-1.741694;;
2.707;-0.9834032;-1.741527;;
2.708;-0.9834449;-1.741504;;
2.709;-0.9834562;-1.741498;;
2.71;-0.9834562;-1.741498;;
2.729;-1.012853;-1.724553;;
2.73;-1.013514;-1.724172;;
2.752;-1.043;-1.706491;;
2.753;-1.043831;-1.705992;;
2.754;-1.043967;-1.70591;;
2.754;-1.043978;-1.705904;;
2.755;-1.044019;-1.705879;;
2.775;-1.07378;-1.6873;;
2.775;-1.073895;-1.687228;;
2.776;-1.074083;-1.687111;;
2.776;-1.074107;-1.687096;;
2.777;-1.074151;-1.687069;;
2.796;-1.103174;-1.66823;;
2.797;-1.103486;-1.668027;;
2.798;-1.103554;-1.667984;;
2.8169691;;;-0.757510823036413;-0.339026394461766
2.796;-1.103174;-1.66823;;
2.797;-1.103486;-1.668027;;
2.798;-1.103554;-1.667984;;
2.824;-1.13206;-1.648769;;
2.826;-1.131805;-1.648941;;
2.827;-1.132018;-1.648798;;
2.828;-1.132053;-1.648774;;
2.84;-1.160663;-1.628753;;
2.862;-1.189641;-1.607712;;
2.863;-1.189897;-1.607526;;
2.884;-1.203463;-1.597396;;
2.885;-1.21458;-1.588943;;
2.907;-1.245094;-1.565159;;
2.908;-1.245385;-1.564933;;
2.93;-1.272329;-1.543103;;
2.931;-1.27254;-1.542931;;
2.952;-1.299095;-1.520637;;
2.953;-1.299351;-1.520422;;
2.974;-1.32537;-1.497792;;
2.975;-1.325623;-1.497572;;
2.996;-1.351582;-1.474181;;
2.998;-1.35185;-1.47394;;
3.018;-1.377291;-1.450191;;
3.02;-1.377567;-1.449934;;
3.041;-1.402644;-1.425685;;
3.042;-1.402891;-1.425445;;
3.062;-1.416214;-1.412208;;
3.064;-1.426366;-1.401946;;
3.085;-1.451806;-1.375589;;
3.087;-1.452069;-1.375316;;
3.1072386;;;-0.078216415406942;-0.27382389969806
3.108;-1.475641;-1.349988;;
3.109;-1.475877;-1.349736;;
3.131;-1.498931;-1.324081;;
3.132;-1.499116;-1.323876;;
3.133;-1.499173;-1.323812;;
3.133;-1.499178;-1.323806;;
3.134;-1.499199;-1.323783;;
3.154;-1.52228;-1.297175;;
3.154;-1.52228;-1.297175;;
3.155;-1.52228;-1.297175;;
3.156;-1.52228;-1.297175;;
3.179;-1.544456;-1.270685;;
3.18;-1.544636;-1.270471;;
3.18;-1.544663;-1.270438;;
3.181;-1.544701;-1.270393;;
3.182;-1.544701;-1.270393;;
3.201;-1.566702;-1.243152;;
3.202;-1.566917;-1.242887;;
3.223;-1.587916;-1.215933;;
3.224;-1.588255;-1.215499;;
