circular (4)Cube1Timestamp;circular (4)Cube1XPos;circular (4)Cube1YPos;circular (4)Cube1newCorr;circular (4)Cube1smoothCorr
0;;;0;0
0.4085834;;;0;0
0.7133917;;;0;0
1.015192;;;0;0
1.3194987;;;0;0
1.6298216;;;0;0
1.9311202;;;0;0
2.199;-1.959125;0.4022821;;
2.219;-1.966155;0.3663825;;
2.2334218;;;-1;-0.333333333333333
2.239;-1.972083;0.3329981;;
2.24;-1.972083;0.3329981;;
2.241;-1.972083;0.3329981;;
2.26;-1.97752;0.298996;;
2.261;-1.977579;0.2986271;;
2.262;-1.977588;0.2985715;;
2.263;-1.97759;0.2985576;;
2.282;-1.98249;0.2640409;;
2.283;-1.982543;0.2636648;;
2.305;-1.984734;0.2466341;;
2.305;-1.986019;0.2358966;;
2.306;-1.986769;0.2296299;;
2.307;-1.986876;0.2287375;;
2.307;-1.986894;0.2285839;;
2.308;-1.986905;0.2284954;;
2.326;-1.99054;0.1942553;;
2.327;-1.990589;0.1937886;;
2.328;-1.990589;0.1937886;;
2.348;-1.993604;0.1597342;;
2.349;-1.993657;0.1591347;;
2.351;-1.993678;0.1588903;;
2.351;-1.993678;0.1588903;;
2.371;-1.996118;0.1244863;;
2.372;-1.99614;0.1241851;;
2.372;-1.996141;0.1241661;;
2.373;-1.996147;0.1240832;;
2.393;-1.997985;0.08967238;;
2.394;-1.998001;0.08936246;;
2.395;-1.998006;0.08927061;;
2.395;-1.998007;0.08925962;;
2.416;-1.999225;0.05517654;;
2.416;-1.999242;0.05470446;;
2.418;-1.999279;0.05366258;;
2.419;-1.999282;0.05357503;;
2.419;-1.999282;0.05356193;;
2.439;-1.999907;0.01891514;;
2.439;-1.999915;0.01847423;;
2.44;-1.999915;0.01847423;;
2.46;-1.999998;0.001582392;;
2.461;-1.999999;0.001298331;;
2.462;-1.999949;-0.01207088;;
2.463;-1.999937;-0.0153322;;
2.487;-1.999355;-0.05066928;;
2.489;-1.999349;-0.05098968;;
2.49;-1.999349;-0.05102324;;
2.491;-1.999349;-0.05103087;;
2.503;-1.997969;-0.08994331;;
2.504;-1.997946;-0.09058341;;
2.504;-1.997942;-0.09069331;;
2.505;-1.99794;-0.09075312;;
2.525;-1.996334;-0.1209884;;
2.526;-1.996318;-0.1213043;;
2.527;-1.996315;-0.1213508;;
2.5347207;;;0.131793132600321;-0.289402289133226
2.525;-1.996334;-0.1209884;;
2.526;-1.996318;-0.1213043;;
2.527;-1.996315;-0.1213508;;
2.55;-1.995198;-0.1384895;;
2.551;-1.99519;-0.1386177;;
2.552;-1.995187;-0.1386599;;
2.573;-1.990159;-0.1980471;;
2.574;-1.990117;-0.198551;;
2.574;-1.990112;-0.1986018;;
2.575;-1.990098;-0.1987707;;
2.575;-1.990098;-0.1987707;;
2.595;-1.987205;-0.2258459;;
2.595;-1.987168;-0.2261916;;
2.596;-1.987168;-0.2261916;;
2.597;-1.987168;-0.2261916;;
2.597;-1.987168;-0.2261916;;
2.617;-1.985101;-0.2436672;;
2.618;-1.985101;-0.2436672;;
2.618;-1.984131;-0.2512925;;
2.639;-1.97814;-0.2948558;;
2.64;-1.978081;-0.2952837;;
2.641;-1.978072;-0.295348;;
2.642;-1.978069;-0.2953694;;
2.642;-1.978069;-0.2953694;;
2.662;-1.972486;-0.3306012;;
2.662;-1.972486;-0.3306012;;
2.663;-1.972486;-0.3306012;;
2.683;-1.966479;-0.364615;;
2.684;-1.96642;-0.3649478;;
2.685;-1.966403;-0.365044;;
2.705;-1.959747;-0.3992383;;
2.706;-1.959747;-0.3992383;;
2.707;-1.959747;-0.3992383;;
2.708;-1.959747;-0.3992383;;
2.708;-1.959747;-0.3992383;;
2.727;-1.952506;-0.4332472;;
2.728;-1.95243;-0.433605;;
2.729;-1.952411;-0.4336962;;
2.73;-1.952411;-0.4336962;;
2.749;-1.944756;-0.4667917;;
2.75;-1.944631;-0.4673321;;
2.751;-1.944567;-0.4676084;;
2.772;-1.940419;-0.4845297;;
2.773;-1.937281;-0.4968624;;
2.774;-1.936357;-0.5004939;;
2.774;-1.936244;-0.5009407;;
2.775;-1.936024;-0.5018044;;
2.795;-1.927787;-0.5325626;;
2.796;-1.927713;-0.53284;;
2.797;-1.927685;-0.5329449;;
2.797;-1.927685;-0.5329449;;
2.817;-1.918064;-0.5665817;;
2.818;-1.917973;-0.566899;;
2.819;-1.91795;-0.566981;;
