circular (1)Cube4Timestamp;circular (1)Cube4XPos;circular (1)Cube4YPos;circular (1)Cube4newCorr;circular (1)Cube4smoothCorr
0;;;0;0
0.4085834;;;0;0
0.7133917;;;0;0
1.015192;;;0;0
1.3194987;;;0;0
1.6298216;;;0;0
1.9311202;;;0;0
2.199;1.34851;-1.476998;;
2.219;1.375298;-1.452086;;
2.2334218;;;1;0.333333333333333
2.239;1.399717;-1.428563;;
2.24;1.399717;-1.428563;;
2.241;1.399717;-1.428563;;
2.26;1.424102;-1.40425;;
2.261;1.424366;-1.403986;;
2.262;1.424406;-1.403947;;
2.263;1.424416;-1.403937;;
2.282;1.448669;-1.378892;;
2.283;1.448933;-1.378619;;
2.305;1.460715;-1.366128;;
2.305;1.468066;-1.358197;;
2.306;1.472357;-1.353568;;
2.307;1.472968;-1.352909;;
2.307;1.473073;-1.352795;;
2.308;1.473133;-1.35273;;
2.326;1.4962;-1.327166;;
2.327;1.496514;-1.326817;;
2.328;1.496514;-1.326817;;
2.348;1.51897;-1.301039;;
2.349;1.519365;-1.300585;;
2.351;1.519526;-1.3004;;
2.351;1.519526;-1.3004;;
2.371;1.541722;-1.274;;
2.372;1.541917;-1.273769;;
2.372;1.541929;-1.273755;;
2.373;1.541982;-1.273691;;
2.393;1.563696;-1.246933;;
2.394;1.563891;-1.246692;;
2.395;1.563949;-1.24662;;
2.395;1.563956;-1.246612;;
2.416;1.584975;-1.219754;;
2.416;1.585266;-1.219382;;
2.418;1.585909;-1.218561;;
2.419;1.585963;-1.218492;;
2.419;1.585971;-1.218481;;
2.439;1.60684;-1.190818;;
2.439;1.607106;-1.190466;;
2.44;1.607106;-1.190466;;
2.46;1.617102;-1.176849;;
2.461;1.61727;-1.17662;;
2.462;1.625088;-1.165775;;
2.463;1.626995;-1.163129;;
2.487;1.647295;-1.134199;;
2.489;1.647479;-1.133937;;
2.49;1.647498;-1.133909;;
2.491;1.647502;-1.133903;;
2.503;1.669258;-1.101611;;
2.504;1.669616;-1.10108;;
2.504;1.669677;-1.100988;;
2.505;1.669711;-1.100939;;
2.525;1.686184;-1.075534;;
2.526;1.686356;-1.075269;;
2.527;1.686381;-1.07523;;
2.5347207;;;-0.0460880333763219;0.317970655541226
2.525;1.686184;-1.075534;;
2.526;1.686356;-1.075269;;
2.527;1.686381;-1.07523;;
2.55;1.695552;-1.060708;;
2.551;1.69562;-1.060599;;
2.552;1.695643;-1.060564;;
2.573;1.726482;-1.009563;;
2.574;1.726744;-1.00913;;
2.574;1.72677;-1.009086;;
2.575;1.726858;-1.008941;;
2.575;1.726858;-1.008941;;
2.595;1.740432;-0.9853368;;
2.595;1.740605;-0.9850354;;
2.596;1.740605;-0.9850354;;
2.597;1.740605;-0.9850354;;
2.597;1.740605;-0.9850354;;
2.617;1.749205;-0.9696823;;
2.618;1.749205;-0.9696823;;
2.618;1.752902;-0.962943;;
2.639;1.77366;-0.924178;;
2.64;1.773864;-0.9237972;;
2.641;1.773895;-0.92374;;
2.642;1.773905;-0.923721;;
2.642;1.773905;-0.923721;;
2.662;1.790098;-0.8919365;;
2.662;1.790098;-0.8919365;;
2.663;1.790098;-0.8919365;;
2.683;1.80523;-0.8608878;;
2.684;1.805379;-0.8605841;;
2.685;1.805421;-0.8604963;;
2.705;1.820135;-0.8289199;;
2.706;1.820135;-0.8289199;;
2.707;1.820135;-0.8289199;;
2.708;1.820135;-0.8289199;;
2.708;1.820135;-0.8289199;;
2.727;1.834267;-0.7971501;;
2.728;1.834416;-0.7968158;;
2.729;1.834454;-0.7967306;;
2.73;1.834454;-0.7967306;;
2.749;1.847714;-0.7654564;;
2.75;1.847969;-0.7648551;;
2.751;1.848048;-0.7646671;;
2.772;1.854632;-0.7485569;;
2.773;1.859342;-0.7367353;;
2.774;1.860729;-0.7332542;;
2.774;1.8609;-0.7328259;;
2.775;1.861229;-0.7319981;;
2.795;1.872645;-0.702273;;
2.796;1.872748;-0.7020048;;
2.797;1.872787;-0.7019034;;
2.797;1.872787;-0.7019034;;
2.817;1.884775;-0.6690356;;
2.818;1.884888;-0.6687255;;
2.819;1.884917;-0.6686454;;
2.819;1.884922;-0.6686323;;
2.8229856;;;0.0895195486931139;0.347810505105597
2.795;1.872645;-0.702273;;
2.796;1.872748;-0.7020048;;
2.797;1.872787;-0.7019034;;
2.797;1.872787;-0.7019034;;
2.817;1.884775;-0.6690356;;
