linearCube5Timestamp;linearCube5XPos;linearCube5YPos;linearCube5newCorr;linearCube5smoothCorr
0;;;0;0
0.4191113;;;0;0
0.7189066;;;0;0
1.0207067;;;0;0
1.3215041;;;0;0
1.6233042;;;0;0
1.9251043;;;0;0
2.207;1.124047;0.7;;
2.2269049;;;0;0
2.228;1.088406;0.7;;
2.229;1.088406;0.7;;
2.23;1.088406;0.7;;
2.249;1.069722;0.7;;
2.25;1.052061;0.7;;
2.272;1.033371;0.7;;
2.282;1.016282;0.7;;
2.302;0.980103;0.7;;
2.303;0.980103;0.7;;
2.303;0.980103;0.7;;
2.323;0.9364833;0.7;;
2.333;0.9359606;0.7;;
2.334;0.9284952;0.7;;
2.336;0.9271948;0.7;;
2.337;0.9271948;0.7;;
2.345;0.8995959;0.7;;
2.346;0.8989054;0.7;;
2.346;0.8987888;0.7;;
2.347;0.8987395;0.7;;
2.367;0.8736028;0.7;;
2.367;0.8735719;0.7;;
2.368;0.8733373;0.7;;
2.388;0.8379407;0.7;;
2.389;0.8375817;0.7;;
2.39;0.8375236;0.7;;
2.391;0.8375061;0.7;;
2.41;0.8020825;0.7;;
2.411;0.8017403;0.7;;
2.411;0.8016918;0.7;;
2.412;0.8016065;0.7;;
2.432;0.7660073;0.7;;
2.433;0.7660073;0.7;;
2.433;0.7660073;0.7;;
2.434;0.7660073;0.7;;
2.455;0.7306665;0.7;;
2.455;0.7306665;0.7;;
2.456;0.7306665;0.7;;
2.477;0.6857884;0.7;;
2.499;0.6857884;0.7;;
2.5;0.6857884;0.7;;
2.519;0.6857884;0.7;;
2.519;0.6857884;0.7;;
2.52;0.6857884;0.7;;
2.5357232;;;-0.353344997094447;-0.117781665698149
2.54;0.5999811;0.7;;
2.541;0.5990822;0.7;;
2.563;0.5511875;0.7;;
2.564;0.5508053;0.7;;
2.564;0.5506305;0.7;;
2.565;0.5506305;0.7;;
2.566;0.5506305;0.7;;
2.585;0.5158925;0.7;;
2.586;0.5155612;0.7;;
2.607;0.4796896;0.7;;
2.607;0.4795182;0.7;;
2.608;0.4793269;0.7;;
2.608;0.4792982;0.7;;
2.609;0.4792624;0.7;;
2.629;0.4355136;0.7;;
2.63;0.4351006;0.7;;
2.631;0.4349943;0.7;;
2.651;0.408688;0.7;;
2.652;0.4084157;0.7;;
2.673;0.3907577;0.7;;
2.674;0.3785655;0.7;;
2.675;0.3755311;0.7;;
2.675;0.3740436;0.7;;
2.676;0.3732066;0.7;;
2.676;0.3730624;0.7;;
2.695;0.3553277;0.7;;
2.697;0.3371569;0.7;;
2.697;0.3371569;0.7;;
2.716;0.3191398;0.7;;
2.717;0.3189417;0.7;;
2.718;0.3042807;0.7;;
2.719;0.3022845;0.7;;
2.72;0.3017637;0.7;;
2.739;0.2837107;0.7;;
2.74;0.2837107;0.7;;
2.741;0.2715705;0.7;;
2.762;0.2484297;0.7;;
2.763;0.2480349;0.7;;
2.765;0.232458;0.7;;
2.765;0.2318516;0.7;;
2.766;0.2299878;0.7;;
2.784;0.2096901;0.7;;
2.785;0.1910878;0.7;;
2.786;0.1877221;0.7;;
2.806;0.1766599;0.7;;
2.807;0.1631664;0.7;;
2.808;0.1592891;0.7;;
2.809;0.1586172;0.7;;
2.828;0.1407856;0.7;;
2.829;0.140592;0.7;;
2.83;0.122768;0.7;;
2.831;0.122768;0.7;;
2.831;0.122768;0.7;;
2.8410332;;;0.452233720947705;0.0329629079510862
2.85;0.1052643;0.7;;
2.851;0.1050736;0.7;;
2.852;0.1050429;0.7;;
2.874;0.0693939;0.7;;
2.874;0.06923337;0.7;;
2.875;0.05396159;0.7;;
2.876;0.05179669;0.7;;
2.876;0.05142461;0.7;;
2.896;0.03325713;0.7;;
2.897;0.03307706;0.7;;
2.897;0.03304637;0.7;;
2.898;0.03302855;0.7;;
2.917;-0.00689308;0.7;;
2.918;-0.00689308;0.7;;
2.919;-0.00689308;0.7;;
2.938;-0.03796757;0.7;;
2.939;-0.03829737;0.7;;
2.94;-0.03835164;0.7;;
2.941;-0.03836878;0.7;;
2.96;-0.07318144;0.7;;
2.96;-0.07331406;0.7;;
2.961;-0.07365082;0.7;;
2.962;-0.07365082;0.7;;
2.981;-0.108936;0.7;;
2.981;-0.109117;0.7;;
2.982;-0.1094098;0.7;;
3.002;-0.1452187;0.7;;
3.003;-0.1452187;0.7;;
3.004;-0.1452187;0.7;;
3.004;-0.1452187;0.7;;
3.024;-0.1809806;0.7;;
3.025;-0.1809806;0.7;;
3.026;-0.1809806;0.7;;
3.026;-0.1809806;0.7;;
3.046;-0.2166026;0.7;;
3.046;-0.2166026;0.7;;
3.047;-0.2166026;0.7;;
3.048;-0.2166026;0.7;;
3.067;-0.2523653;0.7;;
3.067;-0.2523653;0.7;;
