circularCube3Timestamp;circularCube3XPos;circularCube3YPos;circularCube3newCorr;circularCube3smoothCorr
0;;;0;0
0.4020657;;;0;0
0.7058719;;;0;0
1.0071708;;;0;0
1.3089701;;;0;0
1.6102689;;;0;0
1.9120693;;;0;0
2.2138702;;;0;0
2.217;1.807661;-0.855781;;
2.218;1.807661;-0.855781;;
2.219;1.807661;-0.855781;;
2.22;1.807661;-0.855781;;
2.237;1.792224;-0.8876554;;
2.239;1.792224;-0.8876554;;
2.259;1.776419;-0.9188767;;
2.26;1.776419;-0.9188767;;
2.261;1.776419;-0.9188767;;
2.282;1.760585;-0.9488416;;
2.282;1.760421;-0.9491517;;
2.303;1.743226;-0.980382;;
2.304;1.743055;-0.9806916;;
2.306;1.743024;-0.9807487;;
2.307;1.743024;-0.9807487;;
2.308;1.743024;-0.9807487;;
2.327;1.72561;-1.011074;;
2.327;1.72561;-1.011074;;
2.328;1.72561;-1.011074;;
2.329;1.72561;-1.011074;;
2.329;1.72561;-1.011074;;
2.349;1.707975;-1.040581;;
2.349;1.707829;-1.040824;;
2.35;1.707765;-1.040932;;
2.371;1.689328;-1.070587;;
2.372;1.689174;-1.070834;;
2.38;1.689105;-1.070945;;
2.382;1.689103;-1.070948;;
2.382;1.685506;-1.076568;;
2.393;1.670646;-1.099502;;
2.394;1.670214;-1.100168;;
2.415;1.650868;-1.128985;;
2.417;1.650474;-1.129571;;
2.417;1.650451;-1.129606;;
2.438;1.630301;-1.158493;;
2.439;1.63012;-1.158752;;
2.46;1.609885;-1.1867;;
2.461;1.609705;-1.186949;;
2.462;1.609661;-1.187009;;
2.462;1.609653;-1.18702;;
2.463;1.609648;-1.187027;;
2.482;1.589082;-1.214414;;
2.483;1.588816;-1.214769;;
2.484;1.588816;-1.214769;;
2.485;1.588816;-1.214769;;
2.485;1.588816;-1.214769;;
2.505;1.567058;-1.24271;;
2.505;1.567058;-1.24271;;
2.5156698;;;-0.485269633539669;-0.161756544513223
2.505;1.567058;-1.24271;;
2.505;1.567058;-1.24271;;
2.527;1.545197;-1.269784;;
2.528;1.545;-1.270029;;
2.528;1.544966;-1.27007;;
2.529;1.544951;-1.27009;;
2.53;1.544948;-1.270092;;
2.55;1.52264;-1.296747;;
2.551;1.522416;-1.297014;;
2.552;1.522379;-1.297059;;
2.553;1.522361;-1.297081;;
2.553;1.522361;-1.297081;;
2.575;1.50053;-1.322255;;
2.576;1.500076;-1.322779;;
2.578;1.499527;-1.323412;;
2.598;1.476417;-1.349139;;
2.599;1.476205;-1.349375;;
2.599;1.476175;-1.349409;;
2.6;1.476122;-1.349468;;
2.6;1.476122;-1.349468;;
2.62;1.45214;-1.375242;;
2.62;1.45214;-1.375242;;
2.621;1.45214;-1.375242;;
2.621;1.45214;-1.375242;;
2.641;1.428258;-1.400023;;
2.641;1.428106;-1.400181;;
2.642;1.42798;-1.400311;;
2.662;1.40348;-1.424861;;
2.663;1.403171;-1.425171;;
2.664;1.403171;-1.425171;;
2.664;1.403171;-1.425171;;
2.665;1.403171;-1.425171;;
2.683;1.378315;-1.449217;;
2.684;1.378028;-1.449495;;
2.685;1.377987;-1.449535;;
2.706;1.352654;-1.473198;;
2.707;1.352402;-1.473433;;
2.708;1.352367;-1.473466;;
2.709;1.352358;-1.473475;;
2.71;1.352358;-1.473475;;
2.729;1.327159;-1.496197;;
2.73;1.326592;-1.496708;;
2.752;1.300664;-1.519286;;
2.753;1.299934;-1.519922;;
2.754;1.299814;-1.520027;;
2.754;1.299804;-1.520035;;
2.755;1.299768;-1.520067;;
2.775;1.272901;-1.54263;;
2.775;1.272798;-1.542717;;
2.776;1.272628;-1.542859;;
2.776;1.272606;-1.542877;;
2.777;1.272567;-1.542911;;
2.796;1.245682;-1.564692;;
2.797;1.245392;-1.564927;;
2.798;1.24533;-1.564977;;
2.8169691;;;0.185211459543887;-0.100019391331927
2.796;1.245682;-1.564692;;
2.797;1.245392;-1.564927;;
2.798;1.24533;-1.564977;;
2.825;1.218247;-1.586151;;
2.826;1.218247;-1.586151;;
2.827;1.218247;-1.586151;;
2.828;1.218247;-1.586151;;
2.84;1.190371;-1.607169;;
2.862;1.161406;-1.628226;;
2.863;1.16115;-1.628412;;
2.884;1.147323;-1.638184;;
2.885;1.135849;-1.646145;;
2.907;1.1038;-1.667816;;
2.908;1.103494;-1.668022;;
2.93;1.074407;-1.686901;;
2.931;1.074178;-1.68705;;
2.952;1.044769;-1.705416;;
2.953;1.044485;-1.705593;;
2.974;1.014923;-1.723345;;
2.975;1.014635;-1.723517;;
2.996;0.9843677;-1.740978;;
2.998;0.9840559;-1.741158;;
3.018;0.9536073;-1.758015;;
3.02;0.9532776;-1.758198;;
3.041;0.9224659;-1.774554;;
3.042;0.9221616;-1.774716;;
3.062;0.9054554;-1.783296;;
3.064;0.8925583;-1.78978;;
3.085;0.8596299;-1.80583;;
3.087;0.8592891;-1.805996;;
3.1072386;;;0.899735388715417;0.149919303679909
3.108;0.8279171;-1.820588;;
3.109;0.8276038;-1.820733;;
3.131;0.7960809;-1.834732;;
3.132;0.7958286;-1.834844;;
3.133;0.7957498;-1.834879;;
3.133;0.7957433;-1.834882;;
3.134;0.7957143;-1.834895;;
3.154;0.7632762;-1.848624;;
3.154;0.7632762;-1.848624;;
3.155;0.7632762;-1.848624;;
3.156;0.7632762;-1.848624;;
3.179;0.7312303;-1.861529;;
3.18;0.7309715;-1.861633;;
3.18;0.7309313;-1.861649;;
3.181;0.7308761;-1.861671;;
3.182;0.7308761;-1.861671;;
3.201;0.6981701;-1.874178;;
3.202;0.6978519;-1.8743;;
3.223;0.6657284;-1.885942;;
3.224;0.6652106;-1.88613;;
3.225;0.6649628;-1.88622;;
3.226;0.6649628;-1.88622;;
3.226;0.6649628;-1.88622;;
3.245;0.6322928;-1.897413;;
3.246;0.6317027;-1.897615;;
3.247;0.6314769;-1.897692;;
3.266;0.5987478;-1.908268;;
3.267;0.5983894;-1.908384;;
3.268;0.5983354;-1.908401;;
3.269;0.5983279;-1.908403;;
3.269;0.5983267;-1.908404;;
