circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.1930117;;;0;0
0.4943105;;;0;0
0.7956096;;;0;0
1.0969077;;;0;0
1.3982065;;;0;0
1.7000069;;;0;0
2.0018078;;;0;0
2.21;-0.3799655;-1.451078;;
2.25;-0.4302376;-1.436963;;
2.251;-0.430653;-1.436846;;
2.254;-0.4308216;-1.436799;;
2.274;-0.4558712;-1.429049;;
2.294;-0.4805978;-1.420921;;
2.295;-0.4808542;-1.420837;;
2.3036074;;;-0.0159059155421681;-0.00397647888554202
2.316;-0.5058936;-1.412113;;
2.317;-0.5061225;-1.412033;;
2.317;-0.5061617;-1.41202;;
2.338;-0.5302673;-1.403142;;
2.338;-0.5304526;-1.403074;;
2.339;-0.5305408;-1.403042;;
2.34;-0.5305529;-1.403037;;
2.36;-0.5546241;-1.393694;;
2.361;-0.5548261;-1.393616;;
2.362;-0.554893;-1.39359;;
2.362;-0.5548945;-1.393589;;
2.382;-0.5791335;-1.383689;;
2.383;-0.5793787;-1.383589;;
2.384;-0.5794361;-1.383566;;
2.385;-0.5794361;-1.383566;;
2.404;-0.603141;-1.373394;;
2.405;-0.6033947;-1.373286;;
2.406;-0.603435;-1.373268;;
2.406;-0.6034405;-1.373266;;
2.427;-0.6272628;-1.362547;;
2.428;-0.6274742;-1.362451;;
2.428;-0.6275513;-1.362417;;
2.429;-0.6275513;-1.362417;;
2.449;-0.6510065;-1.351363;;
2.45;-0.6512293;-1.351258;;
2.45;-0.6513041;-1.351223;;
2.451;-0.6513041;-1.351223;;
2.471;-0.6745843;-1.339749;;
2.472;-0.674809;-1.339638;;
2.473;-0.6748791;-1.339604;;
2.474;-0.6748791;-1.339604;;
2.494;-0.697875;-1.327763;;
2.494;-0.6979831;-1.327707;;
2.496;-0.6984627;-1.32746;;
2.496;-0.6984627;-1.32746;;
2.515;-0.7097503;-1.321458;;
2.516;-0.7179965;-1.316982;;
2.517;-0.720774;-1.315475;;
