Gameobject;Timestamp;rx;ry;w;corrWindow;corrFreq;corrMethod;eye
horizontalCube1;0;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube2;0;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube3;0;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube1;0.4145992;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube2;0.4145992;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube3;0.4145992;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube1;0.7179036;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube2;0.7179036;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube3;0.7179036;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube1;1.0197037;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube2;1.0197037;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube3;1.0197037;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube1;1.3205015;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube2;1.3205015;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube3;1.3205015;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube1;1.6223016;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube2;1.6223016;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube3;1.6223016;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube1;1.9236005;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube2;1.9236005;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube3;1.9236005;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube1;2.2259021;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube2;2.2259021;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube3;2.2259021;0;0;300;900;0.3;Pearson;BothEyes
horizontalCube1;2.5272015;0;-0.655533870242796;300;900;0.3;Pearson;BothEyes
horizontalCube2;2.5272015;0;-0.655256949231505;300;900;0.3;Pearson;BothEyes
horizontalCube3;2.5272015;0;-0.655257051623834;300;900;0.3;Pearson;BothEyes
horizontalCube1;2.835518;0;0.997574392137874;300;900;0.3;Pearson;BothEyes
horizontalCube2;2.835518;0;0.997554573330924;300;900;0.3;Pearson;BothEyes
horizontalCube3;2.835518;0;0.997554566253668;300;900;0.3;Pearson;BothEyes
horizontalCube1;3.1418305;0;0.95642503096859;300;900;0.3;Pearson;BothEyes
horizontalCube2;3.1418305;0;0.957092053127012;300;900;0.3;Pearson;BothEyes
horizontalCube3;3.1418305;0;0.957092057771608;300;900;0.3;Pearson;BothEyes
horizontalCube1;3.4436309;0;0.986027004171548;300;900;0.3;Pearson;BothEyes
horizontalCube2;3.4436309;0;0.986269086118207;300;900;0.3;Pearson;BothEyes
horizontalCube3;3.4436309;0;0.986269100154541;300;900;0.3;Pearson;BothEyes
horizontalCube1;3.7449298;0;0.95675223959735;300;900;0.3;Pearson;BothEyes
horizontalCube2;3.7449298;0;0.956817946428573;300;900;0.3;Pearson;BothEyes
horizontalCube3;3.7449298;0;0.956817906877271;300;900;0.3;Pearson;BothEyes
horizontalCube1;4.0462286;0;0.995817572041206;300;900;0.3;Pearson;BothEyes
horizontalCube2;4.0462286;0;0.995574013681867;300;900;0.3;Pearson;BothEyes
horizontalCube3;4.0462286;0;0.995573998966114;300;900;0.3;Pearson;BothEyes
horizontalCube1;4.3420128;0;-0.855020021437205;300;900;0.3;Pearson;BothEyes
horizontalCube2;4.3420128;0;-0.858587160341939;300;900;0.3;Pearson;BothEyes
horizontalCube3;4.3420128;0;-0.858587180031825;300;900;0.3;Pearson;BothEyes
horizontalCube1;4.6388;0;0.947387888418141;300;900;0.3;Pearson;BothEyes
horizontalCube2;4.6388;0;-0.949584113495426;300;900;0.3;Pearson;BothEyes
horizontalCube3;4.6388;0;0.947873103759637;300;900;0.3;Pearson;BothEyes
horizontalCube1;4.9416028;0;0.961458630351535;300;900;0.3;Pearson;BothEyes
horizontalCube2;4.9416028;0;-0.961524006448994;300;900;0.3;Pearson;BothEyes
horizontalCube3;4.9416028;0;0.961524013169628;300;900;0.3;Pearson;BothEyes
horizontalCube1;5.2418994;0;-0.633933377330249;300;900;0.3;Pearson;BothEyes
horizontalCube2;5.2418994;0;-0.991876137174196;300;900;0.3;Pearson;BothEyes
horizontalCube3;5.2418994;0;0.991876062431276;300;900;0.3;Pearson;BothEyes
horizontalCube1;5.5431983;0;0.923747484249991;300;900;0.3;Pearson;BothEyes
horizontalCube2;5.5431983;0;0.923158473312353;300;900;0.3;Pearson;BothEyes
horizontalCube3;5.5431983;0;-0.923158480863706;300;900;0.3;Pearson;BothEyes
horizontalCube1;5.8449981;0;0.593818855379002;300;900;0.3;Pearson;BothEyes
horizontalCube2;5.8449981;0;0.593692743428433;300;900;0.3;Pearson;BothEyes
horizontalCube3;5.8449981;0;0.550858105310664;300;900;0.3;Pearson;BothEyes
horizontalCube1;6.1467987;0;0.960389384762015;300;900;0.3;Pearson;BothEyes
horizontalCube2;6.1467987;0;0.959765924643489;300;900;0.3;Pearson;BothEyes
horizontalCube3;6.1467987;0;0.959765969052901;300;900;0.3;Pearson;BothEyes
horizontalCube1;6.4485991;0;0.931237638097018;300;900;0.3;Pearson;BothEyes
horizontalCube2;6.4485991;0;0.949781114312949;300;900;0.3;Pearson;BothEyes
horizontalCube3;6.4485991;0;0.949781007658514;300;900;0.3;Pearson;BothEyes
horizontalCube1;6.7498974;0;0.986599792309308;300;900;0.3;Pearson;BothEyes
horizontalCube2;6.7498974;0;0.987336129389004;300;900;0.3;Pearson;BothEyes
