verticalCube1Timestamp;verticalCube1XPos;verticalCube1YPos;verticalCube1newCorr;verticalCube1smoothCorr
0;;;0;0
0.4150789;;;0;0
0.7248847;;;0;0
1.0266696;;;0;0
1.333969;;;0;0
1.6402651;;;0;0
1.94205;;;0;0
2.244336;;;0;0
2.251;2.150464;-2;;
2.271;2.106973;-2;;
2.272;2.106419;-2;;
2.272;2.106419;-2;;
2.294;2.062332;-2;;
2.314;2.018706;-2;;
2.315;2.017955;-2;;
2.316;2.017708;-2;;
2.337;1.972664;-2;;
2.337;1.972664;-2;;
2.514;1.614161;-2;;
2.514;1.614161;-2;;
2.515;1.614161;-2;;
2.534;1.571144;-2;;
2.5456197;;;-0.430124138836729;-0.143374712945576
2.534;1.571144;-2;;
2.579;1.481217;-2;;
2.602;1.459094;-2;;
2.715;1.213809;-2;;
2.779;1.086348;-2;;
2.78;1.085641;-2;;
2.804;1.034703;-2;;
2.804;1.034307;-2;;
2.806;1.033724;-2;;
2.825;0.9900668;-2;;
2.826;0.9896003;-2;;
2.827;0.9895253;-2;;
2.828;0.9895031;-2;;
2.8469034;;;0.455371802044788;0.0084158877360199
2.847;0.9452732;-2;;
2.848;0.9452586;-2;;
2.849;0.9448499;-2;;
2.869;0.900309;-2;;
2.87;0.8998518;-2;;
2.871;0.8997737;-2;;
2.872;0.8997618;-2;;
2.873;0.8997587;-2;;
2.893;0.8558821;-2;;
2.893;0.8555914;-2;;
2.895;0.8553909;-2;;
2.896;0.8553466;-2;;
2.917;0.8114868;-2;;
2.918;0.8107728;-2;;
2.92;0.8105075;-2;;
2.922;0.8104591;-2;;
2.943;0.7665869;-2;;
2.944;0.7659837;-2;;
2.965;0.7226559;-2;;
3.029;0.5882686;-2;;
3.03;0.5874119;-2;;
3.105;0.5206608;-2;;
3.107;0.5204604;-2;;
3.142;0.3661571;-2;;
3.1481868;;;-0.322576211694849;-0.0991095161622631
3.107;0.5204604;-2;;
3.142;0.3661571;-2;;
3.226;0.2069926;-2;;
3.318;0.006666526;-2;;
3.319;0.006666528;-2;;
3.32;0.006666528;-2;;
3.339;-0.03719094;-2;;
3.34;-0.03763722;-2;;
3.341;-0.03773158;-2;;
3.361;-0.08216883;-2;;
3.384;-0.1267541;-2;;
3.406;-0.1713493;-2;;
3.449972;;;-0.476139652277926;-0.114448020642662
3.495;-0.3501004;-2;;
3.517;-0.3947069;-2;;
3.538;-0.4173781;-2;;
3.54;-0.4382303;-2;;
3.562;-0.4851531;-2;;
3.585;-0.5292596;-2;;
3.587;-0.5296728;-2;;
3.588;-0.5297186;-2;;
3.607;-0.5727472;-2;;
3.629;-0.6180896;-2;;
3.63;-0.6185125;-2;;
3.651;-0.6626275;-2;;
3.652;-0.6630263;-2;;
3.674;-0.7078922;-2;;
3.676;-0.7083347;-2;;
3.696;-0.752151;-2;;
3.698;-0.7526263;-2;;
3.698;-0.7526642;-2;;
3.718;-0.7970018;-2;;
3.74;-0.8194287;-2;;
3.741;-0.8397046;-2;;
3.7567691;;;-0.361636198946561;-0.386784020973112
3.763;-0.8746175;-2;;
3.764;-0.8832694;-2;;
3.786;-0.9309642;-2;;
3.788;-0.9314318;-2;;
3.808;-0.9761209;-2;;
3.809;-0.9765774;-2;;
3.81;-0.9766588;-2;;
3.83;-1.020282;-2;;
3.853;-1.064871;-2;;
3.854;-1.065241;-2;;
3.876;-1.112631;-2;;
3.877;-1.113079;-2;;
3.879;-1.113153;-2;;
3.899;-1.15474;-2;;
3.924;-1.198645;-2;;
3.925;-1.199013;-2;;
3.926;-1.199067;-2;;
3.946;-1.243286;-2;;
3.948;-1.243761;-2;;
3.968;-1.288262;-2;;
3.969;-1.288712;-2;;
3.991;-1.335993;-2;;
3.992;-1.336432;-2;;
4.013;-1.378091;-2;;
4.014;-1.378461;-2;;
4.034;-1.422628;-2;;
4.034;-1.422903;-2;;
4.055;-1.467441;-2;;
4.0690811;;;0.477451274466505;-0.120108192252661
4.079;-1.513391;-2;;
4.08;-1.513765;-2;;
4.098;-1.556391;-2;;
4.099;-1.556884;-2;;
4.121;-1.601446;-2;;
4.123;-1.601887;-2;;
4.145;-1.645538;-2;;
4.146;-1.645938;-2;;
4.166;-1.690284;-2;;
4.167;-1.690681;-2;;
4.188;-1.734809;-2;;
4.189;-1.735249;-2;;
4.211;-1.780077;-2;;
4.212;-1.780458;-2;;
4.234;-1.824233;-2;;
4.236;-1.824674;-2;;
4.255;-1.868867;-2;;
4.257;-1.869371;-2;;
4.277;-1.913629;-2;;
4.279;-1.914109;-2;;
4.301;-1.958511;-2;;
4.302;-1.958933;-2;;
4.322;-2.003285;-2;;
4.322;-2.003653;-2;;
4.323;-2.003814;-2;;
4.345;-2.0477;-2;;
4.347;-2.048139;-2;;
4.368;-2.092373;-2;;
4.368;-2.092911;-2;;
4.369;-2.092911;-2;;
4.37;-2.092911;-2;;
4.3823961;;;-0.165554420838106;-0.0165797817727207
4.39;-2.14029;-2;;
4.399;-2.142383;-2;;
4.4;-2.142577;-2;;
4.413;-2.182167;-2;;
4.414;-2.182747;-2;;
4.414;-2.182842;-2;;
4.436;-2.224488;-2;;
4.437;-2.225504;-2;;
4.438;-2.226206;-2;;
4.457;-2.268659;-2;;
4.46;-2.272199;-2;;
4.461;-2.272511;-2;;
4.462;-2.272511;-2;;
4.462;-2.272511;-2;;
4.462;-2.272511;-2;;
4.48;-2.315254;-2;;
4.482;-2.316507;-2;;
4.482;-2.31668;-2;;
4.502;-2.361475;-2;;
4.503;-2.361921;-2;;
4.504;-2.362037;-2;;
4.504;-2.362037;-2;;
4.525;-2.406415;-2;;
4.525;-2.406415;-2;;
4.526;-2.406415;-2;;
4.547;-2.448427;-2;;
4.548;-2.449582;-2;;
4.549;-2.450006;-2;;
4.55;-2.450752;-2;;
4.57;-2.495233;-2;;
4.571;-2.495641;-2;;
4.572;-2.495756;-2;;
4.572;-2.495772;-2;;
4.573;-2.495793;-2;;
4.592;-2.539682;-2;;
4.593;-2.540155;-2;;
4.594;-2.540238;-2;;
4.595;-2.54025;-2;;
4.614;-2.584542;-2;;
4.615;-2.584985;-2;;
4.616;-2.585097;-2;;
4.617;-2.585124;-2;;
4.636;-2.629305;-2;;
4.637;-2.629786;-2;;
4.659;-2.67298;-2;;
4.66;-2.673939;-2;;
4.661;-2.674221;-2;;
4.662;-2.674411;-2;;
4.662;-2.674444;-2;;
4.682;-2.718033;-2;;
4.683;-2.718908;-2;;
4.683;-2.719057;-2;;
4.684;-2.719144;-2;;
4.6952104;;;0.3176364268296;0.209844426819333
4.682;-2.718033;-2;;
4.683;-2.718908;-2;;
4.683;-2.719057;-2;;
4.684;-2.719144;-2;;
4.703;-2.752316;-2;;
4.704;-2.752316;-2;;
4.704;-2.752316;-2;;
4.705;-2.752316;-2;;
4.725;-2.807712;-2;;
4.727;-2.80833;-2;;
4.728;-2.808406;-2;;
4.728;-2.808406;-2;;
4.749;-2.853611;-2;;
4.75;-2.853611;-2;;
4.75;-2.853611;-2;;
4.77;-2.895693;-2;;
4.771;-2.896699;-2;;
4.771;-2.897022;-2;;
4.773;-2.89773;-2;;
4.795;-2.941902;-2;;
4.795;-2.942412;-2;;
4.796;-2.942412;-2;;
4.796;-2.942412;-2;;
4.815;-2.987636;-2;;
4.816;-2.988127;-2;;
4.817;-2.988224;-2;;
4.818;-2.988224;-2;;
4.819;-2.988224;-2;;
4.837;-2.999837;-2;;
4.838;-2.999962;-2;;
4.839;-2.999991;-2;;
4.84;-3;-2;;
4.86;-2.955578;-2;;
4.861;-2.955578;-2;;
4.862;-2.955578;-2;;
4.882;-2.911852;-2;;
4.883;-2.911205;-2;;
4.884;-2.910934;-2;;
4.884;-2.910809;-2;;
4.905;-2.866274;-2;;
4.906;-2.865919;-2;;
4.907;-2.865801;-2;;
4.907;-2.865798;-2;;
4.926;-2.821673;-2;;
4.927;-2.820844;-2;;
4.928;-2.820527;-2;;
4.929;-2.820527;-2;;
4.949;-2.776411;-2;;
4.95;-2.776411;-2;;
4.951;-2.776411;-2;;
4.952;-2.776411;-2;;
4.97;-2.733073;-2;;
4.971;-2.732287;-2;;
4.972;-2.731936;-2;;
4.973;-2.731875;-2;;
4.9914812;;;-0.168816705296103;-0.00557823310153643
4.992;-2.688243;-2;;
4.993;-2.68819;-2;;
4.994;-2.68739;-2;;
4.995;-2.687121;-2;;
5.017;-2.64201;-2;;
5.018;-2.64201;-2;;
5.018;-2.64201;-2;;
5.019;-2.64201;-2;;
5.038;-2.598357;-2;;
5.039;-2.59788;-2;;
5.04;-2.597806;-2;;
5.041;-2.597795;-2;;
5.061;-2.553759;-2;;
5.062;-2.553324;-2;;
5.062;-2.553249;-2;;
5.063;-2.553211;-2;;
5.081;-2.508996;-2;;
5.082;-2.508484;-2;;
5.083;-2.508396;-2;;
5.084;-2.508396;-2;;
5.104;-2.464787;-2;;
5.105;-2.464116;-2;;
5.105;-2.463962;-2;;
5.107;-2.463722;-2;;
5.127;-2.419491;-2;;
5.128;-2.419105;-2;;
5.129;-2.418939;-2;;
5.13;-2.418939;-2;;
5.148;-2.375653;-2;;
5.149;-2.374572;-2;;
5.151;-2.373954;-2;;
5.151;-2.373919;-2;;
5.175;-2.329998;-2;;
5.175;-2.329533;-2;;
5.176;-2.329533;-2;;
5.176;-2.329533;-2;;
5.195;-2.285497;-2;;
5.197;-2.284996;-2;;
5.197;-2.284959;-2;;
5.238;-2.19639;-2;;
5.242;-2.195877;-2;;
5.243;-2.195848;-2;;
5.244;-2.195848;-2;;
5.244;-2.195848;-2;;
5.245;-2.195848;-2;;
5.246;-2.195848;-2;;
5.265;-2.150854;-2;;
5.266;-2.150854;-2;;
5.266;-2.150854;-2;;
5.267;-2.150854;-2;;
5.267;-2.150854;-2;;
5.268;-2.150854;-2;;
5.286;-2.106734;-2;;
5.287;-2.106242;-2;;
5.288;-2.10616;-2;;
5.288;-2.106119;-2;;
5.2932654;;;0.486657926726727;0.211825882753408
5.286;-2.106734;-2;;
5.287;-2.106242;-2;;
5.288;-2.10616;-2;;
5.288;-2.106119;-2;;
5.31;-2.058347;-2;;
5.31;-2.058347;-2;;
5.311;-2.058347;-2;;
5.312;-2.058347;-2;;
5.33;-2.017334;-2;;
5.331;-2.017334;-2;;
5.332;-2.017334;-2;;
5.353;-1.973069;-2;;
5.354;-1.972678;-2;;
5.354;-1.972532;-2;;
5.355;-1.972532;-2;;
5.356;-1.972532;-2;;
5.375;-1.928233;-2;;
5.376;-1.927791;-2;;
5.377;-1.927679;-2;;
5.397;-1.883332;-2;;
5.398;-1.882907;-2;;
5.398;-1.882835;-2;;
5.399;-1.882782;-2;;
5.4;-1.882772;-2;;
5.421;-1.838161;-2;;
5.421;-1.838161;-2;;
5.422;-1.838161;-2;;
5.441;-1.794909;-2;;
5.442;-1.79412;-2;;
5.443;-1.793881;-2;;
5.444;-1.793809;-2;;
5.463;-1.749777;-2;;
5.464;-1.748597;-2;;
5.464;-1.748597;-2;;
5.465;-1.748597;-2;;
5.486;-1.705838;-2;;
5.487;-1.704957;-2;;
5.488;-1.704308;-2;;
5.489;-1.704308;-2;;
5.508;-1.659934;-2;;
5.508;-1.659934;-2;;
5.509;-1.659934;-2;;
5.51;-1.659934;-2;;
5.529;-1.616468;-2;;
5.529;-1.615972;-2;;
5.531;-1.6154;-2;;
5.531;-1.615369;-2;;
5.55;-1.57124;-2;;
5.554;-1.57019;-2;;
5.555;-1.570102;-2;;
5.556;-1.570072;-2;;
5.574;-1.52547;-2;;
5.574;-1.52547;-2;;
5.576;-1.52547;-2;;
5.577;-1.52547;-2;;
5.5945491;;;0.495273827529671;0.271038349653432
5.574;-1.52547;-2;;
5.574;-1.52547;-2;;
5.576;-1.52547;-2;;
5.577;-1.52547;-2;;
5.595;-1.481251;-2;;
5.601;-1.481113;-2;;
5.605;-1.480862;-2;;
5.608;-1.48077;-2;;
5.62;-1.446804;-2;;
5.624;-1.437499;-2;;
5.625;-1.437048;-2;;
5.626;-1.436985;-2;;
5.629;-1.436975;-2;;
5.643;-1.397675;-2;;
5.646;-1.391948;-2;;
5.647;-1.391618;-2;;
5.648;-1.391529;-2;;
5.666;-1.346855;-2;;
5.667;-1.346855;-2;;
5.668;-1.346855;-2;;
5.668;-1.346855;-2;;
5.688;-1.303971;-2;;
5.689;-1.302363;-2;;
5.69;-1.302363;-2;;
5.69;-1.302363;-2;;
5.709;-1.257583;-2;;
5.71;-1.257583;-2;;
5.711;-1.257583;-2;;
5.732;-1.213467;-2;;
5.777;-1.12368;-2;;
5.778;-1.123304;-2;;
5.799;-1.079383;-2;;
5.8;-1.078938;-2;;
5.801;-1.078874;-2;;
5.822;-1.034962;-2;;
5.823;-1.034363;-2;;
5.824;-1.033895;-2;;
5.825;-1.033895;-2;;
5.843;-0.9893721;-2;;
5.844;-0.9893721;-2;;
5.845;-0.9893721;-2;;
5.846;-0.9893721;-2;;
5.846;-0.9893721;-2;;
5.866;-0.9454176;-2;;
5.867;-0.9449653;-2;;
5.884804;;;-0.426493158572992;0.0966554725968259
5.888;-0.9005416;-2;;
5.909;-0.8556697;-2;;
5.91;-0.855224;-2;;
5.93;-0.8108985;-2;;
5.931;-0.8104446;-2;;
5.952;-0.7664431;-2;;
5.954;-0.7659783;-2;;
5.976;-0.7218022;-2;;
5.977;-0.7214161;-2;;
5.997;-0.6767773;-2;;
5.998;-0.6763529;-2;;
6.026;-0.6171802;-2;;
6.147;-0.3871471;-2;;
6.168;-0.3419662;-2;;
6.169;-0.3415205;-2;;
6.1865886;;;0.0697173967766197;0.156288998115006
6.21;-0.2526951;-2;;
6.211;-0.2523406;-2;;
6.232;-0.2076695;-2;;
6.233;-0.2072461;-2;;
6.234;-0.2071355;-2;;
6.253;-0.185572;-2;;
6.254;-0.1851594;-2;;
6.255;-0.1849959;-2;;
6.256;-0.1849959;-2;;
6.277;-0.1187248;-2;;
6.278;-0.1181626;-2;;
6.278;-0.1181054;-2;;
6.279;-0.1179746;-2;;
6.299;-0.07403233;-2;;
6.3;-0.07363046;-2;;
6.3;-0.07347102;-2;;
6.301;-0.07347102;-2;;
6.321;-0.02933342;-2;;
6.321;-0.02909235;-2;;
6.322;-0.02882699;-2;;
6.323;-0.02878604;-2;;
6.343;-0.006363438;-2;;
6.343;0.004793496;-2;;
6.344;0.01425075;-2;;
6.345;0.01583298;-2;;
6.365;0.03735155;-2;;
6.365;0.03957107;-2;;
6.366;0.05733029;-2;;
6.367;0.05992989;-2;;
6.387;0.08253766;-2;;
6.388;0.1004051;-2;;
6.388;0.1034798;-2;;
6.389;0.1052742;-2;;
6.41;0.127566;-2;;
6.41;0.1277333;-2;;
6.411;0.1278331;-2;;
6.412;0.1278331;-2;;
6.43;0.171622;-2;;
6.431;0.1721298;-2;;
6.432;0.1916281;-2;;
6.452;0.2167044;-2;;
6.453;0.2169567;-2;;
6.454;0.217006;-2;;
6.468;0.2483569;-2;;
6.476;0.2621679;-2;;
6.476;0.2622899;-2;;
6.477;0.2625615;-2;;
6.4883733;;;0.465040967661661;0.15088475834874
6.476;0.2621679;-2;;
6.476;0.2622899;-2;;
6.477;0.2625615;-2;;
6.495;0.3059644;-2;;
6.495;0.3065811;-2;;
6.496;0.3065811;-2;;
6.516;0.3511572;-2;;
6.516;0.3511572;-2;;
6.517;0.3511572;-2;;
6.517;0.3511572;-2;;
6.518;0.3511572;-2;;
6.537;0.3956643;-2;;
6.538;0.3956643;-2;;
6.539;0.3956643;-2;;
6.558;0.4402654;-2;;
6.559;0.4407516;-2;;
6.56;0.4408228;-2;;
6.561;0.4408449;-2;;
6.58;0.4836433;-2;;
6.581;0.4842776;-2;;
6.582;0.4847956;-2;;
6.582;0.4847956;-2;;
6.601;0.5286133;-2;;
6.602;0.5294157;-2;;
6.603;0.5296864;-2;;
6.603;0.5297326;-2;;
6.623;0.5738329;-2;;
6.624;0.5742946;-2;;
6.667;0.6412501;-2;;
6.667;0.6472044;-2;;
6.668;0.6609878;-2;;
6.669;0.6632115;-2;;
6.669;0.6634665;-2;;
6.688;0.6861095;-2;;
6.688;0.6862201;-2;;
6.69;0.7060208;-2;;
6.709;0.7304769;-2;;
6.71;0.7307408;-2;;
6.711;0.7307814;-2;;
6.731;0.7855181;-2;;
6.732;0.7862129;-2;;
6.733;0.7862129;-2;;
6.752;0.8201551;-2;;
6.753;0.8201551;-2;;
6.753;0.8201551;-2;;
6.774;0.8647741;-2;;
6.774;0.8647741;-2;;
6.775;0.8647741;-2;;
6.7896573;;;-0.0808446021480548;0.00685515092930857
6.795;0.9077603;-2;;
6.796;0.9086543;-2;;
6.796;0.9089171;-2;;
6.816;0.9525368;-2;;
6.817;0.9534649;-2;;
6.837;0.9983749;-2;;
6.838;0.9987568;-2;;
6.838;0.9989368;-2;;
6.839;0.9989368;-2;;
6.858;1.043504;-2;;
6.868;1.043504;-2;;
6.868;1.043504;-2;;
6.879;1.068934;-2;;
6.88;1.069403;-2;;
6.881;1.069488;-2;;
6.901;1.109723;-2;;
6.902;1.129484;-2;;
6.947;1.221831;-2;;
6.948;1.222226;-2;;
6.948;1.222294;-2;;
6.949;1.222335;-2;;
6.95;1.222347;-2;;
6.95;1.222347;-2;;
6.968;1.244751;-2;;
6.969;1.262445;-2;;
6.97;1.267521;-2;;
6.971;1.267521;-2;;
6.99;1.289318;-2;;
6.991;1.302171;-2;;
6.991;1.308175;-2;;
7.011;1.333812;-2;;
7.012;1.334068;-2;;
7.012;1.334111;-2;;
7.013;1.353227;-2;;
7.014;1.355796;-2;;
7.033;1.378881;-2;;
7.033;1.378924;-2;;
7.034;1.379193;-2;;
7.054;1.425624;-2;;
7.055;1.425624;-2;;
7.055;1.425624;-2;;
7.075;1.467132;-2;;
7.075;1.467661;-2;;
7.076;1.467661;-2;;
7.077;1.467661;-2;;
7.0914415;;;-0.369573893266673;0.0210849672558884
7.096;1.512464;-2;;
7.097;1.512948;-2;;
7.098;1.513023;-2;;
7.098;1.513035;-2;;
7.117;1.556795;-2;;
7.118;1.557224;-2;;
7.119;1.55733;-2;;
7.138;1.601531;-2;;
7.139;1.602014;-2;;
7.14;1.602091;-2;;
7.141;1.602102;-2;;
7.161;1.645981;-2;;
7.161;1.646216;-2;;
7.203;1.735644;-2;;
7.204;1.736096;-2;;
7.205;1.73616;-2;;
7.206;1.736169;-2;;
7.207;1.736171;-2;;
7.207;1.736171;-2;;
7.225;1.779784;-2;;
7.226;1.780519;-2;;
7.227;1.780978;-2;;
7.227;1.780978;-2;;
7.247;1.803404;-2;;
7.248;1.803404;-2;;
7.248;1.825986;-2;;
7.249;1.825986;-2;;
7.269;1.847112;-2;;
7.278;1.879763;-2;;
7.279;1.881277;-2;;
7.291;1.89309;-2;;
7.293;1.912429;-2;;
7.293;1.913761;-2;;
7.294;1.91486;-2;;
7.294;1.915239;-2;;
7.314;1.93657;-2;;
7.315;1.948486;-2;;
7.316;1.957009;-2;;
7.336;1.981538;-2;;
7.337;1.98184;-2;;
7.338;2.00475;-2;;
7.339;2.00475;-2;;
7.339;2.00475;-2;;
7.358;2.036794;-2;;
7.359;2.044659;-2;;
7.361;2.048888;-2;;
7.383;2.09389;-2;;
7.3927346;;;-0.180458461203515;-0.0414589972391453
7.405;2.138277;-2;;
7.406;2.138277;-2;;
7.428;2.183846;-2;;
7.449;2.22737;-2;;
7.453;2.22737;-2;;
7.454;2.22737;-2;;
7.471;2.272434;-2;;
7.473;2.272434;-2;;
7.494;2.317387;-2;;
7.518;2.361795;-2;;
7.518;2.361795;-2;;
7.52;2.361795;-2;;
7.539;2.406935;-2;;
7.561;2.451307;-2;;
7.563;2.451307;-2;;
7.563;2.451307;-2;;
7.583;2.473278;-2;;
7.605;2.518051;-2;;
7.606;2.540858;-2;;
7.606;2.540858;-2;;
7.627;2.562761;-2;;
7.628;2.585363;-2;;
7.647;2.607759;-2;;
7.648;2.607759;-2;;
7.668;2.661269;-2;;
7.669;2.66215;-2;;
7.67;2.662614;-2;;
7.671;2.662614;-2;;
7.689;2.696833;-2;;
7.6970258;;;0.476398560764621;-0.0386195989634055
7.689;2.696833;-2;;
7.697;2.723046;-2;;
7.698;2.72314;-2;;
7.699;2.723708;-2;;
7.71;2.740969;-2;;
7.711;2.741261;-2;;
7.712;2.74133;-2;;
7.712;2.741342;-2;;
7.732;2.785567;-2;;
7.733;2.78599;-2;;
7.733;2.786062;-2;;
7.734;2.7861;-2;;
7.753;2.83018;-2;;
7.754;2.830764;-2;;
7.754;2.830764;-2;;
7.755;2.830764;-2;;
7.774;2.874838;-2;;
7.774;2.87522;-2;;
7.775;2.875391;-2;;
7.797;2.9201;-2;;
7.797;2.920167;-2;;
7.798;2.92062;-2;;
7.799;2.92062;-2;;
7.799;2.92062;-2;;
7.818;2.942648;-2;;
7.819;2.942883;-2;;
7.82;2.942937;-2;;
7.84;2.987335;-2;;
7.84;3.009983;-2;;
7.841;3.009983;-2;;
7.842;3.009983;-2;;
7.862;3.000245;-2;;
7.863;2.985255;-2;;
7.864;2.979454;-2;;
7.864;2.978518;-2;;
7.865;2.977695;-2;;
7.886;2.933693;-2;;
7.907;2.888367;-2;;
7.909;2.887899;-2;;
7.91;2.887849;-2;;
7.929;2.844383;-2;;
7.951;2.799341;-2;;
7.953;2.798953;-2;;
7.954;2.798886;-2;;
7.954;2.798855;-2;;
7.98;2.776732;-2;;
7.981;2.752765;-2;;
7.982;2.744894;-2;;
7.983;2.743181;-2;;
7.986;2.735004;-2;;
7.9963045;;;0.00256740984623556;-0.0177665959648329
7.999;2.711945;-2;;
8.001;2.709962;-2;;
8.001;2.709895;-2;;
8.002;2.709722;-2;;
8.021;2.665745;-2;;
8.022;2.665274;-2;;
8.023;2.665199;-2;;
8.042;2.619057;-2;;
8.044;2.619057;-2;;
8.044;2.619057;-2;;
8.064;2.576301;-2;;
8.065;2.575896;-2;;
8.065;2.575829;-2;;
8.066;2.57577;-2;;
8.086;2.532164;-2;;
8.087;2.531599;-2;;
8.095;2.531106;-2;;
8.096;2.531081;-2;;
8.109;2.487155;-2;;
8.11;2.486459;-2;;
8.111;2.48636;-2;;
8.112;2.486337;-2;;
8.131;2.463895;-2;;
8.132;2.463649;-2;;
8.133;2.463615;-2;;
8.134;2.463608;-2;;
8.153;2.398564;-2;;
8.154;2.397181;-2;;
8.155;2.396896;-2;;
8.156;2.396837;-2;;
8.175;2.374847;-2;;
8.176;2.358911;-2;;
8.177;2.352748;-2;;
8.198;2.308225;-2;;
8.199;2.307796;-2;;
8.2;2.307726;-2;;
8.2;2.307696;-2;;
8.201;2.307696;-2;;
8.221;2.262846;-2;;
8.222;2.262846;-2;;
8.223;2.262846;-2;;
8.242;2.220134;-2;;
8.243;2.219106;-2;;
8.244;2.218795;-2;;
8.245;2.218518;-2;;
8.265;2.17393;-2;;
8.266;2.173505;-2;;
8.267;2.173398;-2;;
8.267;2.173381;-2;;
8.288;2.151581;-2;;
8.288;2.151521;-2;;
8.289;2.151125;-2;;
8.29;2.151067;-2;;
8.2920733;;;-0.495814411659225;-0.0493267255629708
8.288;2.151581;-2;;
8.288;2.151521;-2;;
8.289;2.151125;-2;;
8.29;2.151067;-2;;
8.308;2.08996;-2;;
8.309;2.089385;-2;;
8.331;2.039922;-2;;
8.332;2.039138;-2;;
8.354;1.995965;-2;;
8.355;1.995146;-2;;
8.356;1.994611;-2;;
8.357;1.994534;-2;;
8.358;1.994524;-2;;
8.377;1.950755;-2;;
8.378;1.950392;-2;;
8.379;1.950164;-2;;
8.38;1.950164;-2;;
8.38;1.950164;-2;;
8.399;1.90545;-2;;
8.4;1.90545;-2;;
8.401;1.90545;-2;;
8.422;1.861257;-2;;
8.422;1.861046;-2;;
8.423;1.860778;-2;;
8.424;1.860736;-2;;
8.424;1.86072;-2;;
8.442;1.838228;-2;;
8.443;1.838228;-2;;
8.444;1.838228;-2;;
8.465;1.774556;-2;;
8.466;1.77302;-2;;
8.467;1.77226;-2;;
8.469;1.771519;-2;;
8.489;1.726473;-2;;
8.489;1.726473;-2;;
8.49;1.726473;-2;;
8.49;1.726473;-2;;
8.511;1.683576;-2;;
8.512;1.682737;-2;;
8.513;1.682032;-2;;
8.514;1.682032;-2;;
8.515;1.682032;-2;;
8.533;1.637991;-2;;
8.534;1.637263;-2;;
8.534;1.636928;-2;;
8.535;1.636771;-2;;
8.554;1.614425;-2;;
8.555;1.598792;-2;;
8.556;1.594335;-2;;
8.578;1.550179;-2;;
8.579;1.549266;-2;;
8.579;1.548996;-2;;
8.581;1.54815;-2;;
8.5883441;;;-0.485080585268584;-0.125482256579238
8.578;1.550179;-2;;
8.579;1.549266;-2;;
8.579;1.548996;-2;;
8.581;1.54815;-2;;
8.601;1.525384;-2;;
8.601;1.525384;-2;;
8.602;1.525384;-2;;
8.603;1.525384;-2;;
8.623;1.459663;-2;;
8.624;1.45899;-2;;
8.625;1.458885;-2;;
8.626;1.458857;-2;;
8.626;1.458853;-2;;
8.696;1.3254;-2;;
8.698;1.324978;-2;;
8.698;1.324966;-2;;
8.7;1.304763;-2;;
8.701;1.302668;-2;;
8.701;1.302308;-2;;
8.702;1.302112;-2;;
