Cube2Timestamp;Cube2XPos;Cube2YPos;Cube2newCorr;Cube2smoothCorr
0;;;0;0
0.4316457;;;0;0
0.7349551;;;0;0
1.0357542;;;0;0
1.337554;;;0;0
1.6388535;;;0;0
1.9582012;;;0;0
2.2645139;;;0;0
2.327;-3;0.6003804;;
2.345;-3;0.5595638;;
2.346;-3;0.5595638;;
2.374;-3;0.5059718;;
2.376;-3;0.5059718;;
2.567819;;;-0.37494499785656;-0.124981665952187
2.595;-3;-0.03008521;;
2.64;-3;-0.1361061;;
2.662;-3;-0.1893913;;
2.683;-3;-0.2427505;;
2.684;-3;-0.243822;;
2.704;-3;-0.2964237;;
2.705;-3;-0.2970851;;
2.706;-3;-0.2970851;;
2.726;-3;-0.3624724;;
2.728;-3;-0.364653;;
2.749;-3;-0.4043417;;
2.794;-3;-0.5118732;;
2.816;-3;-0.5653887;;
2.86;-3;-0.6781145;;
2.8731289;;;-0.280807389969293;-0.218584129275284
2.86;-3;-0.6781145;;
2.906;-3;-0.780381;;
2.948;-3;-0.887779;;
2.949;-3;-0.887779;;
3.082;-3;-1.209441;;
3.103;-3;-1.262337;;
3.149;-3;-1.369984;;
3.1859591;;;-0.277713137000322;-0.311155174942058
3.191;-3;-1.450893;;
3.192;-3;-1.483206;;
3.237;-3;-1.584403;;
3.282;-3;-1.69144;;
3.327;-3;-1.799268;;
3.349;-3;-1.863216;;
3.358;-3;-1.863937;;
3.372;-3;-1.909201;;
3.394;-3;-1.959233;;
3.395;-3;-1.960184;;
3.396;-3;-1.960372;;
3.416;-3;-2.013065;;
3.417;-3;-2.013611;;
3.438;-3;-2.067177;;
3.461;-3;-2.120855;;
3.462;-3;-2.120855;;
3.463;-3;-2.120855;;
3.482;-3;-2.147527;;
3.483;-3;-2.170828;;
3.4987893;;;0.391594095449944;-0.0556421438398901
3.506;-3;-2.239487;;
3.507;-3;-2.240015;;
3.528;-3;-2.281404;;
3.529;-3;-2.281805;;
3.55;-3;-2.335047;;
3.573;-3;-2.388539;;
3.574;-3;-2.388979;;
3.574;-3;-2.389052;;
3.595;-3;-2.44224;;
3.596;-3;-2.442765;;
3.617;-3;-2.496967;;
3.619;-3;-2.497618;;
3.64;-3;-2.549634;;
3.641;-3;-2.550258;;
3.662;-3;-2.614455;;
3.685;-3;-2.656496;;
3.686;-3;-2.656865;;
3.687;-3;-2.656954;;
3.707;-3;-2.709968;;
3.708;-3;-2.71063;;
3.729;-3;-2.763639;;
3.73;-3;-2.764104;;
3.752;-3;-2.817368;;
3.775;-3;-2.871411;;
3.776;-3;-2.871993;;
3.777;-3;-2.871993;;
3.796;-3;-2.926803;;
3.798;-3;-2.927533;;
3.798;-3;-2.927533;;
3.811118;;;0.429296101503332;0.181059019984318
3.82;-3;-2.98995;;
3.821;-3;-2.990665;;
3.841;-3;-2.999887;;
3.843;-3;-2.999987;;
3.866;-3;-2.95082;;
3.867;-3;-2.950452;;
3.889;-3;-2.900858;;
3.891;-3;-2.898892;;
3.91;-3;-2.84507;;
3.912;-3;-2.844459;;
3.912;-3;-2.844426;;
3.932;-3;-2.791461;;
3.933;-3;-2.790785;;
3.954;-3;-2.738231;;
3.955;-3;-2.737715;;
3.977;-3;-2.672066;;
3.978;-3;-2.67126;;
3.979;-3;-2.67054;;
4;-3;-2.630145;;
4;-3;-2.630145;;
4.001;-3;-2.630145;;
4.002;-3;-2.630145;;
4.021;-3;-2.577027;;
4.022;-3;-2.576444;;
4.024;-3;-2.576342;;
4.044;-3;-2.522877;;
4.045;-3;-2.522877;;
4.046;-3;-2.522877;;
4.046;-3;-2.522877;;
