timestamp;radius;size;depth
3.2661441;2.5;0.65;6
17.7145662;1.5;0.3;2
22.8867557;1.5;0.65;6
41.217097;1.5;0.9;6
45.38263;0.5;0.9;6
48.3871937;2.5;0.3;6
51.2247035;1.5;0.9;16
54.9658702;0.5;0.9;16
65.2205948;0.5;0.3;2
67.9901817;2.5;0.65;16
71.3079714;2.5;0.3;2
73.787535;2.5;0.9;16
77.4402101;2.5;0.9;6
80.4667206;0.5;0.9;2
86.3117008;2.5;0.65;2
89.3362136;2.5;0.9;2
91.7375689;1.5;0.3;16
94.4407239;0.5;0.65;6
97.5008225;0.5;0.3;16
99.7017846;0.5;0.3;6
108.2806644;0.5;0.65;16
110.8384339;0.5;0.65;2
113.3069766;1.5;0.65;2
116.2893695;1.5;0.65;16
119.8748685;2.5;0.3;16
122.7561001;1.5;0.3;6
128.6540606;1.5;0.9;2
