Timestamp;SelectionTime;aim;selection;correct?;smoothCorrelation;speedInDeg;widthInDeg;radiusInDeg;counterDifference;differenceAtSelection;pearsonThreshold;w;averageWindow;correlationFrequency
24.8101516;5.8305134;4;4;True;0.6036115;44.69071;5.730607;28.76934;15;16;0.600000023841858;300;900;0.2
30.8873426;5.0504555;1;1;True;0.7478834;134.0721;5.248385;9.772072;15;15;0.600000023841858;300;900;0.2
36.9600219;5.0469455;3;3;True;0.7795379;44.91989;5.249962;46.29349;15;16;0.600000023841858;300;900;0.2
43.8097717;5.8330407;4;4;True;0.7584777;224.5995;5.352301;9.772072;15;17;0.600000023841858;300;900;0.2
52.6784007;7.8423945;1;1;True;0.6887111;26.81442;5.81439;46.2935;15;17;0.600000023841858;300;900;0.2
60.3443531;6.6392174;3;2;False;0.7660661;8.938142;6.108606;46.2935;15;15;0.600000023841858;300;900;0.2
67.6147243;6.2471449;4;4;True;0.9012941;8.938142;5.814604;46.2935;15;16;0.600000023841858;300;900;0.2
73.8807101;5.2412561;1;1;True;0.9751904;8.938142;5.992851;46.29349;15;16;0.600000023841858;300;900;0.2
79.745335;4.8393927;1;1;True;0.6518667;134.0721;5.164783;9.772072;15;17;0.600000023841858;300;900;0.2
86.0031694;5.2326022;4;4;True;0.9245133;44.91989;6.105583;46.2935;15;16;0.600000023841858;300;900;0.2
92.6458673;5.6204741;4;4;True;0.7692803;44.69071;5.29231;9.772072;15;16;0.600000023841858;300;900;0.2
99.900195;6.2280932;3;3;True;0.8189573;26.81442;6.101294;46.2935;15;17;0.600000023841858;300;900;0.2
106.3513829;5.4304681;2;2;True;0.8081973;44.69071;5.290353;9.772058;15;16;0.600000023841858;300;900;0.2
111.8149392;4.4378228;2;2;True;0.7324529;74.86649;5.151626;28.76934;15;16;0.600000023841858;300;900;0.2
117.8555338;5.0168667;3;3;True;0.9428247;44.69071;5.163342;9.772072;15;16;0.600000023841858;300;900;0.2
125.9130005;7.0307314;3;3;True;0.960694;14.8969;5.771938;28.76933;15;16;0.600000023841858;300;900;0.2
132.1646573;5.2289315;1;1;True;0.6764924;224.5995;5.157813;9.772058;15;16;0.600000023841858;300;900;0.2
140.4467311;7.2553324;3;3;True;0.8345487;14.8969;5.798327;28.76934;15;16;0.600000023841858;300;900;0.2
147.3014943;5.8325397;4;4;True;0.8567652;44.91989;6.004671;46.2935;15;17;0.600000023841858;300;900;0.2
153.744159;5.416932;4;4;True;0.7033665;44.69071;5.863311;28.76934;15;17;0.600000023841858;300;900;0.2
162.0157663;7.2453728;1;1;True;0.7764686;26.81442;5.811939;46.29349;15;17;0.600000023841858;300;900;0.2
168.2719714;5.2344831;2;2;True;0.7155878;74.86649;5.754939;28.76934;15;16;0.600000023841858;300;900;0.2
175.918355;6.6256639;4;4;True;0.7419735;224.5995;5.290996;9.772072;15;16;0.600000023841858;300;900;0.2
181.995045;5.0514585;2;2;True;0.7542846;44.69071;5.680013;28.76934;15;16;0.600000023841858;300;900;0.2
187.8504005;4.8298678;1;1;True;0.6355265;14.8969;5.337306;28.76934;15;15;0.600000023841858;300;900;0.2
192.8973571;4.023229;4;4;True;0.7266099;74.86649;5.164875;28.76934;15;15;0.600000023841858;300;900;0.2
199.3525671;5.4299781;3;3;True;0.7146339;134.0721;5.211834;9.772072;15;15;0.600000023841858;300;900;0.2
