timestamp;radius;size;depth
5.0279031;2.5;0.3;16
22.1465468;1.5;0.9;16
27.5860464;1.5;0.3;16
32.1663359;0.5;0.65;16
43.5817715;2.5;0.3;6
54.7966798;0.5;0.9;16
59.9126074;2.5;0.9;16
67.0165453;1.5;0.65;2
70.702881;0.5;0.9;2
94.6963399;0.5;0.9;6
101.0507798;0.5;0.65;6
105.1512292;0.5;0.3;2
109.6863193;1.5;0.65;16
116.7792272;1.5;0.9;6
123.0900602;2.5;0.65;2
127.9716829;2.5;0.3;2
131.7136584;1.5;0.3;2
137.4329143;2.5;0.9;2
140.7011263;0.5;0.65;2
147.8095762;2.5;0.65;16
151.1053625;1.5;0.3;6
158.5331706;2.5;0.9;6
160.9902213;1.5;0.65;6
167.0664306;0.5;0.3;16
172.6628489;2.5;0.65;6
177.2987074;1.5;0.9;2
185.4414152;0.5;0.3;6
