84.1078352;0;16;3;0;0;
90.356487;0;1;16;0;0;
97.404452;0;0;16;1;0;
113.5286414;0;0;0;14;2;
129.6352948;0;0;0;0;0;
145.7503709;0;6;0;0;0;
161.8476734;5;0;0;0;1;
177.9285483;0;0;2;0;0;
194.0670677;0;0;0;0;0;
200.5618713;0;0;0;15;0;
206.6134946;17;6;0;0;0;
222.7327217;0;6;1;0;0;
232.2074647;16;0;0;1;0;
245.3188975;0;15;0;0;0;
252.4233255;0;3;16;0;0;
258.0703712;0;0;0;15;0;
268.5713489;0;0;7;17;0;
276.648557;0;16;1;0;0;
286.3158135;0;0;7;18;3;
294.6199373;15;0;0;0;0;
306.7171679;0;8;17;0;0;
319.0060423;15;0;0;0;0;
324.4585697;15;0;0;0;0;
340.5639788;0;0;2;4;0;
353.2668235;16;0;0;0;3;
363.9668404;0;8;18;4;0;
380.069747;0;0;0;2;1;
