timestamp;radius;velocity;walking
75.8478177;1.5;1.17;True
84.1218734;1.5;1.17;True
90.3770417;2.5;1.96;True
97.4250072;1.5;0.39;True
113.5436816;0.5;0.39;True
129.6513381;1.5;0.39;True
145.7689205;0.5;0.39;True
161.866223;2.5;0.39;True
177.949103;1.5;0.39;True
194.0866196;1.5;1.96;True
200.5794186;1.5;1.96;True
206.6340498;2.5;0.39;True
222.7522738;0.5;1.96;True
232.2235079;0.5;1.17;True
245.3464715;2.5;1.96;True
252.4418749;0.5;1.96;True
258.0904246;2.5;1.17;True
268.5901987;0.5;1.96;True
276.6681087;2.5;1.96;True
286.3433862;1.5;1.96;True
294.6394897;2.5;1.17;True
306.7377234;0.5;1.17;True
319.0270988;0.5;1.17;True
324.4776203;2.5;0.39;True
340.5825284;1.5;1.17;True
353.2903856;2.5;1.17;True
363.9828836;0.5;0.39;True
