lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
5.509;0.6930397;0.3984789
5.509;0.6930397;0.3984789;;
5.792;0.7041029;0.4194631
5.814;0.7053697;0.4265133
5.881;0.7053697;0.4265133
5.924;0.7053697;0.4265133
5.792;0.7041029;0.4194631;;
5.814;0.7053697;0.4265133;;
5.881;0.7053697;0.4265133;;
5.924;0.7053697;0.4265133;;
6.01;0.7415655;0.4803413
5.792;0.7041029;0.4194631;;
5.814;0.7053697;0.4265133;;
5.881;0.7053697;0.4265133;;
5.924;0.7053697;0.4265133;;
6.01;0.7415655;0.4803413;;
6.251;0.7415655;0.4803413
6.272;0.7415655;0.4803413
6.316;0.7415655;0.4803413
6.424;0.7124463;0.4341233
6.446;0.7124463;0.4341233
6.251;0.7415655;0.4803413;;
6.272;0.7415655;0.4803413;;
6.316;0.7415655;0.4803413;;
6.424;0.7124463;0.4341233;;
6.446;0.7124463;0.4341233;;
6.251;0.7415655;0.4803413;;
6.272;0.7415655;0.4803413;;
6.316;0.7415655;0.4803413;;
6.424;0.7124463;0.4341233;;
6.446;0.7124463;0.4341233;;
6.251;0.7415655;0.4803413;;
6.272;0.7415655;0.4803413;;
6.316;0.7415655;0.4803413;;
6.424;0.7124463;0.4341233;;
6.446;0.7124463;0.4341233;;
7.183;0.7154331;0.4359557
7.183;0.7154331;0.4359557;;
7.552;0.7154331;0.4359557
7.552;0.7154331;0.4359557;;
7.983;0.6865044;0.3869592
7.983;0.6865044;0.3869592;;
7.983;0.6865044;0.3869592;;
8.589;0.6865044;0.3869592
8.589;0.6878941;0.3861236
8.589;0.6865044;0.3869592;;
8.589;0.6878941;0.3861236;;
8.888;0.7127538;0.4363575
8.911;0.7029337;0.4259925
8.932;0.7029337;0.4259925
8.952;0.7029337;0.4259925
8.888;0.7127538;0.4363575;;
8.911;0.7029337;0.4259925;;
8.932;0.7029337;0.4259925;;
8.952;0.7029337;0.4259925;;
8.888;0.7127538;0.4363575;;
8.911;0.7029337;0.4259925;;
8.932;0.7029337;0.4259925;;
8.952;0.7029337;0.4259925;;
9.306;0.7362844;0.4762105
9.371;0.7411018;0.4923062
9.415;0.7411018;0.4923062
9.435;0.7411018;0.4923062
9.306;0.7362844;0.4762105;;
9.371;0.7411018;0.4923062;;
9.415;0.7411018;0.4923062;;
9.435;0.7411018;0.4923062;;
9.692;0.7411018;0.4923062
9.415;0.7411018;0.4923062;;
9.435;0.7411018;0.4923062;;
9.692;0.7411018;0.4923062;;
9.907;0.7411018;0.4923062
10.058;0.7585323;0.5016325
10.143;0.7585323;0.5016325
9.907;0.7411018;0.4923062;;
10.058;0.7585323;0.5016325;;
10.143;0.7585323;0.5016325;;
10.423;0.7371252;0.4585931
10.143;0.7585323;0.5016325;;
10.423;0.7371252;0.4585931;;
10.573;0.7371252;0.4585931
10.662;0.7304438;0.4516178
10.423;0.7371252;0.4585931;;
10.573;0.7371252;0.4585931;;
10.662;0.7304438;0.4516178;;
11.042;0.7291495;0.4399448
11.042;0.7291495;0.4399448;;
11.042;0.7291495;0.4399448;;
11.042;0.7291495;0.4399448;;
11.042;0.7291495;0.4399448;;
11.042;0.7291495;0.4399448;;
11.042;0.7291495;0.4399448;;
11.042;0.7291495;0.4399448;;
12.91;0.7291495;0.4399448
13.084;0.7433582;0.3812714
13.085;0.7433582;0.3812714
12.91;0.7291495;0.4399448;;
