Timestamp;Name;smoothCorrel;speed;task;selected;correlationToIntendedObject
49.4766873;1;0;45;0;;
49.4766873;2;0;45;0;;
49.4766873;3;0;45;0;;
49.4766873;4;0;45;0;;
49.4766873;5;0;45;0;;
49.7639591;1;-0.2196763;45;4;;-0.0306835402474959
49.7639591;2;-0.01233554;45;4;;-0.998919692887011
49.7639591;3;0.2787821;45;4;;0.00141562041508925
49.7639591;4;0.01526993;45;4;;1
49.7639591;5;-0.3041487;45;4;;0.00553163262612455
50.0652606;1;0.1213197;45;4;;-0.00489367319460637
50.0652606;2;-0.0533018;45;4;;-0.999266888725264
50.0652606;3;-0.08667811;45;4;;0.00128806184395552
50.0652606;4;0.05434025;45;4;;1
50.0652606;5;0.1011784;45;4;;0.108126344326164
50.3670823;1;0.04437334;45;4;;-0.103276230673224
50.3670823;2;-0.2386746;45;4;;-0.914796590554657
50.3670823;3;-0.02011306;45;4;;0.0948152224504711
50.3670823;4;0.2725816;45;4;;1
50.3670823;5;0.2714809;45;4;;0.906984286480812
50.6683832;1;-0.05445454;45;4;;-0.994804368772131
50.6683832;2;-0.3789474;45;4;;-0.0137116015958383
50.6683832;3;0.07969873;45;4;;0.981363724024098
50.6683832;4;0.3573282;45;4;;1
50.6683832;5;0.4160817;45;4;;0.00782177650185939
50.9696842;1;-0.187124;45;4;;-0.999032143307661
50.9696842;2;-0.3830441;45;4;;-0.0107768075823697
50.9696842;3;-0.06293363;45;4;;0.0182397548097077
50.9696842;4;0.5935266;45;4;;1
50.9696842;5;0.5746939;45;4;;0.00164126960805683
51.2599573;1;-0.6314315;45;4;;-0.99808986998203
51.2599573;2;-0.5627336;45;4;;-0.801314610790706
51.2599573;3;0.1373716;45;4;;0.00260624237605384
51.2599573;4;0.8059044;45;4;4;1
51.2599573;5;0.3517529;45;4;4;0.00138654716977171
