Timestamp;SelectionTime;IntendedDigit;EnteredDigit;correct;counterThreshold
32.8780285;4.048828;6;2;False;20
43.4513146;10.0950068;1;1;True;20
48.8036298;4.8695229;1;1;True;20
52.9251529;3.6292066;9;9;True;20
146.0385508;10.1160067;5;-1;False;20
152.1819881;5.6496163;2;1;False;20
157.3523162;4.6765072;4;4;True;20
162.101016;4.2533748;3;3;True;20
170.3338617;3.0341146;9;1;False;20
180.5862915;9.7591096;2;6;False;20
188.7522118;7.6715979;6;6;True;20
199.1848443;9.93831;5;4;False;20
258.7664521;6.5293361;9;2;False;20
262.7324949;3.472232;7;3;False;20
273.3202492;10.0944439;5;-1;False;20
282.6928008;8.8782385;5;9;False;20
300.2634568;10.1379208;3;-1;False;20
307.6114665;6.8547;0;1;False;20
312.7400834;4.6333018;3;3;True;20
318.3414646;5.1070678;9;2;False;20
330.4646537;2.852574;7;2;False;20
337.0125385;6.054575;8;8;True;20
345.1772247;7.6718769;6;2;False;20
350.1153446;4.4443085;4;4;True;20
364.4694234;6.4536552;8;1;False;20
374.8465143;9.8847834;7;5;False;20
384.6300139;9.2916938;6;6;True;20
389.7918688;4.6685443;9;9;True;20
450.0754465;8.3436531;5;9;False;20
460.7287326;10.1604773;8;-1;False;20
467.5192625;6.2987244;2;2;True;20
474.4807459;6.4696774;6;2;False;20
489.6349821;10.1138528;7;-1;False;20
492.9748495;2.8480616;6;1;False;20
496.0971395;2.6284782;3;0;False;20
501.0412671;4.4463056;1;1;True;20
511.3160477;4.6884484;4;7;False;20
516.6797891;4.8694286;5;5;True;20
527.2789306;10.1073353;0;-1;False;20
530.2317714;2.4590292;5;6;False;20
