timestamp;radius;size;depth
29.2570749;0.5;0.3;16
40.2219004;2.5;0.3;16
43.851608;1.5;0.3;16
48.130552;0.5;0.9;2
52.7880087;1.5;0.65;2
55.7815146;2.5;0.3;6
57.8134486;1.5;0.65;6
59.6799487;0.5;0.3;6
69.7890143;1.5;0.9;6
74.8159586;1.5;0.9;16
80.0098498;1.5;0.9;2
83.2600424;2.5;0.65;16
89.4150032;1.5;0.3;2
93.2788449;0.5;0.9;16
97.0554456;1.5;0.3;6
105.0082162;2.5;0.3;2
107.6552945;2.5;0.9;6
109.8677117;2.5;0.9;16
116.2233687;0.5;0.65;6
119.5522713;0.5;0.65;2
129.0802618;1.5;0.65;16
131.8837595;2.5;0.65;6
134.3973328;2.5;0.9;2
137.4019432;0.5;0.65;16
140.563398;0.5;0.9;6
145.3336558;0.5;0.3;2
153.7439183;2.5;0.65;2
