44.9763373;0;0;2;16;2;
50.4119706;0;15;0;0;0;
56.073171;16;1;0;0;0;
61.3110549;0;15;0;0;0;
66.7516718;0;0;0;16;2;
72.1937754;0;0;0;15;0;
79.4552144;0;3;16;0;0;
84.6809037;0;15;0;0;0;
91.3392791;16;2;0;0;0;
96.5895078;15;0;0;0;0;
102.4266994;16;0;0;0;1;
107.8813547;0;16;1;0;0;
114.1266127;0;0;1;16;1;
118.9631096;0;15;0;0;0;
124.0180163;0;0;15;0;0;
129.2623095;0;0;15;0;0;
134.097299;0;0;0;15;0;
139.3473436;0;0;15;0;0;
144.3972981;0;15;0;0;0;
149.6478461;0;0;0;15;0;
154.8968397;0;0;0;15;0;
161.7491063;15;0;0;0;0;
166.9795411;0;15;0;0;0;
172.2330472;0;0;15;0;0;
181.6939697;0;0;1;16;0;
187.7476096;4;16;0;0;0;
192.9870781;15;0;0;0;0;
