Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;corrThreshold;w;corrAverageWindow;corrFrequency
8.3697138;1.8042873;2;1;False;0.66058;45;4.379303;4.136844;8.303614;3.378329;0.5293237;0.9950792;0.6;300;900;0.3
10.7500289;1.2172296;1;1;True;0.6376144;45;4.99641;4.987955;39.89738;0;1;1;0.6;300;900;0.3
13.2556765;1.5115095;1;1;True;0.8927913;45;14.41598;15.2667;39.89738;0;1;1;0.6;300;900;0.3
15.0860331;1.2177312;4;4;True;0.6745499;45;4.527399;3.892379;8.303614;0;1;1;0.6;300;900;0.3
16.7419256;0.9089111;3;3;True;0.600342;45;4.451761;4.494503;24.57107;0;1;1;0.6;300;900;0.3
19.0535584;1.8173204;3;2;False;0.6061513;45;9.915816;8.933386;8.303614;2.242913;-0.7839852;0.9964371;0.6;300;900;0.3
21.0073131;1.5105787;4;4;True;0.6696624;45;4.496484;3.916548;8.303609;0;1;1;0.6;300;900;0.3
23.0903493;1.5155306;3;2;False;0.7202209;45;9.914498;8.911638;8.303609;3.210966;0.9904959;0.9624262;0.6;300;900;0.3
24.9723425;1.2097091;1;1;True;0.6397818;45;4.738274;4.612638;24.57108;0;1;1;0.6;300;900;0.3
27.1060127;1.208715;1;1;True;0.6213118;45;4.996511;4.987889;39.89738;0;1;1;0.6;300;900;0.3
29.2411949;1.5225495;4;4;True;0.6603872;45;11.40575;9.652546;39.89738;0;1;1;0.6;300;900;0.3
31.049492;1.2202367;1;1;True;0.6261142;45;10.28654;10.03532;24.57108;0;1;1;0.6;300;900;0.3
33.1485613;1.5205342;2;2;True;0.9461108;45;15.71593;12.75867;39.89738;0;1;1;0.6;300;900;0.3
34.8380433;1.2117147;1;1;True;0.6728565;45;10.84309;10.82325;39.89737;0;1;1;0.6;300;900;0.3
36.8789583;1.5090031;1;1;True;0.9620543;45;14.20857;14.21275;24.57108;0;1;1;0.6;300;900;0.3
39.5600779;2.1351715;1;5;False;0.8011896;45;14.31376;12.85784;8.303598;3.690325;0.9966008;-0.7340407;0.6;300;900;0.3
41.4149986;1.2207382;4;4;True;0.8628656;45;10.92273;8.793877;24.57108;0;1;1;0.6;300;900;0.3
44.18585;2.1141089;1;1;True;0.9609597;45;14.37666;12.87436;8.303614;0;1;1;0.6;300;900;0.3
46.1590851;1.5185284;4;4;True;0.6910083;45;15.80981;13.37627;39.89738;0;1;1;0.6;300;900;0.3
47.8961942;1.222243;3;3;True;0.7859724;45;4.381351;4.708654;39.89738;0;1;1;0.6;300;900;0.3
49.7596403;1.2097119;4;4;True;0.683884;45;5.032906;4.036047;24.57108;0;1;1;0.6;300;900;0.3
51.6135795;1.2092281;2;2;True;0.6493187;45;11.31965;9.158994;39.89737;0;1;1;0.6;300;900;0.3
53.4474477;1.2332747;4;4;True;0.6380835;45;14.3182;12.77645;8.303609;0;1;1;0.6;300;900;0.3
55.9606313;1.8027942;4;4;True;0.7195929;45;14.6958;13.08632;24.57108;0;1;1;0.6;300;900;0.3
57.7022632;1.220746;1;1;True;0.6320473;45;10.2869;10.03502;24.57108;0;1;1;0.6;300;900;0.3
59.1646602;0.9084238;4;5;False;0.7413786;45;9.997587;8.96047;8.303614;2.610742;0.8716522;0.9934624;0.6;300;900;0.3
60.9375055;1.205837;1;1;True;0.6093608;45;14.307;13.93392;24.57108;0;1;1;0.6;300;900;0.3
