Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;corrThreshold;w;corrAverageWindow;corrFrequency
10.1529214;1.8053018;1;1;True;0.7800481;45;4.931688;5.463957;44.08452;0;1;1;0.6;300;900;0.3
13.1169268;1.8027946;4;4;True;0.6693398;45;16.5992;16.11264;27.2976;0;1;1;0.6;300;900;0.3
15.6281201;1.5100229;3;3;True;0.6940122;45;15.95175;15.41351;9.252869;0;1;1;0.6;300;900;0.3
17.808526;1.2113278;2;2;True;0.6825124;45;5.353281;4.946676;27.2976;0;1;1;0.6;300;900;0.3
20.4890645;1.5165424;1;1;True;0.9748911;45;4.856752;4.884735;9.252879;0;1;1;0.6;300;900;0.3
22.6773842;1.2097174;2;2;True;0.7006738;45;15.69685;15.49004;9.252885;0;1;1;0.6;300;900;0.3
25.2457156;1.5105175;4;4;True;0.755987;45;5.956581;5.479808;44.08451;0;1;1;0.6;300;900;0.3
27.5082331;1.2147309;1;1;True;0.6278008;45;11.02792;10.63889;9.252873;0;1;1;0.6;300;900;0.3
30.1161857;1.5100241;1;1;True;0.6500075;45;4.85622;4.883803;9.252863;0;1;1;0.6;300;900;0.3
32.6509373;1.5105167;1;1;True;0.8204825;45;4.856286;4.883926;9.252874;0;1;1;0.6;300;900;0.3
35.1185007;1.4979847;1;1;True;0.6964992;45;10.93767;11.58524;27.2976;0;1;1;0.6;300;900;0.3
37.2756711;1.2087148;2;2;True;0.7000517;45;10.93264;10.77886;9.252874;0;1;1;0.6;300;900;0.3
39.4315905;1.2082218;4;4;True;0.7583833;45;5.699276;4.935495;27.29759;0;1;1;0.6;300;900;0.3
41.6562683;1.2107;1;1;True;0.6426443;45;16.1069;16.36557;44.08452;0;1;1;0.6;300;900;0.3
43.7786443;1.2112213;1;1;True;0.648181;45;16.10704;16.36555;44.08452;0;1;1;0.6;300;900;0.3
45.8220792;1.2107202;1;1;True;0.6909384;45;11.02794;10.63888;9.252885;0;1;1;0.6;300;900;0.3
47.5506798;0.9059095;4;5;False;0.6315238;45;11.7837;11.84005;44.08451;13.99576;0.798439;0.9954008;0.6;300;900;0.3
50.3907334;1.8027949;3;3;True;0.8273845;45;11.4083;12.40725;44.08451;0;1;1;0.6;300;900;0.3
52.5780511;1.2082126;2;2;True;0.6170334;45;11.60278;10.75951;27.2976;0;1;1;0.6;300;900;0.3
55.2667024;1.8188375;4;4;True;0.6458752;45;16.08277;15.46251;9.252873;0;1;1;0.6;300;900;0.3
57.4164198;1.2107202;2;2;True;0.7323451;45;16.0711;15.42071;27.29759;0;1;1;0.6;300;900;0.3
59.9180736;1.5115195;4;4;True;0.7949587;45;5.623991;5.179312;27.2976;0;1;1;0.6;300;900;0.3
62.0071297;1.2132266;2;2;True;0.6683121;45;11.60337;10.75336;27.29759;0;1;1;0.6;300;900;0.3
64.229039;1.2102184;4;3;False;0.6966552;45;16.00806;16.71522;27.29759;13.08245;0.9849727;0.9796636;0.6;300;900;0.3
66.6539889;1.5004908;3;3;True;0.6153055;45;10.89732;12.42284;44.08451;0;1;1;0.6;300;900;0.3
69.457969;1.8027947;4;4;True;0.7061655;45;17.56891;16.93643;44.08451;0;1;1;0.6;300;900;0.3
71.6573186;1.5210451;4;4;True;0.6545261;45;5.953954;5.487901;44.08453;0;1;1;0.6;300;900;0.3
