timestamp;radius;size;depth
3.3172303;2.5;0.3;16
10.1729745;1.5;0.9;6
13.1329703;0.5;0.9;6
15.6461686;1.5;0.3;16
17.8245689;0.5;0.3;2
20.5051072;0.5;0.9;2
22.6944297;2.5;0.3;2
25.2632631;0.5;0.65;2
27.5212679;0.5;0.3;16
30.1332309;0.5;0.3;6
32.6694871;1.5;0.65;6
35.1380527;0.5;0.65;6
37.2937197;1.5;0.3;6
39.4496395;2.5;0.9;6
41.6723113;2.5;0.9;2
43.7946874;0.5;0.65;16
45.8386234;2.5;0.65;6
47.5702324;2.5;0.65;16
50.4072776;1.5;0.65;2
52.5966012;0.5;0.9;16
55.2772306;1.5;0.9;16
57.432964;1.5;0.3;2
59.9351188;1.5;0.65;16
62.0231728;1.5;0.9;2
64.2470873;2.5;0.65;2
66.6710348;2.5;0.9;16
69.4745134;2.5;0.3;6
